Molecule_Name,inchikey,repeat_0,repeat_1,repeat_2,repeat_3,repeat_4
OCNT-2310634,AZIRSKUMMWCLMP-UHFFFAOYSA-N,0,0,1,1,4
OCNT-2310635,IZWCUJPEJUAMOS-UHFFFAOYSA-N,4,1,3,3,4
OCNT-2310637,LKHRRVQZULYLAS-UONOGXRCSA-N,1,1,0,0,0
OCNT-2310639,MSMMDODZVKXGBJ-UHFFFAOYSA-N,1,1,3,1,4
OCNT-2310640,MOGCAEVCBIAYAG-UHFFFAOYSA-N,0,3,2,4,2
OCNT-2310641,YKXGBOCHBJEVRD-UHFFFAOYSA-N,0,2,4,2,2
OCNT-2310643,PRNRLKFWWFHYKW-UHFFFAOYSA-N,2,0,1,2,3
OCNT-2310648,LVKGJVDHSRWRLM-UHFFFAOYSA-N,0,2,2,0,2
OCNT-2310650,MQCGKFMBSSLQAT-UHFFFAOYSA-N,4,4,2,2,1
OCNT-2310653,BSJLYSNMYGWDGZ-UHFFFAOYSA-N,0,4,1,2,3
OCNT-2310655,ZHOAWILOHNXOST-UHFFFAOYSA-N,3,3,0,0,0
OCNT-2310657,HTXRGYGCSCJNGY-UHFFFAOYSA-N,2,3,4,0,4
OCNT-2310658,GXPGHNGKEYVVSJ-UHFFFAOYSA-N,0,4,1,4,0
OCNT-2310662,GBWWSIQMFCLPIJ-UHFFFAOYSA-N,1,3,1,1,0
OCNT-2310664,IVVZZDLGAISABT-UHFFFAOYSA-N,1,1,1,0,2
OCNT-2310665,WAIBMCXZPPOQPU-UHFFFAOYSA-N,2,2,1,1,2
OCNT-2310667,DWLXAHZVVKKAMK-UHFFFAOYSA-N,2,2,4,1,2
OCNT-2310670,UEAQTSBMPDYYBH-UHFFFAOYSA-N,2,3,1,3,2
OCNT-2310673,RVKFZTLIFOTNKJ-UHFFFAOYSA-N,1,1,4,3,0
OCNT-2310674,FLYOLZFPQYWAFT-UHFFFAOYSA-N,3,3,1,3,4
OCNT-2310677,SDWWLTJQJIPGEO-UHFFFAOYSA-N,3,2,4,1,4
OCNT-2310680,AXXIEJDVBYZXLK-UHFFFAOYSA-N,0,3,3,3,2
OCNT-2310682,XRGZOHMGCBNGDO-UHFFFAOYSA-N,1,2,3,3,1
OCNT-2310684,SJDGSALYCQVKOO-SHTZXODSSA-N,3,1,2,1,0
OCNT-2310685,SRJUQDSPYDJJMF-UHFFFAOYSA-N,0,2,1,4,1
OCNT-2310686,CEPJBSAWUZGPOV-UHFFFAOYSA-N,4,3,1,3,1
OCNT-2310689,MHTCFZKRQSMNPD-UHFFFAOYSA-N,1,1,4,4,3
OCNT-2310690,HCYSRWCEBFYUAA-CQSZACIVSA-N,0,3,3,2,4
OCNT-2310692,CSFWMXKMLAAALY-UHFFFAOYSA-N,2,4,3,3,2
OCNT-2310693,RSAHXYUKVAIXGK-UHFFFAOYSA-N,0,4,2,1,0
OCNT-2310696,DXKSETYAFIGXSE-CUVJYRNJSA-N,3,0,4,3,1
OCNT-2310697,PQGTYOYGKAPMNB-UHFFFAOYSA-N,1,4,2,1,1
OCNT-2310698,HAVCMUREFRIDQM-UHFFFAOYSA-N,0,2,3,0,0
OCNT-2310699,ZWRLXEBVMZHHPI-UHFFFAOYSA-N,2,2,1,4,2
OCNT-2310706,SDFDUAQZYLINDJ-UHFFFAOYSA-N,3,1,4,2,2
OCNT-2310707,RZGDXDYNQPUJNA-UHFFFAOYSA-N,0,2,3,1,4
OCNT-2310716,BZLXGFYLRNUUNG-UHFFFAOYSA-N,0,0,0,3,0
OCNT-2310717,BOWLVPUQMMJWEC-UHFFFAOYSA-N,0,1,3,4,4
OCNT-2310721,FRIHMUFJBJMGQK-UHFFFAOYSA-N,3,3,3,0,4
OCNT-2310722,QPAJEUJMJBPJOL-UHFFFAOYSA-N,4,0,1,4,0
OCNT-2310724,BGRGEAOBJZGPLW-UHFFFAOYSA-N,4,1,2,0,0
OCNT-2310726,GOHPXULFFDBKGC-UHFFFAOYSA-N,0,2,0,3,3
OCNT-2310727,NESANQMBMJHHBO-UHFFFAOYSA-N,4,2,3,2,1
OCNT-2310728,VZQKPWAYHAGELX-UHFFFAOYSA-N,4,2,4,3,1
OCNT-2310732,XJTWDTHIQQHNBE-UHFFFAOYSA-N,1,1,0,4,4
OCNT-2310733,AHWMKKZARBTOBB-UHFFFAOYSA-N,4,2,2,3,2
OCNT-2310735,XTDCITUSGXXBBG-UHFFFAOYSA-N,4,0,2,2,1
OCNT-2310736,ABVGSGYZENIXJG-UHFFFAOYSA-N,2,4,2,4,3
OCNT-2310737,NWKIVQRDXUXRFI-UHFFFAOYSA-N,1,0,3,0,0
OCNT-2310740,WXEFSQURADWXMQ-UHFFFAOYSA-N,4,3,4,1,4
OCNT-2310742,HEWYXUQCRFPUCU-UHFFFAOYSA-N,2,2,1,3,4
OCNT-2310745,JHNGSMKZGVLQAP-UHFFFAOYSA-N,1,0,1,2,4
OCNT-2310746,FUUHUJROWQNVPP-UHFFFAOYSA-N,2,0,0,2,1
OCNT-2310747,MOMOPKAZNASMQJ-UHFFFAOYSA-N,0,4,2,4,3
OCNT-2310751,KZIDFUMZLWTNPB-UHFFFAOYSA-N,0,2,4,3,2
OCNT-2310755,BIGAOOHPAKZTOZ-UHFFFAOYSA-N,0,2,3,1,2
OCNT-2310757,CTXBUXYAYCIUHD-UHFFFAOYSA-N,4,0,4,4,1
OCNT-2310758,POVWSOQNXDNFPG-UHFFFAOYSA-N,4,4,2,0,4
OCNT-2310759,FJRUVLPXIUVCHI-UHFFFAOYSA-N,2,0,1,4,1
OCNT-2310760,DPLKWDRKFGHJOW-UHFFFAOYSA-N,2,4,4,0,0
OCNT-2310763,KFQPBBXBJHWEEF-UHFFFAOYSA-N,2,2,1,4,1
OCNT-2310764,CTSCRLQWGPGKHZ-UHFFFAOYSA-N,4,2,2,0,3
OCNT-2310770,FHODOMIFICWBMN-UHFFFAOYSA-N,4,3,4,1,1
OCNT-2310776,IESVKFAJCKMTNV-UHFFFAOYSA-N,3,4,2,4,2
OCNT-2310779,LWTKTABHWXYFOZ-UHFFFAOYSA-N,0,0,3,0,2
OCNT-2310782,SJYXGKSCAKTUBG-UHFFFAOYSA-N,3,0,2,3,4
OCNT-2310785,PDTMEWBSGOMXMQ-UHFFFAOYSA-N,3,4,0,1,1
OCNT-2310791,LAUGLWXKYQTNRM-UHFFFAOYSA-N,3,0,0,1,1
OCNT-2310795,YIVMQZCQVWWLET-UHFFFAOYSA-N,1,0,4,4,3
OCNT-2310796,VXYWJYHOQJEMKQ-UHFFFAOYSA-N,2,4,2,3,3
OCNT-2310797,WRRMQFMQWRSQBI-UHFFFAOYSA-N,0,0,4,2,4
OCNT-2310798,ZMXPQYBGJYNFMM-UHFFFAOYSA-N,2,3,3,0,2
OCNT-2310801,QKIICPDXFBIHFL-UHFFFAOYSA-N,2,3,3,0,1
OCNT-2310802,FUPMVALOMRMPTI-UHFFFAOYSA-N,2,2,2,1,2
OCNT-2310804,IWKOXNCMURNVKR-UHFFFAOYSA-N,0,4,1,0,3
OCNT-2310808,JZLNLPFYEPHWQX-UHFFFAOYSA-N,0,1,4,2,2
OCNT-2310809,WNKBDLGLBVTBPF-UHFFFAOYSA-N,1,4,1,4,1
OCNT-2310813,ZOBNNUJODGRTRA-UHFFFAOYSA-N,1,3,2,3,4
OCNT-2310815,NIYLZQUBRIFSKU-UHFFFAOYSA-N,3,4,1,4,4
OCNT-2310816,BYAVFGPTBAFTNM-UHFFFAOYSA-N,2,2,1,4,3
OCNT-2310817,KTPFMDBAMVMZNA-MJGOQNOKSA-N,2,0,4,4,3
OCNT-2310822,PAZGEARGQQZYLI-UHFFFAOYSA-N,0,2,2,1,4
OCNT-2310823,TXBFDVNVXDBSMI-UHFFFAOYSA-N,1,3,1,4,0
OCNT-2310824,CFCGQLSDFTVXKM-UHFFFAOYSA-N,1,1,0,1,0
OCNT-2310825,FCJGAYGSJLTNQU-UHFFFAOYSA-N,1,3,2,4,1
OCNT-2310826,VAHWRSZAURKYGM-UHFFFAOYSA-N,2,3,1,1,2
OCNT-2310827,LJFXZOYYLNSQSQ-UHFFFAOYSA-N,1,4,3,2,2
OCNT-2310828,XMBDBAFIEQZCRV-UHFFFAOYSA-N,3,0,0,3,0
OCNT-2310829,WIPMLMLIKXSIFW-UHFFFAOYSA-N,0,2,1,1,0
OCNT-2310830,LZVXIPIFSGLYMM-UHFFFAOYSA-N,3,1,3,4,2
OCNT-2310831,VNCFAVVBLJJAFO-UHFFFAOYSA-N,1,0,3,4,0
OCNT-2310833,WEMDNGXFLHBHKC-UXHICEINSA-N,3,0,1,2,4
OCNT-2310834,MLYVEOMHGDYSSG-UHFFFAOYSA-N,3,0,3,4,1
OCNT-2310835,DNRJMNNSKUUPGI-UHFFFAOYSA-N,1,1,4,3,0
OCNT-2310837,HYLFNAOUPUAGAI-UHFFFAOYSA-N,1,2,1,0,0
OCNT-2310839,HZOOOFYSGYSMTG-UHFFFAOYSA-N,0,2,4,0,4
OCNT-2310840,VRIJJQIANJTUDW-UHFFFAOYSA-N,1,1,3,3,1
OCNT-2310843,UHBYZUKYPMONRO-UHFFFAOYSA-N,0,4,3,1,0
OCNT-2310845,SQXMBABHTNNZOC-UHFFFAOYSA-N,4,3,4,0,1
OCNT-2310846,KVTKQEIQALRUSE-QWRGUYRKSA-N,1,4,0,2,1
OCNT-2310851,RWLXVOZONVHWTI-UHFFFAOYSA-N,4,0,0,2,3
OCNT-2310852,AANYBGWKEBERHG-UHFFFAOYSA-N,3,2,0,3,2
OCNT-2310853,ZSRIHZUWEGOQNF-UHFFFAOYSA-N,4,2,3,1,0
OCNT-2310854,MNAGYZJQDLFINB-UHFFFAOYSA-N,1,0,0,0,2
OCNT-2310856,KCWMYGVPLYXBFF-LSDHHAIUSA-N,2,4,2,0,2
OCNT-2310858,RBJYOPLZTXEOMT-UHFFFAOYSA-N,2,2,2,1,4
OCNT-2310859,RUVLBPWZPKTFQY-UHFFFAOYSA-N,0,2,2,3,0
OCNT-2310861,VTVBUASSJXZDDC-UHFFFAOYSA-N,2,1,0,4,3
OCNT-2310864,HPRJCYLZBJNKRA-UHFFFAOYSA-N,1,3,1,0,2
OCNT-2310867,WHGJFJLSFMSHAM-UHFFFAOYSA-N,1,3,0,4,2
OCNT-2310868,QKSASFITOIEIMX-UHFFFAOYSA-N,1,2,2,2,3
OCNT-2310871,QHDXLICNFIMBCQ-UHFFFAOYSA-N,3,4,0,0,2
OCNT-2310873,XBCRVGWLQRTWNS-UHFFFAOYSA-N,2,2,2,0,1
OCNT-2310875,LVMMPXSCGLEWBU-VOBHOPKGSA-N,2,3,2,1,0
OCNT-2310878,QNTYSVXEXCRUEK-UHFFFAOYSA-N,2,4,0,2,2
OCNT-2310880,UPACZLZVVYCCPQ-UHFFFAOYSA-N,0,2,3,2,4
OCNT-2310884,ACOCBYLGXYWEIH-UHFFFAOYSA-N,3,1,3,1,0
OCNT-2310885,BUXYXJYXRNYXPO-UHFFFAOYSA-N,3,4,4,1,1
OCNT-2310886,SZDKPJLXICNJPK-HUUCEWRRSA-N,2,1,3,3,0
OCNT-2310888,SDIDXGLXZHVECY-UHFFFAOYSA-N,4,2,1,3,0
OCNT-2310890,PVJKSRBNYFPBRX-UHFFFAOYSA-N,2,3,2,4,0
OCNT-2310893,ORXMZBQPCWIHBW-UHFFFAOYSA-N,4,4,2,2,3
OCNT-2310899,BHGLMKBPWDQJDH-UHFFFAOYSA-N,2,0,2,3,0
OCNT-2310900,RNJALEGEKJSKHV-UHFFFAOYSA-N,1,2,2,4,3
OCNT-2310901,HDXXWIMMIYDYQO-UHFFFAOYSA-N,0,1,1,0,4
OCNT-2310904,SALPRQGNBKYGBL-UHFFFAOYSA-N,4,0,4,4,0
OCNT-2310905,UZHDJKQNKUZILN-UHFFFAOYSA-N,1,3,4,2,0
OCNT-2310907,YQEUJIXYCBLYGH-UHFFFAOYSA-N,4,1,2,0,1
OCNT-2310909,COPXFKFWXTVARK-UHFFFAOYSA-N,4,2,4,3,0
OCNT-2310910,APVVXJIVTKDFLO-UHFFFAOYSA-N,1,0,4,2,4
OCNT-2310911,XHJCHAYXQKWCFX-UHFFFAOYSA-N,4,1,0,2,1
OCNT-2310913,NADVEOZBBSLZOC-UHFFFAOYSA-N,1,4,3,4,0
OCNT-2310916,NYYZVQXHZBMEEA-UHFFFAOYSA-N,2,3,2,2,2
OCNT-2310917,RGJLGHOKRSIVNB-UHFFFAOYSA-N,2,1,2,0,2
OCNT-2310919,NIKYSSZTCHVNNJ-UHFFFAOYSA-N,4,0,0,3,1
OCNT-2310920,YBYGTINUNXLUDL-UHFFFAOYSA-N,4,1,2,0,3
OCNT-2310923,LVSFHOYLHXXXOV-UHFFFAOYSA-N,4,0,1,2,4
OCNT-2310924,OHCUCUCQFUWXGJ-UHFFFAOYSA-N,1,3,2,1,0
OCNT-2310925,REIBCFLOVHGSRJ-UHFFFAOYSA-N,1,4,2,2,4
OCNT-2310927,CZRKFQOESBEGAC-UHFFFAOYSA-N,1,4,4,3,4
OCNT-2310928,KCVGBSCOBIITGF-UHFFFAOYSA-N,4,3,4,1,3
OCNT-2310932,AUGRFJVNNHVTMY-UHFFFAOYSA-N,1,4,4,4,4
OCNT-2310935,PYENDQAOQUXIML-UHFFFAOYSA-N,0,1,0,0,1
OCNT-2310937,QICVHYIQFRIWFR-UHFFFAOYSA-N,1,3,0,1,4
OCNT-2310939,FMPOGJMGFDQNLR-UHFFFAOYSA-N,0,4,2,1,0
OCNT-2310941,ADLJMNFOAKAODD-UHFFFAOYSA-N,3,0,4,4,4
OCNT-2310942,OLJDXACHTKESBX-UHFFFAOYSA-N,4,2,3,2,4
OCNT-2310944,MYNPLOLLAZKXJX-UHFFFAOYSA-N,4,3,1,0,3
OCNT-2310945,ZCFOZFFAVPLQDU-UHFFFAOYSA-N,0,2,0,4,1
OCNT-2310946,MJUBBVQASBHOHI-UHFFFAOYSA-N,4,2,4,4,4
OCNT-2310948,WECBRMODQWSFSC-UHFFFAOYSA-N,0,4,1,0,0
OCNT-2310949,DBKUYEVWAUISPH-UHFFFAOYSA-N,2,0,0,4,0
OCNT-2310952,JLRAETYKLGVMOF-UHFFFAOYSA-N,1,3,1,4,0
OCNT-2310953,JNUPUTJOTQNJHS-UHFFFAOYSA-N,0,3,2,2,0
OCNT-2310955,ZNYHVNPTYPXHIV-UHFFFAOYSA-N,0,3,1,2,3
OCNT-2310956,NXFYQARCVGKCRR-UHFFFAOYSA-N,1,0,2,2,2
OCNT-2310958,QBAQGPOEDSHISC-UHFFFAOYSA-N,1,2,0,3,4
OCNT-2310962,AKKOBRZLXBWVCY-UHFFFAOYSA-N,2,3,4,3,1
OCNT-2310963,YCMWGYORDQAXDQ-UHFFFAOYSA-N,1,4,1,4,3
OCNT-2310967,HVPGCKQRNRGMTN-UHFFFAOYSA-N,2,1,2,4,0
OCNT-2310968,KCLWZSBXZRBBSN-UHFFFAOYSA-N,1,0,4,1,0
OCNT-2310969,IUVIVDJBUXBGAR-UHFFFAOYSA-N,1,3,0,1,4
OCNT-2310970,HXARSPKGZRODHN-UHFFFAOYSA-N,3,4,2,0,2
OCNT-2310971,QUMDTFYGSJHRPL-UHFFFAOYSA-N,0,1,2,3,1
OCNT-2310974,YBZCZQBJOQWPJQ-UHFFFAOYSA-N,4,4,4,4,0
OCNT-2310977,IGPQJBRCRUOAGN-DZGCQCFKSA-N,1,2,2,0,1
OCNT-2310978,VNZASAGBFVEPAI-UHFFFAOYSA-N,1,4,1,1,0
OCNT-2310979,ZNZJGCOJFHWZII-UHFFFAOYSA-N,0,4,4,1,4
OCNT-2310980,UFSICLQYFOHIDU-UHFFFAOYSA-N,1,1,3,0,2
OCNT-2310981,OLKIKNBFLHPWDB-UHFFFAOYSA-N,1,3,4,1,1
OCNT-2310983,QOMURNVBTXTAIV-UHFFFAOYSA-N,2,0,2,0,0
OCNT-2310986,CBDZWNYRFMBERE-UHFFFAOYSA-N,4,3,1,3,3
OCNT-2310987,COYHCXATHHPBDZ-UHFFFAOYSA-N,1,4,0,2,1
OCNT-2310988,DPCRFIMDLMABSP-UHFFFAOYSA-N,3,2,4,1,1
OCNT-2310989,GOQBVBCDXZTTEO-AWEZNQCLSA-N,3,1,4,3,4
OCNT-2310993,ADUWAMYJGJMQFP-UHFFFAOYSA-N,2,2,1,4,4
OCNT-2310994,YWWRVIGZMFEUSK-UHFFFAOYSA-N,1,1,2,4,0
OCNT-2310997,SIPWPCZRIOWTLN-UHFFFAOYSA-N,0,1,2,2,3
OCNT-2311003,JTVNALMSDWLPLH-UHFFFAOYSA-N,2,0,4,1,3
OCNT-2311004,ALZLRUUMQLNXLT-UHFFFAOYSA-N,3,0,0,1,4
OCNT-2311009,IRQYCNOLJQJSPS-UHFFFAOYSA-N,1,3,1,1,4
OCNT-2311010,DCVFSKSJYYITLC-UHFFFAOYSA-N,3,2,3,0,0
OCNT-2311014,ZJIRFMHKJONYOG-UHFFFAOYSA-N,4,2,2,0,1
OCNT-2311016,HGLQTURHJVUTSV-UHFFFAOYSA-N,4,3,3,2,1
OCNT-2311017,HGMVMOMRKMPRSR-VHSXEESVSA-N,0,2,2,3,1
OCNT-2311018,DSXVJCZCXOYUOK-UHFFFAOYSA-N,4,1,3,0,4
OCNT-2311020,QHQLPVPGLCMCMB-UHFFFAOYSA-N,2,3,2,4,3
OCNT-2311021,VDJLOPPVHCZTLF-UHFFFAOYSA-N,1,3,4,2,2
OCNT-2311024,ZHAWBIUHLMHDTL-UHFFFAOYSA-N,2,0,3,2,3
OCNT-2311028,MQXPCGHXWRPKCK-UHFFFAOYSA-N,0,4,3,1,3
OCNT-2311030,BMCXMTGFFJFTPX-UHFFFAOYSA-N,1,1,3,3,2
OCNT-2311031,NAPZQJSCZNMDDZ-UHFFFAOYSA-N,1,4,4,3,0
OCNT-2311032,KXQCKBJACHMFEZ-UHFFFAOYSA-N,0,3,4,2,0
OCNT-2311034,JTDWWVINHXMTMA-UHFFFAOYSA-N,1,1,0,2,0
OCNT-2311042,KAESPBBAFVMUKP-UHFFFAOYSA-N,4,3,1,1,2
OCNT-2311050,RRHHUYUAXCKIRN-UHFFFAOYSA-N,0,3,3,2,2
OCNT-2311052,XBTDLHJAROMEHT-UHFFFAOYSA-N,1,4,3,0,3
OCNT-2311053,IAXKOIQFGAPRHX-UHFFFAOYSA-N,4,0,1,1,2
OCNT-2311055,USSDJCJWNVCANP-LLVKDONJSA-N,4,1,1,3,3
OCNT-2311058,NQPRWZAKZZQRTD-QWHCGFSZSA-N,3,2,3,4,1
OCNT-2311059,IADLBRMVZTZASR-UHFFFAOYSA-N,0,1,0,3,4
OCNT-2311060,FEGQQHPUTSRZAG-UHFFFAOYSA-N,0,3,0,4,1
OCNT-2311061,YAHHSHNEDFLSFO-UHFFFAOYSA-N,0,1,1,2,4
OCNT-2311064,NUVPRGBZDVLVBM-AEFFLSMTSA-N,3,3,3,2,4
OCNT-2311070,IEYBQEMHUMFQJB-UHFFFAOYSA-N,1,0,1,2,2
OCNT-2311071,DYUYVURCSOVEDN-UHFFFAOYSA-N,1,4,1,4,3
OCNT-2311072,PYNPXIGQLPENMS-UHFFFAOYSA-N,1,2,0,4,2
OCNT-2311074,DSVUFEFTDUEOQT-UHFFFAOYSA-N,1,2,2,1,0
OCNT-2311075,MEGVWEUUUNFHJZ-ZDUSSCGKSA-N,1,1,3,0,2
OCNT-2311081,OIUFDMSQABURBB-UHFFFAOYSA-N,2,4,1,1,4
OCNT-2311083,AVEJIDBCLRGUQE-UHFFFAOYSA-N,3,3,4,4,1
OCNT-2311086,LHTZKKBQVHDQAX-UHFFFAOYSA-N,0,4,3,0,3
OCNT-2311087,ZUEZMUYOYHAKCT-UHFFFAOYSA-N,2,4,1,0,2
OCNT-2311088,RLRTYDNYGVMPHP-GYSYKLTISA-N,2,2,3,0,3
OCNT-2311090,OLLKSWQPCSWOKP-UHFFFAOYSA-N,2,1,4,3,0
OCNT-2311091,NLPVWZDQUHNWNN-UHFFFAOYSA-N,0,4,1,2,3
OCNT-2311092,UFNHVBKKZASTOU-UHFFFAOYSA-N,1,2,1,3,4
OCNT-2311094,LPRYCBITNRSRNR-UHFFFAOYSA-N,1,1,2,1,2
OCNT-2311095,CDHGRDADYQRHCA-UHFFFAOYSA-N,1,1,2,4,4
OCNT-2311097,BASLPYSOHAOREB-UHFFFAOYSA-N,2,2,2,4,1
OCNT-2311100,WHFZTDXHXXUHNV-UHFFFAOYSA-N,3,2,2,0,0
OCNT-2311101,ZOFBVPDRICPZHC-UHFFFAOYSA-N,2,1,4,1,4
OCNT-2311102,OPNWCLOHWSTTAH-UHFFFAOYSA-N,0,3,4,2,1
OCNT-2311105,DYDZKFWPVCJCNA-UHFFFAOYSA-N,4,4,1,1,3
OCNT-2311106,XKPXTMLDEUTWQU-UHFFFAOYSA-N,0,2,3,2,4
OCNT-2311107,CSGQJHIXMLGJKK-UHFFFAOYSA-N,3,1,3,4,4
OCNT-2311111,SIHYQFFHCDJFTH-UHFFFAOYSA-N,2,0,0,4,0
OCNT-2311113,MYIRHVYGVKSNLG-UHFFFAOYSA-N,3,0,1,2,2
OCNT-2311117,LRJOBFZNWOVETF-UHFFFAOYSA-N,4,3,0,3,3
OCNT-2311121,YINKADFCKUPJHC-UHFFFAOYSA-N,2,0,4,0,4
OCNT-2311123,AOUPYPZTBWHPFA-LLVKDONJSA-N,4,1,3,3,2
OCNT-2311128,SJEFVVPHZSAYHV-FUHWJXTLSA-N,2,4,3,1,3
OCNT-2311132,WAFLWFBYNRXLIA-UHFFFAOYSA-N,4,1,2,2,0
OCNT-2311133,DAOAPMJKVUJXID-UHFFFAOYSA-N,0,0,1,2,2
OCNT-2311134,VQAVIIHKSNSDRU-UHFFFAOYSA-N,4,2,0,2,4
OCNT-2311135,QVVSKZGCFJDBDW-UHFFFAOYSA-N,1,2,4,4,3
OCNT-2311136,BZNCPWPEWCQLQO-UHFFFAOYSA-N,4,4,3,3,4
OCNT-2311138,XJLBILODBIISFG-AEFFLSMTSA-N,1,0,3,4,2
OCNT-2311145,GJUVVFXCXYLPPF-UHFFFAOYSA-N,0,1,4,0,1
OCNT-2311147,UXPUYGZFBSURGQ-UHFFFAOYSA-N,3,3,3,1,1
OCNT-2311148,FXKCHSYNXXKFEX-UHFFFAOYSA-N,0,4,2,0,1
OCNT-2311150,ZHERNWQWOSHVNC-UHFFFAOYSA-N,0,1,1,0,3
OCNT-2311152,WKDNAMNTGZCSNP-UHFFFAOYSA-N,3,4,1,0,3
OCNT-2311154,UVBQSVCDGQALMQ-UHFFFAOYSA-N,1,1,0,0,3
OCNT-2311155,ROQPQFXWBJCFRO-UHFFFAOYSA-N,1,3,3,3,1
OCNT-2311159,FDSRNEIFNNTKBW-UHFFFAOYSA-N,3,0,3,3,1
OCNT-2311160,JIARRPUHLRJLKP-MOPGFXCFSA-N,3,2,1,4,0
OCNT-2311162,CUUDYVGTWBCRGQ-UHFFFAOYSA-N,4,0,0,3,3
OCNT-2311164,KXAWYHBBFHVSLR-UHFFFAOYSA-N,0,4,3,2,4
OCNT-2311166,NYKSPKFMDXNRMC-UHFFFAOYSA-N,3,4,0,4,1
OCNT-2311175,LOHPAHJRSDGXHU-UHFFFAOYSA-N,0,4,1,2,1
OCNT-2311178,WGZOPFSVIJRJPN-UHFFFAOYSA-N,2,2,0,3,4
OCNT-2311179,UQLMYDHDHBCGQO-UHFFFAOYSA-N,1,4,4,0,4
OCNT-2311180,NHWOTDZJNFARDD-UHFFFAOYSA-N,3,4,2,4,3
OCNT-2311182,MQODADLHDYLIFR-UHFFFAOYSA-N,3,2,3,1,3
OCNT-2311185,NQTJKWCRDRARBG-UHFFFAOYSA-N,4,1,3,3,2
OCNT-2311187,FQQWSTJGVMFWSP-UHFFFAOYSA-N,4,0,0,4,2
OCNT-2311191,BNTUHNWQHCYPFO-UHFFFAOYSA-N,4,0,3,3,3
OCNT-2311194,RQKGJAOIPIKCLP-UHFFFAOYSA-N,1,2,4,2,0
OCNT-2311197,ACQMOAXGUYLRQS-UHFFFAOYSA-N,3,3,2,0,2
OCNT-2311199,VQPVFNBACWOGSB-UHFFFAOYSA-N,3,2,2,3,2
OCNT-2311200,NVPSOSIRMJDRPU-UHFFFAOYSA-N,0,2,4,4,1
OCNT-2311202,CUCVKSLIXCMJHH-UHFFFAOYSA-N,4,2,3,3,2
OCNT-2311203,NTNKUGFNNVBGRM-VQIMIIECSA-N,2,4,4,4,0
OCNT-2311204,KUKLJYHYHRVBNX-UHFFFAOYSA-N,2,0,4,4,2
OCNT-2311205,BFTMZHRFZOKECM-UHFFFAOYSA-N,3,1,3,4,2
OCNT-2311206,UFZXKFNSSITYNQ-UHFFFAOYSA-N,2,0,3,2,3
OCNT-2311212,KSBUCCHQYZBHTG-MWLCHTKSSA-N,3,1,4,3,3
OCNT-2311213,GSEZMVIVFOHBFE-UHFFFAOYSA-N,1,4,3,1,0
OCNT-2311215,PGDGGNROTWTVHN-UHFFFAOYSA-N,1,1,1,3,3
OCNT-2311219,FUPCGDHQCWFYSS-UHFFFAOYSA-N,3,0,1,0,3
OCNT-2311220,MTSCISVHRPZMMM-UHFFFAOYSA-N,4,1,3,1,2
OCNT-2311222,IBRBGFVBBRADCR-UHFFFAOYSA-N,1,4,4,2,4
OCNT-2311225,VAZPOTJURGQWAP-STQMWFEESA-N,0,2,0,2,2
OCNT-2311229,BKXPEYYJHOGSFC-UHFFFAOYSA-N,3,2,1,3,2
OCNT-2311231,XLDINVXKZGIJLA-CQSZACIVSA-N,0,1,2,0,4
OCNT-2311233,NSDDWAIHNOPGEI-UHFFFAOYSA-N,4,3,3,0,0
OCNT-2311234,LUCAZFYKFNDYHT-VQTJNVASSA-N,3,1,2,0,1
OCNT-2311235,HMOWRWBMMAKHDZ-UHFFFAOYSA-N,1,1,4,4,3
OCNT-2311239,JEFUHKYPAJUNPN-UHFFFAOYSA-N,1,3,1,2,0
OCNT-2311240,QKXALNDLTVLRJT-UHFFFAOYSA-N,4,0,3,4,4
OCNT-2311245,NHQVYFODFDGUFT-UHFFFAOYSA-N,3,4,3,4,1
OCNT-2311249,GRLMZPMGZKDDMQ-UHFFFAOYSA-N,1,3,0,3,4
OCNT-2311250,FKLVANXVSRESQJ-NWDGAFQWSA-N,3,1,3,2,0
OCNT-2311251,ZAYCVZAREVWGRL-UHFFFAOYSA-N,3,1,3,4,3
OCNT-2311252,DSVJMDQCVNLLFH-UHFFFAOYSA-N,1,4,0,4,4
OCNT-2311253,KVYQCPDIBVJAEF-UHFFFAOYSA-N,4,1,0,2,2
OCNT-2311255,VPILAGKTLOBGDE-UHFFFAOYSA-N,3,4,0,0,3
OCNT-2311256,XWTZBEREGRBWIX-UHFFFAOYSA-N,3,2,2,3,4
OCNT-2311259,JFGIKQWZIKRTIL-UHFFFAOYSA-N,1,1,1,0,0
OCNT-2311260,IEFOCOJHMPXMDM-UHFFFAOYSA-N,2,1,1,3,0
OCNT-2311263,LZAPOHZTKRQZKM-UHFFFAOYSA-N,3,4,2,0,2
OCNT-2311264,KYWIQEYVDXUQTE-UHFFFAOYSA-N,4,3,1,0,2
OCNT-2311268,OXTMQPBKXFDRNL-UHFFFAOYSA-N,1,1,1,3,0
OCNT-2311278,HKLMCWDFYPHFRO-UHFFFAOYSA-N,4,1,2,4,2
OCNT-2311279,NSRZZYJURUMVCD-UHFFFAOYSA-N,1,1,2,2,3
OCNT-2311281,VEHGBXKOEQBBJK-UHFFFAOYSA-N,3,1,4,2,2
OCNT-2311282,DJXRUJZJOVQHLY-UHFFFAOYSA-N,2,3,1,4,1
OCNT-2311283,DYJBFCKHWTULLQ-UHFFFAOYSA-N,4,0,1,3,2
