canonical_smiles,CYP1A2_pIC50_direct_inhibition,chemprop_split
O=C(Nc1cnccc1CO)c1cc2c(s1)CCCCC2,6.640890918,train
COc1ccccc1C1(CNC(=O)N2CCC(c3ccnn3C)CC2)CC1,4.101697635,train
CCn1ncc2ccc(NC(=O)CN3CCN(c4ccccn4)CC3)cc21,4.5183961,train
Cc1cc(NC2CCN(c3ncccc3F)C2)nc(C)n1,3.778090123,train
COc1ncccc1C(=O)NC1COc2ccccc2C1,4.53820148,val
O=C(NC1CCOc2ccc(F)cc21)c1ccc(N2CCCC2)nn1,5.020298527,train
Cc1cscc1C(=O)Nc1cccc(-c2nnc(C)n2C)c1,4.457987065,train
Cc1ccc(NC(=O)C2CCN(c3ccnc(C(C)C)n3)CC2)nc1,3.170170773,val
CC(C)COc1ccccc1NC(=O)c1ccc(C(N)=O)s1,5.468948873,train
O=S1(=O)CCC(c2csc(-c3ccc4c(c3)OCCO4)n2)C1,5.460887015,train
Cc1cc(NC(=O)C2CCN(C)C2=O)ccc1Oc1ccncc1,6.620301305,train
CCOc1cccnc1C(=O)Nc1ccc(Cl)c(NC(C)=O)c1,5.270082415,train
Cc1ccc(-c2nnc(SCCN3CCC(F)(F)CC3)o2)cc1,5.150444082,train
Cc1ccc(-c2noc(C3(C#N)CCOCC3)n2)cc1Cl,5.09731991,train
O=C(NCc1ccc(-n2ccnc2)nc1)Nc1cc(F)cc(Cl)c1,5.584006195,train
Cc1ccc(C#N)cc1S(=O)(=O)N1CCOC(C2CCC2)C1,4.336831935,train
CC1Oc2c(cccc2C(=O)NC2COc3ccccc3C2)NC1=O,5.428192405,train
O=C(Nc1cn(Cc2ccccc2)nn1)c1ccc(Cn2ccnc2)cc1,5.84268185,train
Cc1cn(-c2ccccc2Cl)nc1C(=O)NCc1nccs1,5.380215127,train
CCNc1nc(C(=O)Nc2ccc3c(c2)CCCO3)cs1,5.323121803,train
COc1cc(Cl)cc(C(=O)Nc2cnc(OC)c(C(N)=O)c2)c1,6.030363112,val
NC(=O)COc1cccc(OCc2nc(-c3ccccc3)cs2)c1,5.447608275,train
CC(C)c1ccc2ncnc(N3CC(n4cccn4)C3)c2c1,5.535560795,train
c1csc(CN2CCN(c3ncnc4[nH]ccc34)CC2)c1,3.258222873,train
Cc1nc2ccc(N3CCC(c4ccncn4)CC3)nn2n1,4.399326245,train
NC(=O)COc1cccc(C(=O)Nc2cccc3cccnc23)c1,5.41027239,train
COc1ccc2ncc(C(=O)NCc3ccnc(OCC(F)(F)F)c3)n2n1,4.90679488,val
O=C(NCc1ccc(Cn2cncn2)cc1)N1CCCC2(CCOCC2)C1,4.326796585,train
CCc1cc(Nc2nc(C)nc3c2cnn3C)ccc1C,6.124094282,train
Fc1ccc(CC2CCN(c3nccn4cnnc34)CC2)cc1F,5.367563265,train
COc1ccc2cc(NC(=O)N3CCN(C(=O)Cn4cnnn4)CC3)ccc2n1,4.515012138,train
CN(C)c1cccc(CNC(=O)c2cc3ccccc3c(=O)o2)n1,6.182241923,train
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(-n2ccnc2)c(F)c1,5.26948247,train
COc1ccc2onc(CC(=O)Nc3cncnc3N3CCCC3)c2c1,3.816379915,train
CCOc1ccc2c(c1)C(NC(=O)c1[nH]ncc1Cl)CCO2,4.889479397,train
O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1cn2ccccc2n1,3.827603117,train
Cc1ccc(-c2ccc(CNC(=O)CCC3OCCO3)cc2)s1,5.67066984,train
CN1CCc2ccc(NC(=O)Cc3cccc(F)c3F)cc2C1=O,5.26911858,train
C[C@@H](O)C(=O)N1CC(NC(=O)c2ccc(-c3ccccc3)[nH]2)C1,4.180272677,train
O=C(N[C@H]1CCC[C@H]1Oc1cn[nH]c1)c1ccncc1F,4.408572057,train
Cc1cc(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c2c(C)noc2n1,2.120016,train
O=C(NCCNC(=O)c1cccc(-c2cccs2)n1)NC1CCCCC1,4.965834915,train
Brc1ccc2[nH]c(-c3noc([C@@H]4C[C@H]5CC[C@@H]4O5)n3)cc2c1,5.744338573,train
Cc1nc2c(c(NCc3cc(Br)cnc3N)n1)CCCC2,4.89111082,train
OC1(c2ccc(-c3cc4c(cc3Cl)NCC4)cc2)CCC1,4.937395183,train
CNCc1ccccc1CNC(=O)c1cccc(-c2ccncc2)n1,4.94613967,train
C[C@H](c1cccc(F)c1)n1cc(-c2ccc3cn[nH]c3c2)nn1,5.943869013,train
O=C(Nc1ccnn1Cc1cnn(-c2ccccc2)c1)C(F)F,3.527385155,train
Cc1cccc2oc(C(=O)NCc3ccn(C4CCCC4)n3)cc12,5.130911812,train
Cc1cc(CNCc2csc(-c3ccc(C(F)(F)F)cc3)n2)n(C)n1,4.924306595,train
NS(=O)(=O)Cc1cccc(NC(=O)C2CCCN(c3ncnc4sccc34)C2)c1,3.81494932,train
COCCn1ccc(C(=O)Nc2cccc(-c3nnc[nH]3)c2)n1,4.466695553,train
CC(C)c1cccc(-c2ccc3ncn(C)c(=O)c3c2)c1,6.361276157,train
Cc1cccc(S(=O)(=O)NCC(O)c2cccc3ccccc23)c1,5.221296835,train
CCn1c(=O)[nH]c2cc(C(=O)NC[C@H]3CCO[C@@H]3c3ccccc3)ccc2c1=O,1.979960085,train
O=C(c1cc[nH]c1)N1CCN(c2nc3ccccc3s2)CC1,4.705323017,val
CCc1nnc(CNC(=O)c2csc(-c3ccc4c(c3)OCO4)n2)o1,5.90486086,train
O=S(=O)(c1ccc(-c2cccc3c2OCO3)cc1)N1CCNCC1,4.552173525,train
CS(=O)(=O)[C@@H]1CCCC[C@H]1NC(=O)c1cc2cc(Cl)sc2[nH]1,5.108823635,train
CC(C(=O)Nc1ccn(-c2ccc(Cl)cc2C#N)n1)n1cncn1,5.22138842,train
O=C(Nc1cccc(OCC(F)(F)F)c1)c1cnn2c1CCCC2,4.748646968,train
O=C(Nc1cnn(Cc2ccncc2)c1)c1cnc2n1CCCC2,3.837191628,train
O=C(N[C@H]1CCC[C@H]1Oc1cn[nH]c1)c1ncoc1C1CC1,5.118834093,train
COc1ccc2c(N3CCN(CCc4cnccn4)CC3)ncnc2c1F,3.750006455,train
O=C(Nc1ccn(Cc2ccccc2)n1)c1ccc(Nc2ncccn2)cc1,3.243945388,train
CCc1cc(NC(=O)c2cc(C)nn2C2CCOCC2)n(C)n1,2.092768808,train
CC(NC(=O)NCCc1nc(-c2ccc(Cl)cc2)no1)c1ccon1,4.621964258,train
Cc1sc2ncnc(N3Cc4c(N)nn(C)c4C3)c2c1C,5.302354252,train
CC1NC(=O)CCC1NC(=O)c1cc(C2CC2)nc2ccc(F)cc12,3.533498365,train
CCc1cccc2ccc(C(=O)NCC34CCCC(C3)C(=O)N4)nc12,5.23788083,train
Cc1ccc(C(N)=O)cc1NC(=O)c1ccnc(C2CC2)c1,3.803538005,train
NC(=O)C(c1ccccc1)N1CCN(C(=O)NCc2ccc3occc3c2)CC1,3.133907592,train
CC(Sc1nc2ccccc2s1)C(=O)NCC(=O)OCc1ccccc1,5.833084357,train
O=C(CN1C(=O)C2CCCCC2C1=O)NCc1ccc(-c2cccnc2)cc1,5.02688439,train
Cc1cncc(C(=O)N2CCN(CCc3ccccc3)CC2)c1,3.944094957,train
CCN(C)c1ccccc1Cn1c(=O)[nH]c2ccccc2c1=O,6.016780778,train
Clc1cc(N2CCN(c3ccc(Br)cn3)CC2)nc2ncccc12,5.03445958,train
Cc1ccc(C(F)(F)F)cc1NC(=O)c1ccc2ncccc2c1,5.458028618,train
Cc1[nH]c2ccccc2c1C(=O)NCCc1nc2c(s1)COCC2,6.383690562,train
CON1CCC(Cc2nc(-c3ccc(F)c(F)c3)no2)CC1,5.312041045,train
CCC(COC)n1cc(-c2ccc(C(F)(F)F)cc2)nn1,5.085894413,train
CN(CCCNC(=O)c1nc2cnccc2s1)c1ccccn1,6.00149444,val
FC(F)(F)c1ccc(N2CCC[C@H]2COc2ccccc2)nn1,5.910242587,train
Cc1nc2cnn(C)c2cc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,4.534677523,train
CC1(C)CCC(CS(=O)(=O)NCc2cccc(C(N)=O)c2)OC1,6.246614277,train
C[C@H](O)c1cccc(-c2cc(F)cc(Cn3ccnc3)c2)c1,7.427857497,train
Cc1onc(-c2ccccn2)c1C(=O)NCc1nc2c([nH]1)CCCC2,4.663353632,train
Cc1[nH]c2ccccc2c1SCCNC(=O)Nc1ccnn1C,4.629156713,val
CC(=O)NCCc1cc(-c2csc(Nc3ccc(F)cc3)n2)ccc1F,5.563636198,train
CC(Cn1ncc2ccccc2c1=O)NC(=O)C1(O)CCCC1,2.858646907,train
CS(=O)(=O)N1CCN(C(=O)Cc2cncs2)Cc2ccccc21,5.337748172,train
CC1(Cc2cccc(Br)c2)CCCN1c1ccnc(C#N)n1,5.76311979,train
O=C(c1cnc(F)c(Cl)c1)N1CCN(c2ccc(F)cn2)CC1,4.553127107,train
COc1ccc(CCNC(=O)c2cccc(-c3ncn[nH]3)c2)cc1,5.68807669,val
O=C(Cc1cncs1)N1CCC2(CC1)CNCc1ccccc1O2,3.186430333,train
COC(=O)c1cccc(-n2cc(-c3ccc(OC)cc3)nn2)c1,5.91036869,train
CCc1nc(C)c(C(=O)N2CCC(C(F)(F)F)C3(CCOCC3)C2)o1,2.297180992,train
Cc1cccc(-c2nnc(C(C)N(C)Cc3cscn3)o2)c1,5.241190032,train
Nc1n[nH]c(CNc2ncnc3[nH]c4cc(Br)ccc4c23)n1,6.545058893,val
CC(C)c1ncsc1C(=O)N1CCC(CCCn2ccnc2)CC1,4.87538144,train
O=C(Cc1ccc(F)cc1F)NCc1ccccc1-c1cccnc1,6.11892455,train
CC1(C)CCC(NC(=O)CCc2cncs2)C(c2ccccc2)C1,5.844798747,train
O=C(Nc1cccc(Cn2ccnc2)c1)c1ccc(Cc2nnc[nH]2)cc1,5.786506378,train
Cn1nc(C(=O)Nc2nc(-c3ccccc3F)n[nH]2)cc1C(F)F,5.703638352,train
O=C(Nc1ccc(Cn2ccnc2)cc1)c1ccnc2[nH]ccc12,5.715026997,train
O=S(=O)(c1ccc(-c2cccc3[nH]ncc23)cc1)N1CCNCC1,3.811814995,train
CCCn1cc(NC(=O)c2ccc3c(Br)cnn3c2)cn1,5.387222525,val
O=c1n(CC2OCCO2)c2cccnc2n1-c1ccc(Cl)cc1,4.82104853,train
Cc1ccncc1NC(=O)CC(C)(C)NC(=O)c1cccc2[nH]ccc12,5.673069532,train
CN1C(=O)CCc2cc(-c3csc(C4CCCO4)n3)ccc21,5.237559848,train
O=C(Nc1n[nH]c2c(Cl)cccc12)c1csc(CC2CCNC2)n1,4.796654733,train
Cn1cc(CNCc2ccc(-n3ccnc3)nc2)c(C(C)(C)C)n1,5.37004222,train
O=S(=O)(CC1CCCO1)Nc1cc(C(F)(F)F)c2cn[nH]c2c1,5.166467642,train
Cc1cc(C(=O)Nc2ccccc2NCC(F)(F)F)c2c(c1)C(C)CCN2,5.863156632,val
Cn1nc(CC(=O)Nc2ncc(-c3ccccc3)s2)c2ccccc2c1=O,3.733763167,train
COc1cc2ccccc2cc1C(=O)Nc1ccc(OCCn2ccnc2)cc1,5.916388262,train
Cc1ccc2c(c1)[C@H]1CN(C)CC[C@H]1N2C(=O)c1cc2n(c1)CCCNC2=O,3.85523884,train
O=C(c1ncc2ccccn12)N1CCCC(n2ccc(C(F)(F)F)n2)C1,4.988526887,val
O=C(Nc1ccc(S(=O)(=O)Nc2cccc(-c3nc(C4CC4)n[nH]3)c2)cc1)c1ccc(F)cc1,5.225217865,train
c1ccc(COC2(c3nc(Cc4cnc(C5CC5)o4)no3)CCOCC2)cc1,4.80665934,train
CCN(C1(C(=O)O)CC1)S(=O)(=O)c1ccc(-n2ccnn2)cc1,3.06206888,val
COc1ccc2c(c1)[C@H](NS(=O)(=O)c1cc(F)ccc1OC(F)F)CCC2,5.19707166,train
O=C(c1csc(-c2cccnc2)n1)N(CC1CC1)c1ncccn1,5.16790961,train
Cc1c[nH]c(-c2ccccc2NC(=O)c2c[nH]c(C(F)(F)F)c2)n1,7.610285327,train
c1ccc(CC2CN(c3nnc(-c4ccccn4)s3)CCN2)cc1,4.631471355,train
Cn1cc(CNCCc2cccc(Br)c2)n2ncc(C#N)c12,4.985611022,val
CN(C(=O)c1cccc(OC(F)F)c1)c1nc2ccccc2s1,5.514505087,train
COc1ccc(OC(F)(F)F)c(C(=O)Nc2cc3c(cc2C)OCO3)c1,5.423836712,train
Cc1ncc2ccccc2c1C(=O)Nc1nc(-c2cnn(C)c2)n[nH]1,3.07186669,train
CN(C)c1ccc(-c2cn(Cc3ccccc3C#N)nn2)cc1,6.17100461,train
O[C@@H](COc1ccc(OCc2cccnc2)cc1)c1ccc(Cl)cc1,5.476187582,train
Cc1c(Cl)ccc2[nH]c(C(=O)Nc3cnn(CCN(C)C)c3)cc12,5.39711074,train
COC(=O)c1cccc(Cn2cc(-c3cccnc3)nn2)c1,5.344866588,train
CC(C(=O)NCc1ccc2ccoc2c1)c1ccc(Br)cc1,6.452779677,val
O=S(=O)(Nc1cccc2c1CN(C1CC1)C2)c1sccc1C1CC1,4.105272955,train
Cc1ccc(-n2ccc(Cn3cc(C4CC4)nn3)n2)cc1,5.259094682,train
COCCN(Cc1csnc1OC)c1ccnc2ccnn12,6.085568015,train
Cn1ccc(CN(CC2C(F)(F)C23CCC3)c2ncc(F)cn2)n1,5.180322875,train
COc1cccc2[nH]cc(CC(=O)Nc3cc(N4CCN(C)CC4)ccn3)c12,4.273069245,train
N#Cc1cc(C(F)(F)F)cc(N2CCCN(C3CC3)CC2)n1,5.6930762,train
CC(c1cccc(C(F)(F)F)c1)c1nc(Cn2ccnn2)no1,5.466814633,train
Cc1ccc2sc(CNC(=O)c3csc(C(C)C)n3)nc2c1,5.72226015,train
CN1C(=O)c2ccc(C(=O)NCC#Cc3cccc(F)c3)cc2S1(=O)=O,5.471353987,train
Cc1oc(-c2cccs2)nc1C(=O)N[C@H]1C[C@@H]1c1cnn(C)c1,5.00255119,train
COc1ccc(-c2ccnc(N3CCOCC3)c2)c(F)c1,5.722540748,train
Cn1cc(Cn2cc(-c3cccc4c3CCCC4)nn2)cn1,5.353159198,train
COC(=O)c1ccc(Cl)cc1-c1cn([C@H]2CC[C@H]2F)nn1,6.505120845,train
Cc1sc(-c2ccc3c(c2)OCO3)nc1-c1cn(CC2CCCN2)nn1,4.98092184,train
Cc1cnn2c(-c3ccccc3)cc(N3CCN(c4nccn5cnnc45)C(C)C3)nc12,4.736752475,val
CC(NC(=O)Cn1cc(C(F)(F)F)cc(Cl)c1=O)c1nc[nH]n1,3.550346043,train
O=C(NCc1ccc(-c2ccncc2)cc1)c1ccc2n1CCNC21CCC1,4.470504628,train
CCc1nccn1CC(C)NC(=O)c1nc2cnccc2s1,3.43923395,train
Cc1ccc(-n2cnc(=O)n2CCC2CCNC2)cc1Cl,5.065387835,train
COc1ccccc1-c1cn(Cc2nc3c(o2)CCCC3)nn1,4.77798184,train
CCONC(=O)C(CC)n1nnc(-c2ccc(Cl)cc2)n1,5.236326228,train
CC(C)(NCCc1nc2cc(Br)ccc2o1)c1ccncc1,5.967058107,train
Cc1cc(-n2cc(-c3cc4c(s3)CCNC4)nn2)ccc1F,5.13349855,train
Cn1cc(CC2CCN(C(=O)NC3CCCOc4c(F)cccc43)C2)cn1,3.01734311,train
COc1cccc(C2(C(=O)NC(C)Cc3cccnc3)CC2)c1,4.01257303,train
COC(=O)c1[nH]c(C)cc1NC(=O)c1cc(-c2ccccc2)nc2c1c(C)nn2C,4.447046708,train
O=C(Nc1ncc(C2CC2)s1)c1cccn1C1CCCC1,6.011393107,val
O=C(N1CCC(Cn2cncn2)CC1)C1(c2ccccc2F)CCCC1,5.06015934,train
CCC(=O)Nc1ccc(Nc2nc3ccccc3n3cncc23)cc1,5.44967587,train
CCc1cnc(N(Cc2ccn(C)n2)CC2CCCC(C)(C)O2)nc1,3.07924099,train
O=c1[nH]c(Cc2cc[nH]n2)nc2cc3c(cc12)OC(F)(F)O3,5.109189215,train
Cn1ccnc1Cn1cc(-c2ccc3cnccc3c2)nn1,4.35866423,train
O=C(NCC1CCN(c2ccc(F)cc2)C1)c1ccsc1,5.280704205,train
O=C1CCc2cc(OCCOC(=O)c3cccc4cnccc34)ccc2N1,5.59920017,train
FC(F)(F)Oc1cccc(-c2noc(C3=CCCOC3)n2)c1,4.52243452,train
CC(C)c1nc(CN(CC2(F)CCOCC2)c2nc(C3CC3)ns2)cs1,5.21873838,train
CC1(C)Cc2nnc(-c3ccon3)n2CC1c1ccccc1,3.668926313,train
CC1(C)Cc2nnc(CCn3ccnc3)n2CC1c1ccccc1,5.786870128,train
O=S1(=O)CCC(Nc2nnc(-c3c[nH]c4ccccc34)o2)C1,4.485371895,train
N#Cc1cnnc(NCc2cccc(COCC3CCCO3)c2)c1,4.46487709,train
O=C(c1n[nH]c2c1COCC2)N1CCCC(c2c[nH]c3ccccc23)C1,5.379924618,train
Cn1cc(-c2nc3cc(F)ccc3n2C)c(C2CCC2)n1,5.263770092,train
c1cc(OC2CCC2)cc(CNc2nnc(-c3ccon3)s2)n1,5.377034587,train
c1ccc(Cn2cc(Cn3cnc(-c4ccccc4)c3)nn2)cc1,4.817996628,train
O=C(Nc1c[nH]nc1-c1nccs1)[C@H]1C[C@](O)(c2cccc(Cl)c2)C1,5.696156368,train
Nc1nc(C(=O)NCCCOc2ccc(F)cc2)c(-c2ccccc2)s1,5.178202748,train
CN1C(=O)CCc2cc(NCc3ccc(OC(F)F)cc3)ccc21,4.62372146,train
NC(=O)C1(c2ccccc2)CCN(Cc2coc(-c3ccc(Cl)cc3)n2)C1,5.232058398,train
Cc1cc(C)c2ncc(C#N)c(N3CCC(O)(c4ccn[nH]4)C3)c2c1,5.32535307,train
O=C(NCc1n[nH]c(=O)n1C1CC1)c1ccc(F)c2cccnc12,5.050316592,train
Cn1cc([C@@H]2C[C@H]2NC(=O)CCc2cccc3ccccc23)cn1,5.51412108,train
O=C(NCCc1c[nH]c2c(Cl)cccc12)C(F)(F)c1cccnc1,5.22074284,train
O=C(NCC1CCOc2ccccc21)N1CCC(C2CCNC2)CC1,5.139160525,train
O=C(Nc1c(F)cc(F)cc1F)c1cnc(-c2ccccn2)s1,5.584115377,train
CC(C)(CNC(=O)c1cc(Cl)ccc1F)c1coc(-c2ccccc2)n1,5.39070074,train
Cc1nc(-c2ccc(CCNC(=O)c3cccn(C)c3=O)s2)cs1,5.589728818,val
Cc1nn(-c2ccccc2)cc1CNC(C)c1c[nH]cn1,4.90567122,train
CC(C(=O)Nc1cnccc1-n1cccn1)c1cccc(Cl)c1,5.874935857,train
O[C@@H](CNc1nc(C(F)(F)F)nc2[nH]cnc12)c1ccc(Cl)cc1,5.226715253,val
O=C(Nc1c[nH]nc1-c1ccccn1)c1n[nH]c2ccccc12,6.882938605,val
O=C(Nc1ccc(-c2nc3c(Cl)cccc3[nH]2)cc1)C1CNCCOC1,5.179183587,train
CN(Cc1nnc[nH]1)C(=O)c1[nH]c2ccc(Br)cc2c1Cl,4.968917783,train
CC(C)c1nn(C)cc1-c1noc(C2CC3C=CC2C3)n1,5.649098728,val
O=C(NCCc1csc(-c2ccccc2)n1)c1cc(C2CC2)[nH]n1,6.818886595,train
CN(C)c1cccnc1CNC(=O)Nc1cccc(-c2ncco2)c1,5.757593662,train
OCCC(Cc1ccccc1)Nc1nccn2ncc(Br)c12,5.307879368,train
NC(=O)c1cn(CC(=O)N2CCc3ccccc3C2C(N)=O)c2ccccc12,5.34806219,train
Cc1ccc(-c2cc(C(=O)N3CC(C)OC(c4ccsc4)C3)[nH]n2)cc1,5.093610163,train
c1ccc(-c2cc(CNc3ccccc3-n3cccn3)n[nH]2)cc1,5.646948558,train
COc1ccc(C(=O)NCC(=O)Nc2ccccc2-c2nc(C)c[nH]2)cc1OC,5.168842752,train
COc1ccc2[nH]nc(NC(=O)c3cnn(-c4ccccc4)c3)c2c1,4.5556559,train
O=C(c1ccc2sncc2c1)N1CCC(c2ccccc2)C1,4.902117292,train
Cc1ccc(F)c2[nH]c(C(=O)Nc3cccc(C4(C)NC(=O)NC4=O)c3)cc12,5.382527868,train
CC[C@H]1C(=O)NCCCN1Cc1oc(-c2ccccc2)nc1C,5.095803242,train
Fc1ccccc1-c1ccnc(N2CCN(CCc3cnccn3)CC2)n1,5.183013522,train
CC(C)(c1ccncc1)c1noc(-c2ccnc3ccncc23)n1,4.87473432,train
O=C(Nc1cc(Br)ccn1)N[C@@H]1CCCc2cccnc21,5.037538018,train
COc1ccccc1-c1cccc(NC(=O)NC2CCc3ccc(O)cc32)c1,4.94420277,train
O=C(NCC1CCc2ccccc21)c1ccnc(-n2ccnc2)c1,5.725068442,train
O[C@@H]1C[C@H]2CN(c3cccc(-n4cnc5ccccc54)n3)CCN2C1,4.631074257,train
O=C(NCCc1cnn(-c2ccccc2)n1)C1(c2ccc(Cl)cc2)CC1,5.717458035,train
Cc1cccc(NC(=O)N2CCCC(c3nc4cc(C)ccc4[nH]3)C2)c1,4.861658288,train
Cc1nc(C)c(C(=O)NCCc2nc(-c3ccccc3)c(C)s2)s1,5.561736565,train
Cc1ccn2ncc(C(=O)NCC(F)(F)c3ccc(F)cc3F)c2c1,5.749749935,train
O=C(c1c[nH]c2cc(Cl)ccc12)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,4.509429705,train
O=C(NCc1ccc(-c2ccncc2)cc1)NCc1ccc(C2CC2)cc1,5.845306095,train
COc1ccccc1-c1n[nH]c(NC(=O)c2cc(-c3cnn(C)c3)ccc2F)c1C,4.620563847,train
O=C1NCCCN(C(=O)c2cc3cccn3cn2)C1Cc1ccccc1,1.953003667,val
O=C(NCCC1CCC(F)(F)CC1)c1cccc(-c2cnco2)c1,5.475444322,train
Cc1noc(C2CCCN2C(=O)c2nccc3occc23)n1,4.78109563,train
CC(CNc1nccc(C(F)(F)F)n1)CN1CCOCC1,5.746111453,train
CCc1ccc(-c2noc(C(C)NS(=O)(=O)Cc3ccccc3)n2)cc1,5.275897328,train
Cc1ccc(-c2noc(C3CC34CCOC4)n2)cc1N1CCCC1,5.300728757,val
Cn1c(C2COc3ccccc3O2)nnc1N1CCOC2(CCCCCC2)C1,2.913836933,train
CCN1CCN(c2cccc(NC(=O)c3ncoc3C)c2)CC1,5.161441532,train
Cc1cc(Nc2ncnc3onc(C)c23)ccc1Oc1cccnc1,5.361970285,train
Cc1nnc(-c2cccc(-c3noc(C4(C)CCCO4)n3)c2)[nH]1,4.628198623,train
Cc1noc(C)c1C(=O)NC1CCN(c2ccccc2C(F)(F)F)C1,4.98014009,train
COc1cc(C(=O)N2CCC(OC(C)C)CC2)c2ccccc2n1,3.819372165,train
Cc1nn(C)c(C)c1CC(C)c1nc(-c2cccs2)no1,4.77281201,train
O=C(Nc1ncccc1CO)c1ccc(N2CCOCC2)cc1,5.074247032,val
Cn1nc(C(=O)N[C@@H]2C[C@H]2c2cccc(F)c2)cc1C1CC1,5.01491435,train
COC(=O)C1(Cn2nc(-c3c(F)cccc3F)ccc2=O)CC1,5.219426888,train
CN(C)c1noc(C2CCCN(c3ncnc4sccc34)C2)n1,5.190381702,val
CC(C(=O)Nc1ccc(Cc2ccncc2)cc1)n1cccn1,6.00760839,train
Cc1nnnn1-c1cccc(NC(=O)c2ccnn2C)c1,5.151084555,train
CC(C(=O)NCc1ccc(-n2ccnc2)nc1)C(C)(C)C,5.018746865,train
CCCN(Cc1cc(F)ccc1F)C(=O)c1ccc2ncn(C)c(=O)c2c1,5.052475848,val
CO[C@H]1C[C@@H](CN2CCCC2)N(c2ncnc3ccccc23)C1,5.692550137,val
Cc1cc(C(F)(F)F)nc(N2CCC(c3ccncc3)CC2)n1,7.457530822,train
Cc1ccc(C(C)(C)CNC(=O)c2ccn(C)c2-c2ccccc2)nc1,5.164665077,train
CCN(Cc1nnc(-c2ccccc2OC)o1)c1cccc2ccccc12,5.27642778,train
Cc1nccc(NC2CCN(c3ccc(F)c(Cl)c3)C2)n1,5.234491722,train
COc1ccc(F)cc1C(=O)NC1CCN(c2ncccc2Cl)C1,4.967871133,train
O=S(=O)(Cc1ccno1)NC(c1ccc(Cl)cc1)C1CCC1,5.10658165,val
CCCOc1ccc(Cl)cc1NC(C)c1nc(C(C)C)no1,5.281324363,train
O=S(=O)(Cc1ccc(F)cc1)N1CCCC1c1cccnc1,4.294096595,train
Cc1oc(C(C)(C)C)cc1C(=O)N1CCc2c(ncn2C)C1,3.502485458,train
Cc1cccc(S(=O)(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)c1,4.578476995,train
OC[C@H]1CN(c2nsc(C3CC3)n2)C[C@@H]1c1ccccc1,4.937863275,train
CN(CC1CC1)S(=O)(=O)Nc1ccc(F)cc1OCC(F)F,4.480402615,train
CCn1c(-c2cc3c(s2)CCC(C)C3)nnc1N1CCCN(C(C)=O)CC1,4.788514433,train
CCOc1ncccc1C(=O)Nc1cc(S(=O)(=O)Nc2cccc(Cl)c2)ccc1O,5.52585036,val
Cc1c(-c2nc(-c3cccc(Cn4ccnc4)c3)no2)nnn1-c1cccc2cccnc12,5.886177303,train
COC(=O)CC1CN(C(=O)C2CCCNC2=O)c2ccccc21,3.84698157,train
Cc1ccc(NCc2c[nH]nc2-c2ccsc2)cc1C(N)=O,5.241748822,train
COc1ccc2[nH]nc(NC(=O)c3ccn(-c4ccc(F)cc4F)n3)c2c1,5.38997086,train
Cn1ccnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1=O,4.14375769,val
COC(=O)CC1CN(C(=O)c2cc(C(F)(F)F)ccn2)c2ccccc21,5.488140125,train
O=C(CCC1CCNCC1)Nc1ccc(-n2ccnc2)cc1,4.857063137,train
CCC(NC(=O)c1ccc(CO)cc1OC)C1Cc2ccccc2C1,4.808401395,train
O=C(Cc1ccc2[nH]ncc2c1)NCC[C@H]1CCCC[C@H]1O,3.662254772,train
C=C1CCN(C(=O)NCc2cc(OC)ccc2OC(F)F)CC1,4.86686844,train
COc1ccccc1-c1nnc(NC(=O)C2CCC(F)(F)C2)[nH]1,5.2556167,train
Cn1cncc1C(=O)Nc1cc(-c2ccc(Cl)cc2)nn1CCO,5.647003413,train
O=C(NCc1ccccc1-c1ccncc1)C(O)c1cccc(C(F)(F)F)c1,6.820619263,val
Cc1ccc(-c2cc(C(=O)N3CCNC(C)(C)C3)[nH]n2)cc1,3.332604767,val
Cc1nn(C)c2c(=O)n(C)c(NCCC3CCC(C)C3)nc12,4.904995085,train
COc1ccccc1C1(CNC(=O)N2CCCN(C(=O)C3CC3)CC2)CCC1,4.21399346,val
Cc1cccc(C(C)(C)CNc2nccc3c2nnn3C)n1,4.940097645,train
O=C(c1cc(-c2ccccn2)ns1)N1CCCC(c2cc(O)cc(F)c2)C1,5.789879495,train
Cc1ccc(-c2cncc(C(=O)NCc3cscn3)c2)cc1,5.462130645,train
Cc1cc(C)c(C(=O)Nc2cccc(-c3nnc[nH]3)c2)o1,5.686359722,train
CC(Nc1ncnc2sc3c(c12)CCC3)c1ncccn1,5.539890573,train
O=c1c2ccccc2n2c(SCC3CC3)nnc2n1Cc1ccccc1,5.116068223,train
NC(=O)CCc1ccc(Nc2ccnc(-c3ccccc3)n2)cc1,5.029824152,val
CC(C)(C)c1nc(-c2nc3cccc(F)c3c(=O)[nH]2)co1,5.641844395,train
O=C(COc1cccc(Cl)c1)Nc1cncc2ccccc12,5.28275539,train
COc1cc(Cl)ccc1NC(=O)c1cccc(Nc2cnccn2)c1,6.417337205,train
