inchikey,isoform,y_true,conf_low,conf_high,Molecule_Name,mean_abs_error,across_config_sd_signed_error,mean_soft_threshold_error,mean_within_compound_repeat_sd,hard_ae,easy_ae,hard_soft,easy_soft,disagreement,MolWt,MolLogP,TPSA,HeavyAtomCount,RingCount,FractionCSP3,loo_nn_similarity,scaffold,net_charge_ph74,interval_width
DZZVVUKOBSRNAM-UHFFFAOYSA-N,CYP2C9,5.045262232,4.846008,5.22104475,OCNT-2315294,0.730463549131271,0.19052258386218454,0.5312093171312715,0.1946740258811752,False,False,False,False,False,427.84800000000007,2.5012,120.50000000000001,30,4,0.25,0.4305555555555556,O=C1NC(=O)c2cc(NC(=O)N3CCCC(C(=O)Nc4ccccn4)C3)ccc21,1,0.3750367499999996
FAADDWZKJJDRAC-UHFFFAOYSA-N,CYP2C9,5.90815395,5.80306225,6.01385,OCNT-2316225,1.1275274607666839,0.2009591906919615,1.022435760766684,0.20388136529263765,True,False,True,False,False,328.4410000000001,3.6164200000000024,59.290000000000006,23,3,0.35294117647058826,0.3783783783783784,O=C(NCc1ccccn1)c1csc2cncn12,0,0.21078774999999972
FCXWBNLWPQMURM-UHFFFAOYSA-N,CYP2C9,3.868494742,3.353288,4.318573,OCNT-2315466,0.6414678624609657,0.19640144906021406,0.22040009608515285,0.13641773705419738,False,False,False,False,False,325.4120000000001,2.05042,63.13,24,3,0.3684210526315789,0.45901639344262296,O=C(NCc1ccc[nH]c1=O)NC1Cc2ccccc2C1,0,0.9652849999999997
FCZRDTNMLJZJKM-UHFFFAOYSA-N,CYP2C9,5.1066958,4.913309,5.26874175,OCNT-2316304,0.5371155603446295,0.15157085698729275,0.3437287603446297,0.12396898601955826,False,False,False,False,False,339.39500000000004,2.6362000000000005,62.830000000000005,25,4,0.3157894736842105,0.3939393939393939,O=C(Nc1cccc2c1OCCO2)N1CCNC(c2ccccc2)C1,2,0.3554327500000003
FDGLXIWOBFIFIJ-UHFFFAOYSA-N,CYP2C9,5.10604324,4.88689575,5.260525,OCNT-2315131,0.36324033002060224,0.10082084435573012,0.18329057489109815,0.17652165814135756,False,False,False,False,False,397.45600000000013,2.4081,98.24999999999999,28,3,0.15,0.30120481927710846,O=C(NC(c1ccccc1)c1ccccc1)c1cnccn1,0,0.37362925000000047
FDLYAMZZIXQODN-UHFFFAOYSA-N,CYP2C9,3.76391559,2.69372525,4.18108575,OCNT-2328327,0.7928299946765524,0.156875842242934,0.3792251382816701,0.19705316473440673,False,False,False,False,False,434.47100000000034,2.3474000000000004,86.37,32,5,0.3333333333333333,0.6764705882352942,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CC2)CC1,1,1.4873605000000003
FDXDMLFUMWUNQS-UHFFFAOYSA-N,CYP2C9,5.17686601,5.025652,5.3182305,OCNT-2316964,0.49734507809468254,0.21205904761121394,0.35343329796984196,0.11282323706583462,False,False,False,False,False,348.40600000000006,2.871100000000001,60.25,26,4,0.25,0.4084507042253521,O=C(c1ccc(-n2cccn2)nc1)N1CCOC(c2ccccc2)CC1,1,0.2925785000000003
FEGQQHPUTSRZAG-UHFFFAOYSA-N,CYP2C9,4.381499563,4.04853325,4.83545925,OCNT-2311060,0.10572168550669549,0.12343115235232721,0.0058698763636363775,0.14666006604501836,False,True,False,True,False,349.4420000000002,2.573220000000001,70.93,26,4,0.42105263157894735,0.4090909090909091,c1cc(N2CCN(c3ccc4nccnc4n3)CC2)ncn1,0,0.7869260000000002
FENNNQPPBYHYSF-UHFFFAOYSA-N,CYP2C9,5.401598977,5.30826675,5.4929635,OCNT-2312744,0.6654771788699911,0.23329526291402514,0.5840590443964481,0.24885274414232308,False,False,False,False,False,325.411,2.3554000000000004,63.68000000000001,21,2,0.21428571428571427,0.32142857142857145,O=S(=O)(NCc1ccccc1)c1cccs1,1,0.18469675000000052
FHAJACFOFHBTNN-UHFFFAOYSA-N,CYP2C9,4.008129688,3.62032375,4.5257045,OCNT-2316229,0.9400481165850979,0.11645219528225186,0.4224733045850982,0.16340220332746075,False,False,False,False,False,344.3780000000001,2.9688000000000008,88.49,26,4,0.05263157894736842,0.40789473684210525,O=C(Nc1ccc(Cn2cccn2)cc1)c1c[nH]nc1-c1cccnc1,-1,0.90538075
FHODOMIFICWBMN-UHFFFAOYSA-N,CYP2C9,3.857084305,3.41440475,4.4373645,OCNT-2310770,0.28461886058936303,0.1905043673070461,0.05201808805825699,0.22764901367053791,False,False,False,False,False,290.367,1.1462999999999997,87.46,21,2,0.4666666666666667,0.48333333333333334,c1ccc(NC2CCCNC2)cc1,2,1.02295975
FHURGZGGJGEEFF-UHFFFAOYSA-N,CYP2C9,5.261825863,5.18802725,5.3354705,OCNT-2312959,0.523552876129953,0.13493424764394008,0.4499718767663165,0.1269829739892108,False,False,False,False,False,306.772,3.268320000000002,41.050000000000004,21,3,0.3333333333333333,0.3333333333333333,c1ccc(N2CCC(Nc3ccncn3)C2)cc1,1,0.14744324999999936
FIOKPWAJNHKAHD-UHFFFAOYSA-N,CYP2C9,3.111307417,1.50501425,3.89770275,OCNT-2309851,1.2031681458642502,0.19516989264696105,0.4204034792278865,0.1437684560019159,True,False,False,False,False,350.41800000000006,2.3902,58.64,26,4,0.3333333333333333,0.45588235294117646,O=C1NCCN(C(=O)CC2OCCc3ccccc32)C1c1ccccc1,1,2.3926885
FJDATDAPMIHBSH-UHFFFAOYSA-N,CYP2C9,4.700835203,4.5236365,4.906394,OCNT-2309829,0.20349557072708427,0.2119149791667839,0.11469211292242167,0.16788882624329363,False,False,False,False,False,393.49100000000016,2.6868000000000007,62.63,29,4,0.36363636363636365,0.4444444444444444,O=C(Nc1ccc(N2CCNCC2)nc1)c1c[nH]c2ccccc12,1,0.3827574999999994
FJGRRSPJBAJJCN-UHFFFAOYSA-N,CYP2C9,5.288130243,5.1521695,5.41979225,OCNT-2313999,0.7825238301283052,0.23588939979735243,0.6465630871283051,0.1798446531293484,False,False,False,False,False,287.403,3.3931000000000022,38.33,21,3,0.6111111111111112,0.4807692307692308,O=C(COc1ccc2c(c1)CCCC2)NC1CCCCC1,0,0.26762275000000013
FJHQUJLROQGNEA-UHFFFAOYSA-N,CYP2C9,5.055347473,4.94287925,5.14743175,OCNT-2318193,0.24308751031080192,0.15658190653709742,0.16090465189675063,0.14173186790236036,False,False,False,False,False,356.44700000000006,3.1102000000000016,53.760000000000005,25,4,0.2631578947368421,0.5357142857142857,O=S(=O)(c1cc2ccccc2o1)N1CCNCC1c1ccccc1,2,0.20455250000000014
FJJGWWWOOWJCMW-UHFFFAOYSA-N,CYP2C9,4.476346005,4.268191,4.759175,OCNT-2313641,0.3559312643878536,0.19634503582781043,0.12979458424801982,0.13561401090115854,False,False,False,False,False,339.3700000000001,2.7441200000000006,69.22,25,4,0.2631578947368421,0.4492753623188406,O=C(c1cccc2c[nH]nc12)N1CCC(c2ccccc2)C1,0,0.4909840000000001
FJPMDIBRGPUWFV-UHFFFAOYSA-N,CYP2C9,4.584069432,4.3153145,4.910959,OCNT-2316711,0.15735563333919808,0.20264616589547096,0.03408621227126718,0.15480891763042728,False,False,False,False,False,398.4380000000001,2.7512000000000008,90.54,29,3,0.2857142857142857,0.44285714285714284,O=C(NC1CCN(c2ccccc2)C1)c1ccccc1,0,0.5956444999999997
FJQDILFBCXCGIP-UHFFFAOYSA-N,CYP2C9,5.71915394,5.5878545,5.8428175,OCNT-2315906,0.9147501751902438,0.0669868700997607,0.7834507351902434,0.14593972362713814,False,False,True,False,False,318.333,2.9332000000000003,79.89999999999999,22,3,0.07142857142857142,0.4520547945205479,O=C(Nc1c[nH]nc1-c1nccs1)c1ccccc1,-1,0.25496300000000005
FJRUVLPXIUVCHI-UHFFFAOYSA-N,CYP2C9,2.572745283,1.10304625,3.81421225,OCNT-2310759,1.4308463062331838,0.2884224386222769,0.2501523125773396,0.16709557695703425,True,False,False,False,False,381.83500000000004,1.8223,69.72,26,3,0.5,0.3466666666666667,O=C1CCCC(CC(=O)N2CCN(C(=O)c3ccccc3)CC2)N1,2,2.7111660000000004
FJUHYDGFHVCIQR-UHFFFAOYSA-N,CYP2C9,4.06119356,3.66828875,4.6021305,OCNT-2308588,0.3028750951557763,0.21943365297874526,0.02656762480873553,0.14348371837937532,False,False,False,False,False,312.4170000000001,3.189400000000002,41.49,23,3,0.4444444444444444,0.5357142857142857,c1ccc(Oc2ccnc(N3CCCNCC3)n2)cc1,1,0.9338417500000005
FJXISTDZAXMEIR-UHFFFAOYSA-N,CYP2C9,4.20069064,3.846137,4.64046825,OCNT-2317099,0.15533439862603185,0.2507454220413882,0.03190444272727275,0.16283788527833412,False,False,False,False,False,345.48700000000014,2.2616999999999994,44.81,25,3,0.65,0.4927536231884058,O=C(CN1CCCC1CN1CCCCC1)NCc1ccccc1,2,0.7943312499999995
FKCMJHRAXBGEFJ-UHFFFAOYSA-N,CYP2C9,5.025751562,4.892077,5.15016975,OCNT-2315753,0.17222823623629832,0.19345331101295024,0.12403296432147318,0.1804596894045344,False,False,False,False,False,344.21600000000007,3.1093,57.7,21,4,0.26666666666666666,0.3880597014925373,c1ccc(C2CCN(c3ncnc4nc[nH]c34)C2)cc1,-1,0.2580927500000003
FKLVANXVSRESQJ-NWDGAFQWSA-N,CYP2C9,4.637214522,4.41239175,4.913046,OCNT-2311250,0.40973386263377515,0.17191897448025978,0.21957251718853998,0.1612927743718605,False,False,False,False,False,302.3340000000001,2.005,93.03999999999999,22,4,0.5333333333333333,0.5873015873015873,O=C(N[C@H]1CCC[C@H]1Oc1cn[nH]c1)c1ncoc1C1CC1,-1,0.5006542499999993
FKWGYVQNEUUREI-UHFFFAOYSA-N,CYP2C9,6.100596402,5.99282475,6.2099445,OCNT-2309819,1.3561283157547517,0.26345654368813237,1.2483566637547514,0.16529031545779913,True,False,True,False,False,297.358,2.937500000000001,54.46,22,3,0.29411764705882354,0.4696969696969697,O=C(NCC1Cc2ccccc2O1)Nc1ccncc1,1,0.21711975000000017
FKXADKCFWZZCLK-UHFFFAOYSA-N,CYP2C9,5.343503555,5.2152895,5.44797425,OCNT-2309502,0.6418500215722607,0.14572795140762157,0.5274381711177153,0.17164224648905202,False,False,False,False,False,297.3290000000001,3.423700000000002,40.54,22,4,0.2777777777777778,0.4406779661016949,O=C1CCc2cc(-c3ccccc3)cc3c2N1CCC3,-1,0.23268474999999977
FKZFAPLIVCZURN-UHFFFAOYSA-N,CYP2C9,4.75091876,4.54923775,4.96494325,OCNT-2309433,0.20669317361113065,0.10170371482830676,0.09529281430892107,0.21851224770512012,False,False,False,False,False,323.32700000000006,2.688980000000001,73.2,24,3,0.16666666666666666,0.32098765432098764,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2)C1,0,0.4157055000000005
FLCKKFHSFGWPIQ-GHTZIAJQSA-N,CYP2C9,4.274925795,4.019047,4.612007,OCNT-2310516,0.1704956211245382,0.19769381926725588,0.04162283284959573,0.18252862677102552,False,False,False,False,False,398.48400000000015,1.5926999999999998,76.57,28,5,0.42857142857142855,0.45454545454545453,O=C(c1cnc2c(c1)CCS(=O)(=O)C2)N1C[C@H]2COC[C@@]2(c2ccccc2)C1,1,0.5929600000000006
FLKYDMSXMXMDMV-UHFFFAOYSA-N,CYP2C9,5.175987735,4.9649705,5.390496,OCNT-2308748,0.6062406301801824,0.11788317415174651,0.397791589725637,0.1562534713761149,False,False,False,False,False,368.4810000000001,2.8104000000000005,58.56,27,3,0.47619047619047616,0.38461538461538464,O=C(Cc1ccccc1)N1CCN(c2ncccn2)CC1,1,0.4255255
FLMMWMMCGAHOID-WJYNOGRTSA-N,CYP2C9,4.612095185,4.428826,4.853137,OCNT-2312974,0.19201075641279394,0.21444197989930594,0.08703966827954955,0.18034813642772024,False,False,False,False,False,344.4400000000001,2.6297000000000006,87.14,24,4,0.47058823529411764,0.4032258064516129,O=C(NCC1(c2ccccc2)CCC1)Nc1nnc(C2CC2)s1,0,0.4243110000000003
FLRYEXYQVHVJHQ-UHFFFAOYSA-N,CYP2C9,5.553383672,5.36112275,5.72072025,OCNT-2311655,0.4421369309895018,0.1274395990752223,0.26520272362943387,0.14708508769413633,False,False,False,False,False,349.41900000000004,3.6353000000000018,75.6,25,4,0.05555555555555555,0.4,O=C(Nc1cccc(Cn2cccn2)c1)c1ccc(-c2cc[nH]n2)s1,-1,0.35959750000000046
FLWMSIWGBRDEKV-UHFFFAOYSA-N,CYP2C9,5.03410339,4.893944,5.1542435,OCNT-2316822,0.11952571241554838,0.12862002957513774,0.07385863685153234,0.17022455976957662,False,True,False,False,False,335.43600000000004,3.820700000000002,55.63,24,4,0.16666666666666666,0.4057971014492754,c1ccc(CC(Nc2ncnc3[nH]cnc23)c2cccs2)cc1,1,0.26029949999999946
FMCIAELCEAIQAU-UHFFFAOYSA-N,CYP2C9,4.77177413,4.584845,4.96736525,OCNT-2308881,0.1605104068907647,0.1944668974109707,0.05025723856557049,0.13015883372468567,False,False,False,False,False,349.39000000000004,2.3381000000000007,77.56,26,4,0.2,0.463768115942029,O=C(Cn1ccc2ccccc21)N1CCc2ccccc21,0,0.38252025000000067
FNEIAOTWNMRGCT-UHFFFAOYSA-N,CYP2C9,2.692314272,1.124194,3.908827,OCNT-2316754,0.8953134071368467,0.38043749689509,0.031011520831537333,0.18792574517781627,False,False,False,False,True,295.38700000000006,0.8247,71.42,21,2,0.7142857142857143,0.4090909090909091,O=C(NCCN1CCOCC1)Nc1cn[nH]c1,1,2.7846330000000004
FOYXEGYOAVQKDP-GFCCVEGCSA-N,CYP2C9,4.065893427,3.67579225,4.59877875,OCNT-2309845,0.6725778497112324,0.18730861096037726,0.18216469467495777,0.1597012123457711,False,False,False,False,False,305.37799999999993,3.6942200000000023,45.230000000000004,21,3,0.3333333333333333,0.3466666666666667,O=C(Nc1ccc(-c2cscn2)cc1)N1CCCC1,1,0.9229864999999999
FPCCSQOGAWCVBH-UHFFFAOYSA-N,CYP2C9,4.26358712,3.8922565,4.79349825,OCNT-0022314,0.2639096884085003,0.24746220215477718,0.019379450752045224,0.165970968754224,False,False,False,True,False,395.43400000000014,2.423800000000001,75.17,29,4,0.3181818181818182,0.44285714285714284,O=C(c1ccccc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0,0.9012417500000001
FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CYP2C9,3.817187388,3.28519725,4.23263525,OCNT-2328955,0.9942036406069996,0.1448117614189282,0.5833088451661653,0.20021928702304015,False,False,False,False,False,286.45900000000006,5.510300000000006,20.23,21,1,0.5,0.2698412698412698,C1=CCCCC1,0,0.9474380000000004
FQCDMDCBFOOLSS-UHFFFAOYSA-N,CYP2C9,5.096937387,4.850891,5.30646025,OCNT-2311376,0.634684123662687,0.18321541335962055,0.3926741548445053,0.1576283374234504,False,False,False,False,False,309.369,2.1941999999999995,58.1,23,3,0.2222222222222222,0.36923076923076925,O=c1[nH]c2ccccc2c(=O)n1Cc1ccccc1,-1,0.4555692499999999
FQCKBCZETREUQU-UHFFFAOYSA-N,CYP2C9,4.208911465,3.80795675,4.7008915,OCNT-2308842,0.5672980303790702,0.2620269434310064,0.15725926822887368,0.18058465713537675,False,False,False,False,False,329.8310000000001,3.0164000000000017,36.440000000000005,23,3,0.3333333333333333,0.4307692307692308,O=C(CCc1cccnc1)N1CCN(c2ccccc2)CC1,1,0.8929347500000002
FQIGRACDNIOPES-UHFFFAOYSA-N,CYP2C9,4.925412705,4.74151075,5.1143285,OCNT-2316270,0.43295978991282236,0.12773587235287176,0.271480296961731,0.1840562993429532,False,False,False,False,False,383.3550000000002,2.6335000000000006,89.60000000000001,26,4,0.3333333333333333,0.4225352112676056,O=c1[nH]cccc1-c1noc(-c2n[nH]c3c2CSCC3)n1,-1,0.3728177500000003
FQNJZDBFAVDMES-UHFFFAOYSA-N,CYP2C9,4.534564145,4.344178,4.79192475,OCNT-2311807,0.12358241794061252,0.1756184201207578,0.03503918338630154,0.1251427744533302,False,True,False,False,False,363.343,3.0269000000000013,55.43000000000001,26,4,0.35294117647058826,0.5211267605633803,O=C(c1ncc2ccccn12)N1CCCC(n2cccn2)C1,1,0.4477467499999994
FQSPNVWLGQABTO-UHFFFAOYSA-N,CYP2C9,5.16500649,4.83345,5.4213355,OCNT-2309005,0.5123665877568352,0.14810782291774813,0.20589308374795634,0.15169831229686517,False,False,False,False,False,311.38500000000005,3.3553000000000024,59.230000000000004,23,4,0.5,0.5084745762711864,O=C(c1nnc(C2CC2)o1)N1CCC(c2ccccc2)C1,1,0.5878854999999996
FRFJADVSOMLOLN-UHFFFAOYSA-N,CYP2C9,3.742395995,3.0656065,4.17115,OCNT-2318092,0.3085548321195582,0.25206356878076236,0.06201733951490789,0.19160169545716732,False,False,False,False,False,339.403,1.62424,81.21000000000001,25,4,0.47058823529411764,0.5211267605633803,O=C(NC1CCCc2[nH]ncc21)c1nc2ncccn2n1,1,1.1055435
FRPZMMHWLSIFAZ-UHFFFAOYSA-N,CYP2C9,2.097982888,1.059982,3.21473275,OCNT-2328774,1.8511403461335052,0.47984643694123,0.7674494904971421,0.29017052065545107,True,False,True,False,True,184.279,3.3778000000000015,37.3,13,0,0.7272727272727273,0.5357142857142857,,-1,2.15475075
FRTQFAFJPFTPEO-UHFFFAOYSA-N,CYP2C9,5.126409165,4.974139,5.270892,OCNT-2312000,0.22282537562894839,0.12429908578569093,0.12412043803045392,0.13519873920923411,False,False,False,False,False,361.23900000000003,3.4830000000000023,46.34,22,4,0.4117647058823529,0.46153846153846156,O=C(Cc1cc(C2CC2)on1)N1CC(c2ccccc2)C1,1,0.2967529999999998
FRXIOYNYLCVQGU-UHFFFAOYSA-N,CYP2C9,4.962655853,4.829214,5.07894375,OCNT-2313177,0.13204831064716277,0.17550935924455646,0.1257008260203889,0.1945608955954243,False,True,False,False,False,309.394,3.4435200000000012,54.88,22,3,0.11764705882352941,0.45161290322580644,O=C(NCc1cscn1)c1cncc(-c2ccccc2)c1,0,0.2497297499999993
FSKSZHRSWMPXOS-UHFFFAOYSA-N,CYP2C9,5.713666525,5.6048415,5.81457825,OCNT-2315368,0.7712746806618577,0.12301013848122598,0.6624496556618579,0.17059390403135247,False,False,True,False,False,454.5780000000003,4.774300000000004,78.84,34,6,0.37037037037037035,0.5,O=C(NC1CCCc2c1cnn2Cc1ccccc1)N1CCCC(c2nc3ccccc3[nH]2)C1,0,0.20973675000000025
FTEPPECMOPAJHL-UHFFFAOYSA-N,CYP2C9,3.945283598,3.48214125,4.562397,OCNT-2314046,0.9478424868648048,0.3603068743037405,0.3959110237701058,0.21454002785809367,False,False,False,False,True,328.755,3.700700000000001,82.19,23,3,0.058823529411764705,0.3582089552238806,O=C(Cc1c[nH]c2ccccc12)Nc1ccccc1,-1,1.0802557499999996
FTKRTBIUYBODIY-UHFFFAOYSA-N,CYP2C9,4.388285253,4.1588585,4.716474,OCNT-2313373,0.5385246486719472,0.2284757838925021,0.24688307634235362,0.16976455071612892,False,False,False,False,False,338.4040000000001,3.4255400000000025,68.29,23,2,0.3125,0.46551724137931033,O=S(=O)(Nc1cccnc1)c1ccccc1,0,0.5576154999999998
FUUHUJROWQNVPP-UHFFFAOYSA-N,CYP2C9,3.694519695,3.16509925,4.20250825,OCNT-2310746,0.6349386392853293,0.09442554360002135,0.15883705441880688,0.1613512191342113,False,False,False,False,False,393.49100000000027,2.3591999999999995,68.78,29,4,0.4090909090909091,0.4583333333333333,O=C(CN1CCN(c2ccccn2)CC1)Nc1cccc(N2CCCCC2=O)c1,1,1.0374090000000002
FVIXHBOZMNOBMY-UHFFFAOYSA-N,CYP2C9,4.738780262,4.43399775,5.0444165,OCNT-2315806,0.22971912171639036,0.13458477971166022,0.056808724916225774,0.19521166380216484,False,False,False,False,False,319.324,2.9929000000000014,78.86,24,4,0.058823529411764705,0.40350877192982454,c1ccc(-n2ccc(-c3nc(-c4ccccn4)no3)n2)cc1,0,0.61041875
FVPAAWBIVRGLIW-UHFFFAOYSA-N,CYP2C9,4.468207203,4.11757875,4.956071,OCNT-2309039,0.1571457638145935,0.17356426557662424,0.011496300731457533,0.14010679161062725,False,False,False,True,False,364.4530000000001,1.8983999999999988,77.14999999999999,27,4,0.35,0.45588235294117646,O=C(NCCN1CCN(c2ccccn2)CC1)c1c[nH]c2cccnc12,1,0.8384922499999998
FWUMBFJSJPPEQP-UHFFFAOYSA-N,CYP2C9,4.530504152,4.33048775,4.788178,OCNT-2318348,0.06727899416284813,0.08184648975183306,0.03567094257797271,0.19537246689435295,False,True,False,False,False,360.8880000000001,2.1636000000000006,58.64,22,3,0.42857142857142855,0.4057971014492754,O=S(=O)(c1cc2ccccc2s1)N1CCNCC1,2,0.45769025000000063
FWXVKHIYRRYNGU-UHFFFAOYSA-N,CYP2C9,5.49736638,5.389337,5.5979145,OCNT-2315237,0.34251927581026864,0.22513425566638112,0.2630570194317061,0.17830467210882422,False,False,False,False,False,431.5460000000001,5.1113000000000035,72.7,30,5,0.09090909090909091,0.5,O=C(Nc1nc2ccccc2n1CCc1ccccn1)c1csc(-c2ccsc2)n1,0,0.20857749999999964
FXKCHSYNXXKFEX-UHFFFAOYSA-N,CYP2C9,4.839412248,4.62202675,5.05448375,OCNT-2311148,0.12855195734034497,0.1606377109738279,0.04584223705223296,0.1829557649027538,False,True,False,False,False,349.43800000000005,3.014120000000002,56.07,26,4,0.35,0.4305555555555556,c1ccc(-n2cc(CN3CCC(Oc4ccncc4)CC3)nn2)cc1,1,0.4324570000000003
FXXYHKSHHGBPFH-UHFFFAOYSA-N,CYP2C9,4.499651285,4.26989725,4.804953,OCNT-2308758,0.4022985427560768,0.199308769752071,0.14640235251592493,0.1799119456466012,False,False,False,False,False,359.3930000000001,2.9015000000000004,100.52000000000001,27,4,0.05263157894736842,0.53125,O=C(Nc1cnn(-c2ccccc2)c1)NC(c1ccccc1)c1nnc[nH]1,-1,0.5350557500000006
FYJLBFSDAWXPSB-UHFFFAOYSA-N,CYP2C9,4.834588593,4.6351795,5.04948025,OCNT-2312740,0.3125526988280696,0.13002204217827676,0.1568401361188873,0.180245066413731,False,False,False,False,False,311.3449999999999,2.8557200000000007,89.72,23,4,0.375,0.4473684210526316,c1cc(-c2noc(C3CCCO3)n2)cc(-c2nnc[nH]2)c1,-1,0.41430075000000066
FYJQQUPRQDSJMI-UHFFFAOYSA-N,CYP2C9,4.601438325,4.42742525,4.80764525,OCNT-2313035,0.518648567189559,0.2010984625453665,0.3581354162064608,0.228997569499046,False,False,False,False,False,306.80100000000004,1.4941199999999997,50.080000000000005,21,3,0.5,0.4,c1ccc(N2CCN(Cc3nn[nH]n3)CC2)cc1,1,0.38022000000000045
FZCCZRTVIJFQKN-UHFFFAOYSA-N,CYP2C9,5.530375613,5.4309995,5.62804075,OCNT-2308818,0.5988799797080855,0.13296437819293408,0.49950386670808555,0.14064684956326012,False,False,False,False,False,384.4430000000001,3.529600000000002,76.92,29,5,0.22727272727272727,0.3835616438356164,c1ccc(-c2nc(N3CCC(Oc4cnccn4)CC3)c3ccccc3n2)nc1,0,0.19704124999999983
FZRRBPHUHRBOGW-UHFFFAOYSA-N,CYP2C9,5.843404918,5.76197875,5.92255725,OCNT-2313679,1.3662190006746004,0.1883518327920765,1.2847928326746003,0.13751109174845003,True,False,True,False,False,413.9090000000002,2.964600000000001,71.76,29,4,0.38095238095238093,0.4024390243902439,O=C(NCC(c1ccccc1)N1CCOCC1)c1cnn2cccnc12,1,0.16057849999999974
GBCJFMVVTQVMHP-PYMCNQPYSA-N,CYP2C9,4.316033938,4.06708525,4.646731,OCNT-2315155,0.08780125850039049,0.10770124947274014,0.011194336001050105,0.14977152518708936,False,True,False,True,False,357.43500000000006,1.8283,82.53,25,4,0.3888888888888889,0.4444444444444444,O=C1CCNC(=O)N1Cc1nc2c(s1)CC(c1ccccc1)CC2,1,0.5796457500000001
GBKPILDGEGGVEI-UHFFFAOYSA-N,CYP2C9,5.269704675,5.14894925,5.3931935,OCNT-2313441,0.37056572376230756,0.22353177369390698,0.2668238277549543,0.141966844389962,False,False,False,False,False,341.31700000000006,3.7997000000000014,71.18,25,4,0.1111111111111111,0.40298507462686567,c1ccc(CNc2ncnc3c2oc2ccccc23)cc1,1,0.2442442499999995
GBUSLTPPAQKFHD-UHFFFAOYSA-N,CYP2C9,4.125459848,3.74786,4.52101525,OCNT-2309376,0.926063262697241,0.1824595633669697,0.5308471837655172,0.16721293178619032,False,False,False,False,False,330.35100000000006,3.1141000000000005,99.35,25,4,0.0,0.5932203389830508,O=C(Nc1c[nH]nc1-c1ccccc1)c1cccc(-c2ncn[nH]2)c1,-2,0.7731552499999994
GDCXYFNYLMNNOC-UHFFFAOYSA-N,CYP2C9,5.473566873,5.27033375,5.69005125,OCNT-2316947,0.6777561553007683,0.20682827961112443,0.484767131391677,0.1782318907812383,False,False,False,False,False,347.7980000000002,2.746900000000001,67.79,24,3,0.2777777777777778,0.4090909090909091,O=C(NCCc1ccccc1)c1cccc2c1OCC2,0,0.41971749999999997
GDEIECWMPLCILB-UHFFFAOYSA-N,CYP2C9,4.442178795,4.21895425,4.73364375,OCNT-2315060,0.3022884627691233,0.13321139293036424,0.07995963236682639,0.13178753455335138,False,False,False,False,False,349.43800000000005,2.911920000000001,73.91,26,4,0.35,0.4861111111111111,O=C(Cc1c[nH]c2ccccc12)N1CCC(Nc2cccnn2)CC1,2,0.5146894999999994
GDMXBTJFBFUQPG-UHFFFAOYSA-N,CYP2C9,5.454204218,5.28290275,5.6183015,OCNT-2308997,0.5178968408367013,0.12358553885700771,0.35545691556397374,0.21894999158807976,False,False,False,False,False,312.8040000000001,4.276440000000003,53.6,22,3,0.17647058823529413,0.43548387096774194,c1ccc(NC(c2ccccc2)c2nnc[nH]2)cc1,0,0.3353987500000004
GDTJKIABNOFURC-UHFFFAOYSA-N,CYP2C9,5.141846337,5.01125975,5.2493965,OCNT-2312918,0.1484550863327343,0.18517751925670084,0.09720485928088962,0.16960674706300127,False,False,False,False,False,428.53200000000015,5.275720000000005,58.64,32,4,0.25925925925925924,0.410958904109589,O=C(Nc1cccc(C(=O)N2CCC(c3ccccc3)CC2)c1)c1ccccc1,1,0.23813674999999979
GEIMNQZCPAZKBE-UHFFFAOYSA-N,CYP2C9,2.898512752,1.216709,3.88600925,OCNT-2308613,1.7670918285962094,0.15198524473777955,0.7795953305962094,0.17323380208979844,True,False,True,False,False,344.4840000000001,2.9906000000000015,61.02,24,4,0.5555555555555556,0.45714285714285713,O=C(NCC1CCN(Cc2cccs2)CC1)c1cc(C2CC2)[nH]n1,0,2.66930025
GENBLLCBSGBWSV-UHFFFAOYSA-N,CYP2C9,4.434269245,3.86219,5.200069,OCNT-2308860,0.3181657968049684,0.29478738317008013,0.00645843428944983,0.16241888131649804,False,False,False,True,False,314.23799999999994,3.256000000000002,51.22,22,2,0.14285714285714285,0.40625,O=C(Nc1ccccc1)c1ccccn1,0,1.337879
GEOKSNFMIXLLLK-UHFFFAOYSA-N,CYP2C9,4.391836107,4.02679375,4.90172175,OCNT-2317681,0.12850677169124963,0.15097015112532974,0.008296043611241616,0.16187749990481334,False,True,False,True,False,349.4600000000002,3.2890000000000024,81.07000000000001,24,3,0.5625,0.4411764705882353,O=C(Nc1cn[nH]c1)Nc1nc2c(s1)CCCCCC2,0,0.8749279999999997
GFMDVFVOJOPHQC-UHFFFAOYSA-N,CYP2C9,4.22619845,3.861911,4.69862975,OCNT-2316319,0.1653852940513607,0.20455937162603635,0.017543799293983,0.19285785901120225,False,False,False,True,False,299.334,1.1876,112.9,22,3,0.26666666666666666,0.4583333333333333,O=C(NC1CCc2cn[nH]c2C1)c1ccccc1,-1,0.8367187500000002
