descriptor,nan_count,nan_rate
AATSC4s,0,0.0
AATSC3s,0,0.0
AATSC2s,0,0.0
AATSC1s,0,0.0
AATSC0s,0,0.0
AATSC5d,0,0.0
AATSC4d,0,0.0
AATSC3d,0,0.0
AATSC2d,0,0.0
AATSC3m,0,0.0
AATSC5m,0,0.0
ATSC4pe,0,0.0
AATSC0v,0,0.0
AATSC1are,0,0.0
AATSC0are,0,0.0
AATSC5pe,0,0.0
AATSC4pe,0,0.0
AATSC3pe,0,0.0
AATSC2pe,0,0.0
AATSC1pe,0,0.0
AATSC0pe,0,0.0
AATSC5se,0,0.0
AATSC4se,0,0.0
AATSC3se,0,0.0
AATSC2se,0,0.0
AATSC1se,0,0.0
AATSC0se,0,0.0
AATSC5v,0,0.0
AATSC4v,0,0.0
AATSC3v,0,0.0
AATSC2v,0,0.0
AATSC1v,0,0.0
AATSC1d,0,0.0
AATSC0d,0,0.0
AATSC5dv,0,0.0
AATSC4dv,0,0.0
ATSC5p,0,0.0
ATSC4p,0,0.0
ATSC3p,0,0.0
ATSC2p,0,0.0
ATSC1p,0,0.0
ATSC0p,0,0.0
ATSC8are,0,0.0
ATSC7are,0,0.0
ATSC6are,0,0.0
ATSC5are,0,0.0
ATSC4are,0,0.0
ATSC3are,0,0.0
ATSC2are,0,0.0
ATSC1are,0,0.0
ATSC0are,0,0.0
ATSC8pe,0,0.0
ATSC7pe,0,0.0
ATSC6pe,0,0.0
ATSC5pe,0,0.0
ATSC6p,0,0.0
ATSC7p,0,0.0
ATSC8p,0,0.0
AATSC1c,0,0.0
AATSC3dv,0,0.0
AATSC2dv,0,0.0
AATSC1dv,0,0.0
AATSC0dv,0,0.0
AATSC5c,0,0.0
AATSC4c,0,0.0
AATSC3c,0,0.0
AATSC2c,0,0.0
AATSC0c,0,0.0
ATSC0i,0,0.0
ATSC8i,0,0.0
ATSC7i,0,0.0
ATSC6i,0,0.0
ATSC5i,0,0.0
ATSC4i,0,0.0
ATSC3i,0,0.0
ATSC2i,0,0.0
ATSC1i,0,0.0
AATS2are,0,0.0
AATS0are,0,0.0
AATSC3are,0,0.0
ATS6Z,0,0.0
ATS4Z,0,0.0
ATS3Z,0,0.0
ATS2Z,0,0.0
ATS1Z,0,0.0
ATS0Z,0,0.0
ATS8s,0,0.0
ATS7s,0,0.0
ATS6s,0,0.0
ATS5s,0,0.0
ATS4s,0,0.0
ATS3s,0,0.0
ATS2s,0,0.0
ATS1s,0,0.0
ATS0s,0,0.0
ATS8d,0,0.0
ATS7d,0,0.0
ATS6d,0,0.0
ATS5d,0,0.0
ATS4d,0,0.0
ATS5Z,0,0.0
ATS7Z,0,0.0
ATS2d,0,0.0
ATS8Z,0,0.0
ATS0se,0,0.0
ATS8v,0,0.0
ATS7v,0,0.0
ATS6v,0,0.0
ATS5v,0,0.0
ATS4v,0,0.0
ATS3v,0,0.0
ATS2v,0,0.0
ATS1v,0,0.0
ATS0v,0,0.0
ATS8m,0,0.0
ATS7m,0,0.0
ATS6m,0,0.0
ATS5m,0,0.0
ATS4m,0,0.0
ATS3m,0,0.0
ATS2m,0,0.0
ATS1m,0,0.0
ATS0m,0,0.0
ATS3d,0,0.0
ATS1d,0,0.0
AATS5pe,0,0.0
nHetero,0,0.0
nSpiro,0,0.0
nHeavyAtom,0,0.0
nAtom,0,0.0
nAromBond,0,0.0
nAromAtom,0,0.0
VR3_A,0,0.0
VR2_A,0,0.0
VR1_A,0,0.0
VE3_A,0,0.0
VE2_A,0,0.0
VE1_A,0,0.0
LogEE_A,0,0.0
SpMAD_A,0,0.0
SpAD_A,0,0.0
SpDiam_A,0,0.0
SpMax_A,0,0.0
SpAbs_A,0,0.0
nBase,0,0.0
nAcid,0,0.0
nBridgehead,0,0.0
nH,0,0.0
ATS0d,0,0.0
nB,0,0.0
ATS8dv,0,0.0
ATS7dv,0,0.0
ATS6dv,0,0.0
ATS5dv,0,0.0
ATS4dv,0,0.0
ATS3dv,0,0.0
ATS2dv,0,0.0
ATS1dv,0,0.0
ATS0dv,0,0.0
nX,0,0.0
nI,0,0.0
nBr,0,0.0
nCl,0,0.0
nF,0,0.0
nP,0,0.0
nS,0,0.0
nO,0,0.0
nN,0,0.0
nC,0,0.0
ATS1se,0,0.0
ATS2se,0,0.0
ATS3se,0,0.0
AATS1m,0,0.0
AATS5Z,0,0.0
AATS4Z,0,0.0
AATS3Z,0,0.0
AATS2Z,0,0.0
AATS1Z,0,0.0
AATS0Z,0,0.0
AATS5s,0,0.0
AATS4s,0,0.0
AATS3s,0,0.0
AATS2s,0,0.0
AATS1s,0,0.0
AATS0s,0,0.0
AATS5d,0,0.0
AATS4d,0,0.0
AATS3d,0,0.0
AATS2d,0,0.0
AATS1d,0,0.0
AATS0d,0,0.0
AATS5dv,0,0.0
AATS0m,0,0.0
AATS2m,0,0.0
ATS4se,0,0.0
AATS3m,0,0.0
AATS4pe,0,0.0
AATS3pe,0,0.0
AATS2pe,0,0.0
AATS1pe,0,0.0
AATS0pe,0,0.0
AATS5se,0,0.0
AATS4se,0,0.0
AATS3se,0,0.0
AATS2se,0,0.0
AATS1se,0,0.0
AATS0se,0,0.0
AATS5v,0,0.0
AATS4v,0,0.0
AATS3v,0,0.0
AATS2v,0,0.0
AATS1v,0,0.0
AATS0v,0,0.0
AATS5m,0,0.0
AATS4m,0,0.0
AATS4dv,0,0.0
AATS3dv,0,0.0
AATS2dv,0,0.0
AATS1dv,0,0.0
ATS5are,0,0.0
ATS4are,0,0.0
ATS3are,0,0.0
ATS2are,0,0.0
ATS1are,0,0.0
ATS0are,0,0.0
ATS8pe,0,0.0
ATS7pe,0,0.0
ATS6pe,0,0.0
ATS5pe,0,0.0
ATS4pe,0,0.0
ATS3pe,0,0.0
ATS2pe,0,0.0
ATS1pe,0,0.0
ATS0pe,0,0.0
ATS8se,0,0.0
ATS7se,0,0.0
ATS6se,0,0.0
ATS5se,0,0.0
ATS6are,0,0.0
ATS7are,0,0.0
ATS8are,0,0.0
ATS1i,0,0.0
AATS0dv,0,0.0
ATS8i,0,0.0
ATS7i,0,0.0
ATS6i,0,0.0
ATS5i,0,0.0
ATS4i,0,0.0
ATS3i,0,0.0
ATS2i,0,0.0
ATS0i,0,0.0
ATS0p,0,0.0
ATS8p,0,0.0
ATS7p,0,0.0
ATS6p,0,0.0
ATS5p,0,0.0
ATS4p,0,0.0
ATS3p,0,0.0
ATS2p,0,0.0
ATS1p,0,0.0
AATSC2are,0,0.0
AATSC4are,0,0.0
SpAbs_D,0,0.0
SpMax_Dzi,0,0.0
VR3_Dzp,0,0.0
VR2_Dzp,0,0.0
VR1_Dzp,0,0.0
VE3_Dzp,0,0.0
VE2_Dzp,0,0.0
VE1_Dzp,0,0.0
SM1_Dzp,0,0.0
LogEE_Dzp,0,0.0
SpMAD_Dzp,0,0.0
SpAD_Dzp,0,0.0
SpDiam_Dzp,0,0.0
SpMax_Dzp,0,0.0
SpAbs_Dzp,0,0.0
VR3_Dzare,0,0.0
VR2_Dzare,0,0.0
VR1_Dzare,0,0.0
VE3_Dzare,0,0.0
VE2_Dzare,0,0.0
VE1_Dzare,0,0.0
SpAbs_Dzi,0,0.0
SpDiam_Dzi,0,0.0
LogEE_Dzare,0,0.0
SpAD_Dzi,0,0.0
nBondsKD,0,0.0
nBondsKS,0,0.0
nBondsM,0,0.0
nBondsA,0,0.0
nBondsT,0,0.0
nBondsD,0,0.0
nBondsS,0,0.0
nBondsO,0,0.0
nBonds,0,0.0
BertzCT,0,0.0
VR3_Dzi,0,0.0
VR2_Dzi,0,0.0
VR1_Dzi,0,0.0
VE3_Dzi,0,0.0
VE2_Dzi,0,0.0
VE1_Dzi,0,0.0
SM1_Dzi,0,0.0
LogEE_Dzi,0,0.0
SpMAD_Dzi,0,0.0
SM1_Dzare,0,0.0
SpMAD_Dzare,0,0.0
VR2_Dzm,0,0.0
VE1_Dzse,0,0.0
LogEE_Dzse,0,0.0
SpMAD_Dzse,0,0.0
SpAD_Dzse,0,0.0
SpDiam_Dzse,0,0.0
SpMax_Dzse,0,0.0
SpAbs_Dzse,0,0.0
VR3_Dzv,0,0.0
VR2_Dzv,0,0.0
VR1_Dzv,0,0.0
VE3_Dzv,0,0.0
VE2_Dzv,0,0.0
VE1_Dzv,0,0.0
SM1_Dzv,0,0.0
LogEE_Dzv,0,0.0
SpMAD_Dzv,0,0.0
SpAD_Dzv,0,0.0
SpDiam_Dzv,0,0.0
SpMax_Dzv,0,0.0
SpAbs_Dzv,0,0.0
SM1_Dzse,0,0.0
VE2_Dzse,0,0.0
SpAD_Dzare,0,0.0
VE3_Dzse,0,0.0
SpDiam_Dzare,0,0.0
SpMax_Dzare,0,0.0
SpAbs_Dzare,0,0.0
VR3_Dzpe,0,0.0
VR2_Dzpe,0,0.0
VR1_Dzpe,0,0.0
VE3_Dzpe,0,0.0
VE2_Dzpe,0,0.0
VE1_Dzpe,0,0.0
SM1_Dzpe,0,0.0
LogEE_Dzpe,0,0.0
SpMAD_Dzpe,0,0.0
SpAD_Dzpe,0,0.0
SpDiam_Dzpe,0,0.0
SpMax_Dzpe,0,0.0
SpAbs_Dzpe,0,0.0
VR3_Dzse,0,0.0
VR2_Dzse,0,0.0
VR1_Dzse,0,0.0
RNCG,0,0.0
RPCG,0,0.0
C1SP1,0,0.0
MZ,0,0.0
Sp,0,0.0
Sare,0,0.0
Spe,0,0.0
Sse,0,0.0
Sv,0,0.0
Sm,0,0.0
SZ,0,0.0
AXp-3dv,0,0.0
AXp-2dv,0,0.0
AXp-1dv,0,0.0
AXp-0dv,0,0.0
Xp-7dv,0,0.0
Xp-6dv,0,0.0
Xp-5dv,0,0.0
Xp-4dv,0,0.0
Xp-3dv,0,0.0
Xp-2dv,0,0.0
Xp-1dv,0,0.0
Xp-0dv,0,0.0
Si,0,0.0
Mm,0,0.0
C2SP1,0,0.0
Mv,0,0.0
DetourIndex,0,0.0
VR3_Dt,0,0.0
VR2_Dt,0,0.0
VR1_Dt,0,0.0
VE3_Dt,0,0.0
VE2_Dt,0,0.0
VE1_Dt,0,0.0
SM1_Dt,0,0.0
LogEE_Dt,0,0.0
SpMAD_Dt,0,0.0
SpAD_Dt,0,0.0
SpDiam_Dt,0,0.0
SpMax_Dt,0,0.0
SpAbs_Dt,0,0.0
Mi,0,0.0
Mp,0,0.0
Mare,0,0.0
Mpe,0,0.0
Mse,0,0.0
AXp-3d,0,0.0
AXp-2d,0,0.0
AXp-1d,0,0.0
AXp-0d,0,0.0
Xch-7dv,0,0.0
Xch-6dv,0,0.0
Xch-5dv,0,0.0
Xch-4dv,0,0.0
Xch-3dv,0,0.0
Xch-7d,0,0.0
Xch-6d,0,0.0
Xch-5d,0,0.0
Xch-4d,0,0.0
Xch-3d,0,0.0
FCSP3,0,0.0
HybRatio,0,0.0
C4SP3,0,0.0
C3SP3,0,0.0
C2SP3,0,0.0
C1SP3,0,0.0
C3SP2,0,0.0
C2SP2,0,0.0
C1SP2,0,0.0
Xc-3d,0,0.0
Xc-4d,0,0.0
Xc-5d,0,0.0
Xpc-6dv,0,0.0
Xp-7d,0,0.0
Xp-6d,0,0.0
Xp-5d,0,0.0
Xp-4d,0,0.0
Xp-3d,0,0.0
Xp-2d,0,0.0
Xp-1d,0,0.0
Xp-0d,0,0.0
Xpc-5dv,0,0.0
ABCGG,0,0.0
Xpc-4dv,0,0.0
Xpc-6d,0,0.0
Xpc-5d,0,0.0
Xpc-4d,0,0.0
Xc-6dv,0,0.0
Xc-5dv,0,0.0
Xc-4dv,0,0.0
Xc-3dv,0,0.0
VR3_Dzm,0,0.0
VR1_Dzm,0,0.0
AATSC5are,0,0.0
MATS5p,0,0.0
MATS3p,0,0.0
MATS2p,0,0.0
MATS1p,0,0.0
MATS5are,0,0.0
MATS4are,0,0.0
MATS3are,0,0.0
MATS2are,0,0.0
MATS1are,0,0.0
MATS5pe,0,0.0
MATS4pe,0,0.0
MATS3pe,0,0.0
MATS2pe,0,0.0
MATS1pe,0,0.0
MATS5se,0,0.0
MATS4se,0,0.0
MATS3se,0,0.0
MATS2se,0,0.0
MATS1se,0,0.0
MATS5v,0,0.0
MATS4p,0,0.0
MATS1i,0,0.0
MATS3v,0,0.0
MATS2i,0,0.0
GATS1s,0,0.0
GATS5d,0,0.0
GATS4d,0,0.0
GATS3d,0,0.0
GATS2d,0,0.0
GATS1d,0,0.0
GATS5dv,0,0.0
GATS4dv,0,0.0
GATS3dv,0,0.0
GATS2dv,0,0.0
GATS1dv,0,0.0
GATS5c,0,0.0
GATS4c,0,0.0
GATS3c,0,0.0
GATS2c,0,0.0
GATS1c,0,0.0
MATS5i,0,0.0
MATS4i,0,0.0
MATS3i,0,0.0
MATS4v,0,0.0
MATS2v,0,0.0
VE3_Dzm,0,0.0
MATS4dv,0,0.0
MATS2dv,0,0.0
MATS1dv,0,0.0
MATS5c,0,0.0
MATS4c,0,0.0
MATS3c,0,0.0
MATS2c,0,0.0
MATS1c,0,0.0
AATSC5i,0,0.0
AATSC4i,0,0.0
AATSC3i,0,0.0
AATSC2i,0,0.0
AATSC1i,0,0.0
AATSC0i,0,0.0
AATSC5p,0,0.0
AATSC4p,0,0.0
AATSC3p,0,0.0
AATSC2p,0,0.0
AATSC1p,0,0.0
AATSC0p,0,0.0
MATS3dv,0,0.0
MATS5dv,0,0.0
MATS1v,0,0.0
MATS1d,0,0.0
MATS5m,0,0.0
MATS4m,0,0.0
MATS3m,0,0.0
MATS2m,0,0.0
MATS1m,0,0.0
MATS5Z,0,0.0
MATS4Z,0,0.0
MATS3Z,0,0.0
MATS2Z,0,0.0
MATS1Z,0,0.0
MATS5s,0,0.0
MATS4s,0,0.0
MATS3s,0,0.0
MATS2s,0,0.0
MATS1s,0,0.0
MATS5d,0,0.0
MATS4d,0,0.0
MATS3d,0,0.0
MATS2d,0,0.0
GATS2s,0,0.0
GATS3s,0,0.0
GATS4s,0,0.0
SpAbs_DzZ,0,0.0
BCUTi-1l,0,0.0
BCUTi-1h,0,0.0
BCUTp-1l,0,0.0
BCUTp-1h,0,0.0
BCUTare-1l,0,0.0
BCUTare-1h,0,0.0
BCUTpe-1l,0,0.0
BCUTpe-1h,0,0.0
BCUTse-1l,0,0.0
BCUTse-1h,0,0.0
BCUTv-1l,0,0.0
BCUTv-1h,0,0.0
BCUTm-1l,0,0.0
BCUTm-1h,0,0.0
BCUTZ-1l,0,0.0
BCUTZ-1h,0,0.0
BCUTs-1l,0,0.0
BCUTs-1h,0,0.0
BCUTd-1l,0,0.0
BalabanJ,0,0.0
SpMax_DzZ,0,0.0
GATS5s,0,0.0
SpDiam_DzZ,0,0.0
VE2_Dzm,0,0.0
VE1_Dzm,0,0.0
SM1_Dzm,0,0.0
LogEE_Dzm,0,0.0
SpMAD_Dzm,0,0.0
SpAD_Dzm,0,0.0
SpDiam_Dzm,0,0.0
SpMax_Dzm,0,0.0
SpAbs_Dzm,0,0.0
VR3_DzZ,0,0.0
VR2_DzZ,0,0.0
VR1_DzZ,0,0.0
VE3_DzZ,0,0.0
VE2_DzZ,0,0.0
VE1_DzZ,0,0.0
SM1_DzZ,0,0.0
LogEE_DzZ,0,0.0
SpMAD_DzZ,0,0.0
SpAD_DzZ,0,0.0
BCUTd-1h,0,0.0
BCUTdv-1l,0,0.0
BCUTdv-1h,0,0.0
BCUTc-1l,0,0.0
GATS4se,0,0.0
GATS3se,0,0.0
GATS2se,0,0.0
GATS1se,0,0.0
GATS5v,0,0.0
GATS4v,0,0.0
GATS3v,0,0.0
GATS2v,0,0.0
GATS1v,0,0.0
GATS5m,0,0.0
GATS4m,0,0.0
GATS3m,0,0.0
GATS2m,0,0.0
GATS1m,0,0.0
GATS5Z,0,0.0
GATS4Z,0,0.0
GATS3Z,0,0.0
GATS2Z,0,0.0
GATS1Z,0,0.0
GATS5se,0,0.0
GATS1pe,0,0.0
GATS2pe,0,0.0
GATS3p,0,0.0
BCUTc-1h,0,0.0
GATS5i,0,0.0
GATS4i,0,0.0
GATS3i,0,0.0
GATS2i,0,0.0
GATS1i,0,0.0
GATS5p,0,0.0
GATS4p,0,0.0
GATS2p,0,0.0
GATS3pe,0,0.0
GATS1p,0,0.0
GATS5are,0,0.0
GATS4are,0,0.0
GATS3are,0,0.0
GATS2are,0,0.0
GATS1are,0,0.0
GATS5pe,0,0.0
GATS4pe,0,0.0
mZagreb2,0,0.0
