canonical_smiles,CYP1A2_pIC50_direct_inhibition,CYP2C9_pIC50_direct_inhibition,CYP2D6_pIC50_direct_inhibition,CYP3A4_pIC50_direct_inhibition,CYP1A2_AID1851_max_inhibition,CYP2C9_AID1851_max_inhibition,CYP2D6_AID1851_max_inhibition,CYP3A4_AID1851_max_inhibition,chemprop_split
Cc1ccc2c(c1)N(CCC(=O)NCc1cccnc1)C(=O)CO2,,,,,94.4286,65.4974,38.1326,99.5419,train
c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,,,,,38.0056,52.2738,87.0579,12.3101,train
O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccccc1,,,,,18.6762,66.4996,74.4216,-12.5375,train
CN(C)CCNC(=O)c1cc(Br)ccc1Cl,,,,,62.6385,-21.2754,18.4305,12.1397,train
NC(=S)NCCC[C@@H](N)C(=O)O,,,,,14.73,55.15,2.001,35.5054,train
O=C(Nc1cnc2ccccc2c1)c1cccc(-n2cnnn2)c1,,,,,93.7541,14.6008,34.141,-20.0617,train
COc1ccccc1CNc1ncnc2ccc(-c3ccccc3OC)cc12,,,,,98.2,66.82,25.78,108.10995999999993,train
Nc1c(Cl)ncnc1N1CCOCC1,,,,,4.8732,16.3335,-0.615,1.5139,train
Cc1cc2nc(C3CCN(Cc4nnnn4Cc4ccccc4)CC3)[nH]c2cc1C,,,,,41.3643,43.1917,77.948,47.0419,train
Cc1ccc(C)n1NC(=O)c1ccccc1,,,,,14.8648,46.5704,10.8937,60.5616,train
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCc4c[nH]c5cc(F)ccc45)c3C[C@H]2CN1C(=O)c1ccccc1,,,,,24.09,80.77,-0.6779,88.3121,train
CCN(CC)C(=O)c1cc2cc([N+](=O)[O-])ccc2s1,,,,,110.923,32.6018,21.8658,-20.4446,train
Cc1cc(/C=C(/C#N)C(=O)Nc2ccccc2)c(C)n1-c1cccnc1,,,,,39.1486,-13.1192,-3.4244,-23.4867,train
Oc1ccc(C(=S)N2CCCCCC2)cc1,,,,,41.361,39.5141,17.0738,-4.5926,train
COC(=O)c1ccc(N=C2S/C(=C\c3cc(C)n(-c4cccnc4)c3C)C(=O)N2C)cc1,,,,,14.4233,66.3167,32.3827,91.6388,train
COc1ccc(C(=O)N2CCC[C@@]3(CCN(c4cccc(-c5ccccc5)c4)C3)C2)cc1,,,,,57.37,25.28,6.878,73.0028,train
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,,,,,35.81,2.99,94.1,63.2206,train
COc1ccc(C2CC(=O)c3cnc(Nc4cc(C)cc(C)c4)nc3C2)cc1,,,,,63.1572,99.7718,11.5614,93.4154,train
O=C(Cc1ccccc1)N[C@@H](Cc1ccccc1)c1nc2ccccc2[nH]1,,,,,34.2442,89.1283,78.1968,74.9902,train
COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,,,,,11.51,8.349,94.42,96.7093,train
CS(=O)(=O)O.O[C@@H](c1cc(C(F)(F)F)nc2c(Cl)cc(Cl)cc12)[C@@H]1CCCCN1,,,,,70.41,-0.5137,52.83,21.0419,train
Cl.O=C(NCCCn1ccnc1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,,,,,59.2379,90.577,81.1297,104.005,train
NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](CC1CCCC1)NS2(=O)=O,,,,,7.47,-121.8,1.297,27.9709,train
C/C(CC(=O)NC1CCCC1)=N\NC(=O)Cc1cccs1,,,,,21.3425,10.1237,-10.5648,37.4333,train
CCOC(=O)c1c(C)nc2sc3c(=O)n(-c4ccc(C(C)=O)cc4)nnc3c2c1-c1ccc(Cl)cc1,,,,,0.127,38.1401,-0.7828,-75.015344,train
CSc1nc(C)c2c(n1)N(c1ccc(C(F)(F)F)cc1)CC2,,,,,99.1759,10.2565,-7.9839,9.8302,train
COc1ccc(/C=N\NC(=O)C2C(=O)NCC2c2ccccc2)cc1O,,,,,28.1715,39.1653,55.408,33.4234,train
Sc1ccc2ccccc2c1CNCc1ccccc1,,,,,108.2,50.24,84.01,20.4563,train
CCOC(=O)c1ccc(N)cc1,,,,,93.95,13.79,7.436,38.0448,train
COC(=O)[C@H]1[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,,,,,13.15,-1.6,0.7337,18.7763,train
COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,,,,,42.04,-10.0125,60.4,6.0939499999999995,train
COC(=O)[C@@H]1[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,,,,,22.41716666666667,14.675833333333337,68.50666666666667,17.682100000000002,train
Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(NCc1ccccc1)C(Cl)(Cl)Cl,,,,,52.3017,53.2401,19.6733,60.1973,train
Cc1cnc(CNc2ncnc3ccc(-c4ccoc4)cc23)cn1,,,,,89.98,-11.85,30.9,68.1013,train
O=c1oc2cc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)cc3[N+](=O)[O-])ccc2c2c1CCCC2,,,,,82.2951,11.9416,34.2381,86.1815,train
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,,,,,4.137666666666667,-1.1916666666666669,58.55666666666667,18.4176,train
O=c1cnc2cncnc2n1Cc1ccc(F)cc1,,,,,60.18,24.39,14.03,45.2419,train
CCOC(=O)C1CCCN(C/C=C/c2ccccc2[N+](=O)[O-])C1,,,,,98.299,38.037,100.3290399999999,41.6533,train
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,,,,,26.71,16.57,23.92,15.9893,train
CC(C)NC(=O)N1CC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,,,,,9.069,13.9,-0.2227,13.8286,train
O=C(c1ccncc1)N1CCC[C@@]2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,,,,,9.409,13.38,58.29,83.0853,train
CC(CO)(CO)N=Cc1cc(I)cc(I)c1O,,,,,30.41,38.13,-3.558,15.2085,train
CC(C)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,3.448,13.0,9.519,61.8921,train
CCCCCCCCCCCCC/C=C\[C@@H](O)[C@H](CO)NC(C)=O,,,,,61.69,85.53,35.17,16.3169,train
C[C@H]1CC[C@@H]2[C@@H](C)C(=O)O[C@H]3O[C@@]4(C)CC[C@H]1[C@@]32OO4,,,,,96.15,4.296,0.6221,0.4911,train
COc1ccc(Oc2ncc3nc(-c4ccc(OC)cc4)c(=O)n(CCC#N)c3n2)cc1,,,,,62.72,8.163,5.628,101.47,train
COc1ccc2cc(CCC(C)=O)ccc2c1,,,,,107.2,16.85,4.418,37.7659,train
COc1cc(CNC(C)(C)CO)ccc1OCC(=O)Nc1ccc(Br)cc1,,,,,55.5525,39.4187,93.1867,-0.8967,train
CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,,,,,7.261,-14.770666666666664,61.46153333333333,-10.994666666666667,train
CCCCn1nc2cc(C(=O)NC3CCCc4ccccc43)ccc2c1OCC,,,,,32.4941,58.1692,47.6258,66.6424,train
CC1(C)C(=O)C(c2ccccc2)=C2CN3C(=O)N(CCc4ccccc4)C(=O)C3(Cc3ccc(F)cc3)C=C21,,,,,30.48,54.58,-3.534,84.1624,train
NCCOB(c1ccccc1)c1ccccc1,,,,,85.8,20.04,-0.8525,86.4941,train
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccccc1)c2-c1ccccc1,,,,,30.35,91.17,14.27,24.8589,train
COC(=O)C(NC(=O)c1ccccc1)=C1C=C(C)OC(C)=C1,,,,,34.7889,8.9538,-29.327624,34.6444,train
CS(=O)(=O)Nc1cccc(-c2cncnc2-n2ccnc2)c1,,,,,74.99,-10.06,7.896,97.9782,train
CCOc1ccc(NC(=O)C(=O)NCC2CCCN2CC)cc1,,,,,-13.201096000000001,22.5055,7.5798,4.4213,train
CCC(CC)C(=O)NCc1ccc2c(c1)cc(C)n2C,,,,,49.5447,-124.421,31.8969,59.3345,train
CCCCCCCCn1cc(C(C)=O)c(=O)[nH]c1=O,,,,,84.2505,47.193,17.1188,12.5398,train
COc1cc(/C=N/NC(=O)CN2CC(c3ccccc3)CC2=O)ccc1OC(=O)N(C)C,,,,,10.2185,-134.717,1.4573,11.7691,train
CCOc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1OCc1ccc(C(=O)O)o1,,,,,39.3788,100.028,13.4562,-13.3273,train
CC(=O)NCCNc1ncnc2ccc(-c3ccccc3C)cc12,,,,,116.28543999999997,0.544,68.31,71.2366,train
CN(C)c1ccc(-c2nc(NCc3cccnc3)c3ccccc3n2)cc1,,,,,95.95,31.71,67.46,82.4828,train
CCNC(=O)O/N=C(\C)c1sc(-c2ccccc2)nc1C,,,,,83.0046,93.9044,47.2377,25.8758,train
N#CSc1ccc2oc(C3=NCCN3)cc2c1,,,,,25.74,9.758,28.68,39.9781,train
Cc1ccccc1NC(=O)C1CC(=O)N(c2ccc3c4c(cccc24)CC3)C1,,,,,44.0365,-12.2386,28.0259,85.3533,train
CCOC(=O)C[C@@H](C(=O)OCC)[C@@H]1CCCCC1=O,,,,,6.198,-19.78,80.34,10.4104,train
Cc1[nH]c2ccccc2c1C(=O)/C=C/c1ccccc1,,,,,116.28543999999997,121.17884,100.3290399999999,90.3793,train
COc1cccc(OC)c1C(=O)Nc1ccc2c3c(cccc13)CC2,,,,,73.8603,-184.27924000000002,1.581,18.6157,train
COC(=O)[C@@H]1C(O)[C@@H](C(=O)OC)[C@H](C)N(C)[C@@H]1C,,,,,14.13,-9.624,-2.795,6.6544,train
Oc1cccnc1CN1CCCCC1,,,,,14.36,-14.02,-10.17,7.8441,train
C[C@H](N[C@@H](C)COc1ccccc1)[C@H](O)c1ccc(O)cc1,,,,,79.32,13.1,91.4,12.4208,train
CC1=C(C#N)C(Nc2ccc(Cl)cn2)(C(F)(F)F)C(=O)N1,,,,,10.5547,79.9374,11.2608,40.4563,train
COc1ccc(-n2c3c(c(=O)[nH]c2=O)C(C(F)(F)F)(C(F)(F)F)N=C(CC(C)C)N3)cc1,,,,,32.2162,52.1697,-12.1372,30.3341,train
COC(=O)c1nn(-c2ccccc2)c(=O)cc1Oc1ccccc1,,,,,82.6721,81.0591,9.5299,20.8522,train
CC(C)c1ccccc1S(=O)c1ccccc1C(C)(C)O,,,,,10.74,18.17,12.85,54.1865,train
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1cccc(N=C=S)c1,,,,,22.66,-5.987,-11.78,82.7436,train
Oc1oc(-c2ccccc2)nc1C=Nc1ccccc1,,,,,75.1909,66.6261,-4.4615,39.4868,train
CC(=O)N1CCN(C(=O)CC2OC(=O)c3ccccc32)CC1,,,,,42.4258,77.0172,24.0871,76.4048,train
COc1cccc(Cn2c(=O)c(C)nc3cnc(Oc4cccc(Cl)c4)nc32)c1,,,,,38.83,88.1,19.46,88.3352,train
CC1(C)Oc2ccc(NC(=O)c3ccco3)cc2O1,,,,,85.2114,93.1408,8.2983,1.6238,train
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccco2)C(=O)C1,,,,,3.4941,55.3911,-6.3408,24.6277,train
COc1ccc(S(=O)(=O)N/N=C(/C)c2cccc(NC(=O)c3ccccc3Cl)c2)cc1,,,,,57.0233,110.177,54.9934,100.483,train
N[C@H](Cc1ccc2oc3cc(=O)c4ccccc4c-3nc2c1)C(=O)O.O=[N+]([O-])O,,,,,109.5,13.68,14.61,32.5413,train
CC(C)NC(=O)N1CC[C@@]2(CCCN(C(=O)c3cccc(F)c3)C2)C1,,,,,-1.305,-6.726,-5.955,14.3177,train
O=C(c1ccncc1)N1CCC2(CC1)CN(c1ncccn1)C2,,,,,23.6,0.9651,51.8,26.5927,train
N[C@@H](CO)C(=O)NNCc1ccc(O)c(O)c1O,,,,,1.23585,24.147,2.681,22.466,train
COC(=O)c1cnn(C(=O)c2ccccc2Br)c1N,,,,,96.0941,41.2808,7.2619,-9.6989,train
CCC(C)NS(=O)(=O)c1ccc(OCC(=O)Nc2ccc3c(c2)OCCO3)cc1,,,,,11.8567,64.1725,22.9051,48.9398,train
CC(=O)Nc1cccc(N2C(=O)CCC2=O)c1,,,,,-1.3121,-14.1546,-7.1731,4.5823,train
O=C(Nc1cccc(Cl)c1)OCc1cn(-c2ccc(Cl)cc2)nn1,,,,,81.1901,13.459,-9.6329,46.8167,train
NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1,,,,,-1.8487,-1.6118,-8.0513,1.2834,train
COc1ccc(-n2c(=O)c(-c3cc(F)cc(F)c3)nc3cncnc32)cc1,,,,,45.51,-4.186,-4.126,68.8172,train
NC(N)=NOCC[C@H](N)C(=O)O.O.O=S(=O)(O)O,,,,,22.21,0.7423,-0.1763,7.4156,train
O=C(CNS(=O)(=O)c1ccc(Br)s1)N1CCC2(CC1)OCCO2,,,,,31.375,60.1568,8.6191,45.2108,train
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,,,,,31.04,50.08,1.576,-75.015344,train
C/C(CC(=O)NCc1ccco1)=N\NC(=O)Cc1ccccc1,,,,,4.0168,20.4637,-0.914,30.5274,train
O=C(O)CN1C(=O)O[C@@H](c2ccccc2)C1=O,,,,,8.742,-15.94,-0.3573,8.0781,train
COc1cccc(Cn2c(=O)c(-c3cccc(C#N)c3)nc3cnc(OC)nc32)c1,,,,,35.17,83.6,6.201,77.6363,train
NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H]([C@@H]1C[C@@H]3C=C[C@H]1C3)NS2(=O)=O,,,,,19.72,-0.8212,8.038,64.0595,train
CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,,,,,12.7773,21.2368,15.5768,74.0926,train
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccc(O)cc3)[C@@H]2SC1,,,,,0.0325,-2.091,-5.326,3.9689,train
Nc1nc(Br)c2c(F)cccc2c1-c1ccc(Cl)cc1,,,,,101.306,94.5073,57.6063,69.3062,train
O=C1CC(c2ccc(F)cc2)Cc2nc(NCC3CCCO3)ncc21,,,,,87.7172,110.903,15.2278,-46.8696,train
C/C(CC(=O)Nc1cc(Cl)ccc1Cl)=N\NC(N)=S,,,,,48.5982,-11.9331,29.8365,80.8053,train
O=S(=O)(Nc1nccs1)c1ccc([As](=O)(O)O)cc1,,,,,23.36,15.8,-20.28,11.9799,train
CCCN1C(=O)C(Cc2nc3ccccc3c(=O)n2C)c2ccccc21,,,,,36.698,110.131,46.7152,81.935,train
Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2N2CCc3ccccc3C2)cc1,,,,,61.3477,107.867,14.3048,78.7903,train
Cc1c(-c2nc(N)nc(C3CC3)c2C)nc(N)nc1C1CC1,,,,,4.185,3.47,-5.647,4.4538,train
c1ccc(NCCSc2nc3ccccc3s2)cc1,,,,,97.96,12.36,-1.985,25.8533,train
COc1cc2c(cc1OC)C(C(=O)N1CCN(c3ccccn3)CC1)C(c1cccs1)N(C)C2=O,,,,,36.4548,37.3173,6.6916,89.1972,train
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@@H]3C2)cc1,,,,,0.6847,-16.2,0.362,-10.8161,train
CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,,,,,62.63,-17.35,-2.794,42.3651,train
C=CCN(CC=C)C(=S)Nc1ccccc1,,,,,53.5934,11.8384,8.9083,16.5165,train
O=C(NCc1cccnc1)/C(=C/c1ccc(-c2cccc(Cl)c2)o1)S(=O)(=O)c1ccccc1,,,,,94.9902,121.17884,45.4422,96.0859,train
CSc1nc2cc(S(=O)(=O)N3CCCCC3)ccc2s1,,,,,41.98,29.2,-11.34,-50.1281,train
COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],,,,,86.2,71.58,16.16,42.336,train
Cc1cccc(C)c1NC1=NCCCS1,,,,,-0.20455,-9.996,40.68,24.7881,train
O=C(Nc1nc2ccc(F)cc2s1)C1CCCO1,,,,,96.8319,40.1133,-3.95,18.2092,train
Cc1ccc(-n2c(O)cnc2Nc2nc(C)cc(C)n2)cc1,,,,,88.9352,-4.2109,76.254,37.6999,train
O=S(=O)(N/N=C\c1ccc2c(c1)OCO2)c1ccc(Cl)cc1,,,,,104.231,121.17884,100.3290399999999,97.2566,train
COc1ccc2c(Cl)c(C(=O)NCCCn3ccnc3)sc2c1Cl,,,,,78.0258,82.8107,82.7276,101.054,train
COc1ccccc1CN1CCC2(CC1)CCN(C(C)=O)CC2,,,,,-13.06,-8.109,77.84,8.53,train
CCOc1ccc(C2C(C(=O)O)c3ccccc3C(=O)N2CCN2CCOCC2)cc1,,,,,19.0545,-7.7626,38.3138,12.344,train
C[N+](C)(C)CCOC(=O)CBr,,,,,9.399,-6.948,-10.93,-9.2007,train
O=c1cnc2cnc(N3CCOCC3)nc2n1Cc1ccc(F)cc1,,,,,98.4,55.49,9.25,57.2593,train
Cn1c(-c2ccc(F)cc2)cnc1NCc1ccc(F)cc1,,,,,49.6646,39.1643,67.1969,-21.4476,train
COc1cccc(OCC(=O)NN=C2c3ccccc3-c3ccccc32)c1,,,,,72.2602,8.1319,15.8599,99.7764,train
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cccc21,,,,,18.69,-5.477,2.424,1.2728,train
CN(CCC#N)C(=O)c1ccc(CNS(=O)(=O)c2ccc(F)cc2)cc1,,,,,30.3572,77.5604,63.0193,31.2811,train
COc1ccc2nc(/N=C\N(C)C)sc2c1,,,,,77.1359,42.5946,10.0823,29.5305,train
Cc1ccccc1Oc1ccc(-c2nc(N)nc(N)n2)cc1,,,,,60.5509,72.4134,15.1722,-4.6477,train
Cc1cc2c(cc1Cl)N(C(=O)Nc1ccnc3ccccc13)CC2,,,,,82.12,12.88,5.193,95.7863,train
Cc1c(N=Cc2ccc(Br)s2)cccc1[N+](=O)[O-],,,,,68.2443,10.1986,21.3992,6.5587,train
CCOC(=O)N/N=C\c1ccc([N+](=O)[O-])o1,,,,,75.5473,-18.8297,12.6301,11.697,train
CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C\[C@@H](OC)[C@H](C)/C=C\CC(=O)OC)C=C[C@@H]1Oc1ccc(OC)cc1,,,,,3.98,27.23,7.247,108.10995999999993,train
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCc4c[nH]c5ccc(O)cc45)c3C[C@H]2CN1C(=O)c1ccccc1,,,,,10.93,78.56,44.99,100.952,train
NCc1nnn(Cc2ccccc2)c1N.O=P(O)(O)O,,,,,-2.268,-13.78,-12.25,9.6759,train
COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,,,,,37.11,24.18,88.05,40.8755,train
O=C(Nc1ccc2c(c1)OCCO2)C1CCN(C(=O)c2ccccc2)CC1,,,,,12.0856,40.0924,-28.5897,-21.7933,train
Cc1ccc(S(=O)(=O)ON=C2CCN(S(=O)(=O)c3ccccc3)CC2)cc1,,,,,-13.1941,4.3468,26.7704,-9.5239,train
CN(CCc1ccc(Cl)c(Cl)c1)C[C@@H](O)COc1ccc(NS(C)(=O)=O)cc1,,,,,58.49,89.97,60.97,48.0736,train
COC(=O)/C=C\c1cc(O)ccc1O,,,,,86.55,97.17,4.402,17.0427,train
CCCc1cc(=O)oc2cc(OCc3nn[nH]n3)ccc12,,,,,78.3264,84.2667,1.0252,17.1605,train
COc1ccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4ccc(OC)cc4)C3)C2)cc1,,,,,56.96,31.18,-12.9,90.7895,train
CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2C(=O)C=C2[C@H]3C[C@](C)(C(=O)[O-])CC[C@]3(C)CC[C@@]21C.[Na+].[Na+],,,,,-0.8413,-2.602,0.5649,-4.688,train
O=c1cnc2cnc(Nc3ccccc3)nc2n1Cc1cccs1,,,,,101.3,46.27,1.106,102.213,train
CC(C)CN1CC2(CCN(C(=O)Oc3ccccc3)CC2)C1,,,,,1.373,-8.515,-11.23,5.8632,train
O=C(O)c1nnsc1COCc1ccccc1,,,,,12.15,2.961,-7.148,0.2867,train
CCC12CN3CC(CC)(CN(C1)C3c1cccnc1)C2=O,,,,,56.0022,-184.27924000000002,5.2887,48.4054,train
CCN(CC)C(=O)c1ccc(O)c(OC)c1,,,,,44.35,-3.468,-3.15,14.5856,train
CN(C)C(=C(C#N)C#N)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,,,,,69.3663,118.697,100.3290399999999,85.9947,train
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(-c3ccccc3)c2n1,,,,,39.58,-14.03,68.28,12.808,train
O=C(NC12CC3CC(CC(C3)C1)C2)C12CC3CC(C1)CC(n1cnc(Cl)n1)(C3)C2,,,,,11.9062,71.7922,31.2312,39.028,train
CCOC(=O)CC1NC(=O)c2ccccc21,,,,,49.387,12.6974,-11.6006,-6.9168,train
Cc1nn(C(=O)c2cccnc2)c(C)c1Sc1ccc(Br)cc1,,,,,86.4185,101.553,57.8806,37.258,train
CC(C)(C)C(=O)N1CCC(O)(CS(=O)(=O)Cc2ccc(Cl)cc2)CC1,,,,,-3.3851,1.3658,2.7188,37.9589,train
O=C(c1ccncc1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,,,,,54.16,41.63,83.8,-20.3814,train
CCn1c(O)c(/C=C2\C=Nc3ccccc32)sc1=Nc1ccc(C)cc1,,,,,33.6133,80.1708,21.9972,3.4081,train
O=S(=O)(c1ccccc1)N1CCCCC1c1cccnc1,,,,,6.918,-18.8726,14.3178,66.4965,train
Cl.OC(c1ccccc1)(c1ccc(F)cc1)C(c1ccccc1)N1CCOCC1,,,,,5.5713,86.3148,43.7803,94.2922,train
Cc1ccc(NS(=O)(=O)c2ccc(OCC(=O)Nc3cccc([N+](=O)[O-])c3)c(C)c2)cc1,,,,,56.7234,119.323,97.8759,97.3943,train
O=c1c2ccccc2ncn1CCCSc1ccccc1,,,,,113.528,108.695,53.1985,8.3407,train
Cc1cccc(-c2c3c(=O)n(C)c(=O)n(C)c3cn2C2CCCCC2)c1,,,,,28.156,92.0601,15.0782,78.0645,train
CN(C)CCCc1c2ccccc2nc2ccc(Cl)cc12.O=P(O)(O)O,,,,,92.48,-11.61,79.62,1.4055,train
CC(C)(C[C@@]1(C)NC(=O)NC1=O)OCc1ccccc1,,,,,12.14,-9.558,-1.806,6.1653,train
CCCc1nnc(SCC(=O)N2C(C)CCCC2C)n1CCCOC,,,,,-3.4735,13.8019,-0.1509,-8.8174,train
NC(N)=NS(=O)(=O)c1ccc(N)cc1,,,,,-1.991,-8.953,-4.318,31.2653,train
CC(=O)OCC1C2CC[C@H]3C(OCc4ccc(F)cc4C(F)(F)F)OC[C@]4(C)[C@H]3C2=C(CN4C(=O)OC(C)(C)C)[C@H](C)C1COC(C)=O,,,,,22.72,8.197,-2.475,76.4762,train
CCOC(=O)c1c(C(C)(C)C)oc2ccc(O)cc12,,,,,72.2555,70.4428,81.6564,-24.4753,train
CC(=O)Nc1ccc(-c2cc(-c3ccc(NC(C)=O)cc3)nc(-c3ccccc3)n2)cc1,,,,,-2.9566,10.9922,3.1673,4.3054,train
O=C(c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12)N1CCN(c2ccccn2)CC1,,,,,45.177,110.514,78.1627,7.4306,train
O=C(O)c1cc(C(=O)C(=O)c2cc(C(=O)O)c(O)c3ccccc23)c2ccccc2c1O,,,,,6.523,95.38,0.7766,22.6263,train
Cc1ccccc1C(=O)N/N=C/c1ccncc1,,,,,77.725,62.8118,38.6844,79.5241,train
CCC(=O)NNC(=O)CCC(=O)Nc1ccccc1,,,,,-2.6328,5.568,-18.0058,-0.8074,train
N#Cc1cccc(-c2nc3cnc(N4CCOCC4)nc3n(C[C@H]3CCCO3)c2=O)c1,,,,,33.49,-8.64,-12.78,0.4711,train
CN1CCN(NC(=O)c2cccc(F)c2)CC1,,,,,1.5253,39.8608,32.28,1.3708,train
CCN=C1NN=C(c2ccc(C)cc2)CS1,,,,,93.7023,86.0252,58.4475,91.5491,train
CCOC(=O)Nc1ccc(C(=O)NCC2CCCO2)cc1,,,,,46.8876,22.579,3.4075,-0.3179,train
O=C(NCc1ccccc1)c1onc(CSc2ccc(F)cc2)c1C(=O)NCCCN1CCOCC1,,,,,21.4416,108.647,92.7635,102.034,train
O=C(COc1ccc(Cl)cc1Cl)N/N=C/CCc1ccccc1,,,,,103.635,9.8906,56.6899,107.851,train
Cc1cnc(CNc2cc(-c3cccc(NS(C)(=O)=O)c3)ncn2)cn1,,,,,39.37,-21.17,-6.875,59.7287,train
Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCC2CCCO2)c1,,,,,60.8405,-25.6249,-28.3154,-2.6655,train
FC(F)(F)c1cccc(-c2nc3nc(Cl)c(Cl)nc3[nH]2)c1,,,,,95.43,78.52,1.57,32.3797,train
CN(C)Cc1nsc(N(C)C)n1,,,,,7.169,11.04,-6.581,3.2887,train
O=C(NCCOc1nc(N2CCOCC2)nc(N2CCOCC2)n1)Nc1ccccc1,,,,,4.3523,39.8687,-6.0712,41.0866,train
CSCC[C@H](NC(=O)CC(C)(C)C)c1nc2ccccc2[nH]1,,,,,6.7469,63.7548,2.2666,45.5019,train
Nc1nc(SCc2ccc([N+](=O)[O-])cc2)c2ncn([C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O)c2n1,,,,,8.58,-13.25,4.444,34.5296,train
O=C(Cn1ccc([N+](=O)[O-])n1)N1CCc2ccccc2C1,,,,,80.8467,18.7176,39.2626,33.9579,train
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(-c3ccccc3)c2n1,,,,,95.81,-19.55,21.04,14.7942,train
NC(N)=NC(N)=Nc1ccc(S(N)(=O)=O)cc1,,,,,9.798,4.008,-4.994,13.3348,train
CCCCNC(=O)CCC(=O)Nc1ccc2nc(N3CCOCC3)cc(C)c2c1,,,,,43.1925,47.4592,-0.3079,85.247,train
COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O)NS(=O)(=O)c1ccc(C)cc1,,,,,2.648,17.83,86.17,75.298,train
C[C@@H]1[C@H]2C=C[C@@H]1[C@@H](c1c3ccc(=O)c(O)c-3oc3c(O)c(O)ccc13)[C@@H]2C(=O)O,,,,,27.71,69.12,-2.678,0.3662,train
