canonical_smiles,CYP2C9_pIC50_direct_inhibition,chemprop_split
CC(C(=O)NC(N)=O)N1CCCC(Nc2ccccc2)C1,3.857084305,train
Cc1ccc(C(=O)Nc2ccc3c(c2)CN(CC(N)=O)CC3)c(Cl)c1,4.395840608,train
COc1ccccc1C1(CNC(=O)N2CCC(c3ccnn3C)CC2)CC1,4.564030705,train
CC1(C)C(=O)Nc2cc(C(=O)NC3CCCc4c(O)cccc43)ccc21,4.80196085,train
CN1CCN(C(=O)Cc2cccc(NC(=O)c3conc3C3CC3)c2)CC1,3.87244032,train
O=C(NC1CCOc2ccc(F)cc21)c1ccc(N2CCCC2)nn1,4.833429582,train
CCN(C)C(C(=O)NC1CCCN(c2ncccn2)C1)c1ccccc1,4.221872663,train
Cc1cc(N2CCCC(c3n[nH]c(-c4ccccc4)n3)C2)ncn1,4.48931728,train
COCC(=O)N1CCc2cc(NS(=O)(=O)c3cccc(OC)c3)ccc21,5.029456863,train
NC(=O)[C@H]1CN(C(=O)N2CCc3ccccc32)C[C@@H]1C(F)(F)F,4.116565827,train
Cn1cnc2c1c(=O)n(CC(=O)NCc1ccnc(-n3ccnc3)c1)c(=O)n2C,4.641022253,train
COC(=O)[C@@H]1CC[C@H](C(=O)NCCn2cc(-c3ccccc3)nn2)C1,3.295751517,val
COc1ccnc(N2CCC(NC(=O)c3ccccc3C)CC2)n1,4.968276033,train
CC1=C(C)CC(C(=O)NS(=O)(=O)c2cncc(Cl)c2)CC1,4.747596567,train
Cc1cc(C(=O)Nc2ncc(C3CCNCC3)s2)n(C2CCOCC2)n1,3.845818565,train
COc1ccnc(N2CCN(CC(=O)N3CCN(c4cnccn4)CC3)CC2)c1,3.698235332,train
O=C(NCc1ccc(-n2ccnc2)nc1)Nc1cc(F)cc(Cl)c1,6.158324037,train
CCn1cc(CNC(=O)N2CCC(Cc3ccccc3)CC2)nn1,4.514806463,val
Cc1ccc(C#N)cc1S(=O)(=O)N1CCOC(C2CCC2)C1,4.96162237,train
CC1Oc2c(cccc2C(=O)NC2COc3ccccc3C2)NC1=O,4.775703208,train
NC(=O)c1n[nH]c2ccc(NC(=O)c3nccc4ccccc34)cc12,4.686231272,train
CC(C)Oc1ccc(NC(=O)c2cccn3c(=O)[nH]nc23)c(Cl)c1,4.36194708,train
CCc1cc(N2CCN(CC(=O)Nc3ccc(F)cc3)CC2)ncn1,4.237639227,val
Cc1ccc2ncnc(NC3CCN(C(=O)c4ccco4)CC3)c2c1,4.584957825,train
Cc1cc(C(=O)NC2CCN(c3ncccc3F)CC2)c(C)o1,4.516829483,train
Cc1nc2ccc(N3CCC(c4ccncn4)CC3)nn2n1,4.96096473,train
CCc1nc(CC(=O)N2CCC(c3ncc(C)s3)CC2)cs1,4.514549963,train
Cc1cn(-c2ccc(F)cc2)nc1C(=O)Nc1ccc2[nH]nc(C(N)=O)c2c1,4.98122716,train
Cc1ccccc1C(=O)NC1CCN(c2cnc3ccccc3n2)CC1,4.668794633,train
COc1ccc2onc(CC(=O)Nc3cncnc3N3CCCC3)c2c1,4.68474084,train
COc1ccc(F)cc1CC(=O)NC(C)C1(N2CCOCC2)CCCC1,3.434805407,train
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3cccc(F)c3)C2)c1,4.476941662,train
CN1CCc2ccc(NC(=O)Cc3cccc(F)c3F)cc2C1=O,3.73569308,train
COCC1(C)CCN(CC(=O)Nc2nc3c(s2)CCCC3)CC1,4.385489642,train
CCn1nnnc1-c1cccc(NC(=O)C2CCCc3[nH]ncc32)c1,4.718979825,train
COc1ccc([C@@H]2OCC[C@H]2NC(=O)c2ccc(F)c(CSC)c2)cn1,4.63694511,train
Cc1cc(Cn2nnc(C(=O)NCc3ccc(Cl)cc3)c2C)on1,4.70664125,train
CCOc1ccc(CCC2CCN(CCn3cncn3)CC2)cc1,4.549163078,train
Cn1nccc1-c1cn(CC(=O)Nc2ccc3c(c2)CCC3)nn1,4.747628945,train
O=C(NCCNC(=O)c1cccc(-c2cccs2)n1)NC1CCCCC1,4.845993327,train
c1ccc(-n2nnc3c2CCN(CCc2ccc4c(c2)CCO4)C3)cc1,4.804308423,train
O=S(=O)(Nc1ccnn1C1CCC1)c1ccc2c(c1)CCCC2,4.883986017,val
COCc1nc(C(=O)NCc2cccnc2)c(-c2ccccc2)s1,4.275581293,val
O=C(Nc1ccnn1Cc1cnn(-c2ccccc2)c1)C(F)F,4.485032617,train
Cc1cccc2oc(C(=O)NCc3ccn(C4CCCC4)n3)cc12,5.07718481,train
O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ncccc1Cl,4.233222165,train
Cc1[nH]c2ccccc2c1C1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1,5.429136105,train
Cn1cc(C(=O)N[C@H]2c3ccccc3CC[C@H]2O)c2cc(F)ccc21,5.208209313,train
Cc1nccc(N2CCN(C(=O)c3cc4cccnc4s3)CC2)n1,3.174862055,val
Cn1nnn(CC(=O)NCc2ccccc2C(F)(F)F)c1=O,3.319901993,train
CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)Nc2c[nH]c(C(N)=O)c2)c1,4.49184202,train
CCn1c(=O)[nH]c2cc(C(=O)NC[C@H]3CCO[C@@H]3c3ccccc3)ccc2c1=O,4.070270208,train
O=C(c1cc[nH]c1)N1CCN(c2nc3ccccc3s2)CC1,4.491492863,val
O=S(=O)(c1ccc(-c2cccc3c2OCO3)cc1)N1CCNCC1,4.463557833,train
COc1ccc2[nH]c(C(=O)N3CCC(c4nnc5n4CCCC5)CC3)cc2c1,4.623044613,train
CS(=O)(=O)c1cc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1F,5.497380995,train
CN(c1ccccc1)C1CCN(c2ncc3c(n2)CCCC3)CC1,4.805213735,train
O=C(c1ccc(-n2ncc3ccccc32)cc1Cl)N1Cc2cccnc2N2C[C@H](O)C[C@H]2C1,5.347435468,val
O=C(N[C@H]1CCC[C@H]1Oc1cn[nH]c1)c1ncoc1C1CC1,4.637214522,train
COc1ccc2c(N3CCN(CCc4cnccn4)CC3)ncnc2c1F,3.993991235,train
CC(C)c1ccc(OCC(=O)NCCc2ccnc(N)c2)cc1,4.35343557,val
CC(C)(NC(=O)Nc1c2c(nn1-c1ccccc1)CCC2)c1nccs1,4.17308728,train
COc1cc(C(=O)N2CCCC3(CCCc4ccccc43)C2)ncn1,4.724873365,train
NC(=O)C1(CNC(=O)C2Cc3ccccc32)CCOCC1,3.684426708,train
COc1ccc(C2(NC(=O)C3Cc4ccccc43)CC2)cc1,4.571280785,val
COc1ccc(C(=O)N2CCN(c3cc(C)ccn3)CC2)nn1,3.215336372,train
Cc1oc(-c2cnn(C)c2)nc1C(=O)NC1(C)CC=CCC1,4.13930824,train
CCN(C)c1ccccc1Cn1c(=O)[nH]c2ccccc2c1=O,5.096937387,train
Cc1nc2c3ccccc3nc(SC(C)C(=O)N(C)C(C)C)n2n1,3.466541285,val
CON1CCC(Cc2nc(-c3ccc(F)c(F)c3)no2)CC1,4.065137697,train
CN1CCCCC(N(C)C(=O)Cc2ccc3c(c2)OCO3)C1=O,3.495170632,train
Cc1ccc(C(=O)Nc2nnc(C34CC5CC(CC(C5)C3)C4)s2)nn1,4.14926292,train
CN(Cc1cn(C)nc1C(F)(F)F)C(=O)c1n[nH]c2c1CCC2,3.637740767,train
Cc1c(C(=O)NCc2ccc3[nH]c(=O)[nH]c3c2)nnn1-c1ccccc1Cl,4.589387173,train
COC(=O)[C@@H](Cc1c[nH]cn1)NS(=O)(=O)c1ccc(C)c(C)c1,4.616034257,val
Cc1nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c[nH]1,4.624677525,train
Cc1[nH]c2ccccc2c1SCCNC(=O)Nc1ccnn1C,5.026781045,val
COc1ccccc1CC1CCCN1C(=O)CCn1nnc2ccccc2c1=O,4.856040695,train
O=C(c1cnc(F)c(Cl)c1)N1CCN(c2ccc(F)cn2)CC1,4.485723177,train
O=C(c1cccnc1N1CCC(c2nc3ccccc3[nH]2)CC1)N1CCc2ccccc21,5.528967922,train
Cc1ccc2oc(CN(Cc3ccco3)C(=O)Nc3ccc4c(c3)C(=O)N(C)CC4)cc2c1,5.524754178,train
NC(=O)c1ccc(C(=O)N2CC(c3ccccc3)C3CCCC32)s1,4.950076558,train
CN1C(=O)NC2(CCN(C(=O)Cc3n[nH]c4ccccc34)CC2)C1=O,2.9614402,train
CCc1nc(C)c(C(=O)N2CCC(C(F)(F)F)C3(CCOCC3)C2)o1,4.12075959,train
O=C(C1CCN(CC(F)F)CC1)N1CCCC(Cn2cnc3ccccc32)C1,4.208689383,train
CC(C)(C(=O)N1CCC(C(=O)Nc2ccc3c(c2)OCO3)CC1)c1cccc2ccccc12,5.38926024,train
CS(=O)(=O)CC1CCCCN1C(=O)CCCOC1CCOCC1,2.65617213,train
O=C(Nc1cccc(Cn2ccnc2)c1)c1ccc(Cc2nnc[nH]2)cc1,5.266287917,train
CC(C)S(=O)(=O)c1ccccc1C(=O)Nc1ccc(-c2nc(-c3ccccc3)n[nH]2)cc1,5.225713437,train
CN(C)C(=O)Cc1ccccc1NCc1ccnc2[nH]ccc12,4.349862283,train
COc1ccc(-c2n[nH]cc2C(=O)NCCNC(=O)c2ccc(F)cc2)cc1,4.573711272,train
Cc1ccc(-c2cncc(F)c2)cc1NC(=O)c1ccc2[nH]c(=O)oc2c1,4.036613815,train
O=S(=O)(c1ccc(-c2cccc3[nH]ncc23)cc1)N1CCNCC1,4.230710503,train
COc1ccc(CC2CCCCN2C(=O)Nc2ccncc2)cc1,4.675404995,train
COc1ccccc1N1CCC(NC(=O)c2ccc3[nH]cnc3c2)C1,5.07653214,train
CC(=O)N1CCCCC(NC(=O)c2cccc(C(N)=O)c2)C1,3.27009112,train
O=C(NCc1c(F)cccc1Cl)N1CCN(c2nnc(C(F)(F)F)s2)CC1,4.708787185,train
CC1(NC(=O)Cc2c[nH]c3ncccc23)CCCc2ccccc21,4.31545587,train
Cc1nc2cc(NS(=O)(=O)c3cnc4c(c3)c(C)nn4C)ccc2o1,4.93694614,val
O=C(Nc1n[nH]c2c(Cl)cccc12)c1csc(CC2CCNC2)n1,5.166700572,train
CCc1c[nH]c(=O)c(C(=O)NCCc2nc(-c3ccccc3)oc2C)c1,5.444827798,train
Cc1ccc2c(CCC(=O)Nc3cccc(C(=O)Nc4ccncc4)c3)c[nH]c2c1,7.47301149,train
Cc1ccc(NC(=O)C2CCN(C(=O)C3CCn4cncc4C3)CC2)nc1,4.98963898,train
CC(c1cccc(C#N)c1)N1CCN(C(=O)NC2CCCCC2)CC1,4.079999642,train
Cc1nn(-c2ccccc2)cc1CNC(=O)c1cc(-c2ccncc2)nc2ccccc12,5.87755966,train
Cc1cc(C(=O)Nc2ccccc2NCC(F)(F)F)c2c(c1)C(C)CCN2,5.10226924,val
O=C(c1ncc2ccccn12)N1CCCC(n2ccc(C(F)(F)F)n2)C1,4.534564145,val
CCN(CC)C(=O)COc1cccc(NC(=O)c2cc(OC)c(C)c(OC)c2)c1,4.874973953,train
COc1cccc(CNC(=O)NCC(O)c2cc(OC)cc(OC)c2)c1,4.413011153,train
CN(C)CCn1c(=O)oc2ccc(NCc3cc(O)c4ccsc4c3)cc21,5.389580785,train
CCN(C1(C(=O)O)CC1)S(=O)(=O)c1ccc(-n2ccnn2)cc1,3.81301469,val
O=C(c1c[nH]n2c1nc(=O)c1ccccc12)N1CCCC(Cn2cnc3ccccc32)C1,4.76523959,train
CC1(C)CC(C)(C(=O)NCc2ccccc2N2CCCC2)CN1,3.665128688,train
CNC(=O)C[C@@H]1CN(C(=O)NCc2ccccc2-c2ccncc2)C[C@H]1O,3.434061672,val
CC1CN(c2ccccc2)CCN1C(=O)c1cccc2sncc12,5.980268472,train
Cc1ccc(C(=O)Nc2ccc(-c3nc(-c4ccccc4)n[nH]3)cc2)c(C)n1,4.489078483,train
Cn1ccnc1CC1CCCN(C(=O)Nc2ccc(-n3nccn3)nc2)C1,3.644447505,train
Cc1oc(-c2ccccc2)nc1CCNC(=O)C12CCC(CO)(CC1)C2,4.205108525,train
O=C(Nc1cccc(Cn2cccnc2=O)c1)NC1CC(c2ccc(OC(F)(F)F)cc2)C1,5.457623433,train
COc1ccccc1N1CCN(C(=O)c2cn(C(C)C)cn2)CC1,4.554688015,train
O=C(NCC1CCS(=O)(=O)CC1)N1CCc2ccccc2[C@@H]1c1ccccc1,3.927284073,train
CC(C1Cc2ccccc2O1)N(C)C(=O)c1ccc(F)c(S(N)(=O)=O)c1,4.462325437,train
O=C(c1ccnc(CO)c1)N1CCN(c2cncc3ccccc23)CC1,3.771137847,train
COCCNS(=O)(=O)c1cccc(CNC(=O)C2Cc3cc(Cl)ccc3O2)c1,4.844383292,train
Cc1nccc(CNC(=O)N2CCC(c3nc4ccccc4s3)CC2)n1,4.624846782,train
COc1cccc(CNC(=O)CN2CC3CC3(c3ccc(C)cc3)C2)c1,5.512771585,train
Cn1cc(Cn2cc(-c3cccc4c3CCCC4)nn2)cn1,4.5254797,train
COc1ccc(CC(=O)NC2(c3nnn[nH]3)CCC2)cc1,3.671844512,train
COc1ccccc1-c1cn(Cc2nc3c(o2)CCCC3)nn1,4.93290791,train
Cn1cc(CC2CCN(C(=O)NC3CCCOc4c(F)cccc43)C2)cn1,4.28038426,train
O=C(Nc1ncc(C2CC2)s1)c1cccn1C1CCCC1,5.653026855,val
O=C(N1CCC(Cn2cncn2)CC1)C1(c2ccccc2F)CCCC1,4.672456945,train
CC(NC(=O)c1ccc(CN2CCCC2=O)cc1)c1ccc(NC(=O)c2ccc(F)cc2)cc1,5.211141053,train
O=C1CCc2cc(OCCOC(=O)c3cccc4cnccc34)ccc2N1,5.467638065,train
N#Cc1ccncc1NCc1nc2c(s1)CC(c1ccccc1)CC2,4.967296763,train
O=S1(=O)CCC(Nc2nnc(-c3c[nH]c4ccccc34)o2)C1,3.27195598,train
CCS(=O)(=O)c1ccc(N2CCC(Nc3ncnc4[nH]ccc34)CC2)cc1,4.135316493,train
Cc1cccc2c1N(C1CC1)CCN2C(=O)Cc1nc2ncccn2n1,4.002201203,val
N#Cc1cnnc(NCc2cccc(COCC3CCCO3)c2)c1,4.509856323,train
CCc1nc2c(C(=O)N3CCOc4c(C)cc(C)cc43)ccnc2[nH]1,4.705215332,train
O=C(Nc1c[nH]nc1-c1nccs1)[C@H]1C[C@](O)(c2cccc(Cl)c2)C1,5.334248703,train
O=C(NCc1ccncc1)Nc1cccc(CNC(=O)c2ccc(-n3cnc4ccccc43)cc2)c1,6.923698355,train
CN1C(=O)CCc2cc(NCc3ccc(OC(F)F)cc3)ccc21,5.147778683,train
O=C(NCc1ccc(Oc2ccccc2)nc1)[C@H]1OC[C@H]2CCC[C@H]21,4.431864648,train
NC(=O)C1(c2ccccc2)CCN(Cc2coc(-c3ccc(Cl)cc3)n2)C1,4.761029035,train
N#Cc1ccc(N[C@@H]2CC(Cn3cc(Cl)cn3)C[C@H]2O)cn1,5.003458115,val
Cc1c(F)ccc(Cl)c1C(=O)NC1CCc2ncccc2C1,3.841522412,train
O=C(NCCc1c[nH]c2c(Cl)cccc12)C(F)(F)c1cccnc1,6.059388985,train
O=C(NCC1CCOc2ccccc21)N1CCC(C2CCNC2)CC1,5.11102324,train
CN(C)C(=O)[C@H]1CC[C@@H](C2CCN(c3ncc4c(n3)CCCC4)CC2)O1,4.105874055,val
O=C(Nc1c[nH]nc1-c1ccccn1)c1n[nH]c2ccccc12,5.841189035,val
O=C(NCCn1cc(-c2ccccc2)nn1)c1cc(F)c2ncccc2c1,4.9248229,train
CC1OC(=O)NC1C(=O)N(C)CCc1cccc2ccccc12,3.867533475,train
CC1(c2cccc(CNC(=O)NCC(=O)N3CCc4ccccc43)c2)NC(=O)NC1=O,4.521206545,train
Cc1ccc(-c2nc(C(C)Oc3ccc(Br)cc3Cl)no2)cn1,4.626792757,train
O=C(NCC1CN2CCCC2CO1)c1ccc(-n2ncc3ccccc32)cc1Cl,4.48894539,train
FC(F)(F)c1ccc(CCn2nnnc2N2CCOCC2)cc1,4.204126193,val
CC(C)c1nn(C)cc1-c1noc(C2CC3C=CC2C3)n1,4.971206132,val
O=C(NCCc1csc(-c2ccccc2)n1)c1cc(C2CC2)[nH]n1,5.749082955,train
O=C1CCC(c2cccc(NC(=O)c3cc(-c4ccccc4)ccn3)c2)N1,5.040625027,train
CCOC1CC(CC(=O)N2CCCCC2Cc2ccc(O)cc2)C1,4.047274208,train
Cc1nc(-c2ccc(NC(=O)N3CC(c4ccccc4)C4CCCC43)cc2)cc(=O)[nH]1,5.061349107,train
CC1(c2ccccc2)CCN(C(=O)C(Cc2ccccc2)NC(N)=O)C1,4.571889525,train
O=C(NC1CCCN(C(=O)C2Cc3ccc(F)cc32)C1)c1ccc2ccccc2c1,5.443233575,train
CC(C)c1ccc(C(CCO)Nc2ccn3ncc(Br)c3n2)cc1,5.380046788,val
Cc1ccc(F)c2[nH]c(C(=O)Nc3cccc(C4(C)NC(=O)NC4=O)c3)cc12,5.499014413,train
CC[C@H]1C(=O)NCCCN1Cc1oc(-c2ccccc2)nc1C,4.029292283,train
Fc1ccccc1-c1ccnc(N2CCN(CCc3cnccn3)CC2)n1,4.759535215,train
CCOC(=O)C1(F)CN(c2ncnc3[nH]cc(CC)c23)CC12COC2,4.5658004,train
Cc1cc(NC(=O)[C@H]2OCCO[C@H]2C)nn1-c1cccc(Cl)c1,4.49338727,train
O=C(Nc1ccc2cc[nH]c(=O)c2c1)c1ccc2[nH]c(-c3ccc(Cl)cc3)nc2c1,5.33245104,train
O=C(NCCc1cnn(-c2ccccc2)n1)C1(c2ccc(Cl)cc2)CC1,5.930513282,train
Cc1ccn2ncc(C(=O)NCC(F)(F)c3ccc(F)cc3F)c2c1,4.935522373,train
O=C(c1c[nH]c2cc(Cl)ccc12)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,5.9224618,train
COc1ccccc1-c1n[nH]c(NC(=O)c2cc(-c3cnn(C)c3)ccc2F)c1C,4.989477733,train
Cc1ccc2snc(C(=O)NC(c3cnn(C)c3)C(C)C)c2c1,5.376112565,train
CN(CC(=O)NCCc1cn(C)c2ccccc12)[C@@H]1CCC[C@H]1O,4.393144755,train
Cc1noc(C2CCCN2C(=O)c2nccc3occc23)n1,3.650299438,train
Cc1cnn(CC2CN(C(=O)NC(C)c3ccc(C)c(F)c3)CCO2)c1,4.856377337,train
Cc1ccccc1C(=O)N1CCCC(CO)(Cc2ccccc2)C1,5.036849637,train
O=C(Cc1ccc(F)cc1F)N1CCC(c2nnc3n2CCC3)CC1,3.2192687,train
Cc1nnc(-c2cccc(-c3noc(C4(C)CCCO4)n3)c2)[nH]1,4.834588593,train
COC(=O)c1csc(S(=O)(=O)N(C)Cc2ccccc2)c1,5.401598977,train
Cc1noc(C)c1C(=O)NC1CCN(c2ccccc2C(F)(F)F)C1,5.049355885,train
CCO[C@H]1CCN(C(=O)Cc2cc(-c3ccccc3)on2)C1,4.40031735,train
Cc1nn(C)c(C)c1CC(C)c1nc(-c2ccc3c(c2)CCO3)no1,5.021794348,val
CC(Cc1cccnc1)NC(=O)c1ccnc(N2CCOCC2)n1,4.174445888,train
O=C(Nc1cc2n(n1)CCCC2)N1CCN(c2ncnc3sccc23)CC1,5.292960675,train
Cn1nc(C(=O)N[C@@H]2C[C@H]2c2cccc(F)c2)cc1C1CC1,4.738844998,train
CN(C)c1noc(C2CCCN(c3ncnc4sccc34)C2)n1,4.774689355,val
COc1cccc(-c2cc(CNC(=O)[C@H]3OC[C@H]4CCC[C@H]43)on2)c1,4.954166042,val
CC(c1nnnn1C1CC1)N1CCCC(Nc2ccccc2)C1,4.539779715,train
O=C(Nc1ccc(-n2nn[nH]c2=O)cc1)c1cc(F)ccc1Cl,4.119982493,train
O=C(COc1ccccc1)NC1CCN(c2ccccc2)C1,5.037214813,train
CC(C)Cn1ncc2cc(C(=O)NCC[C@H]3CCCC[C@H]3O)cnc21,4.702120372,train
Cc1c[nH]nc1C(=O)N1CCCC1(C)Cc1ccc(OC(F)(F)F)cc1,4.9852407,train
COc1cccc(C2CCN(C(=O)Cc3cc(C)on3)CC2)c1,4.458132812,train
O=C(c1cn(Cc2ccccn2)nn1)N1CCC(Cc2ccccc2)CC1,4.71717884,train
O=C(CN1CCN(c2ccccn2)CC1)Nc1ccn(-c2ccccc2Cl)n1,4.995659032,train
CCCOc1cccc(CCNC(=O)C2CC(=O)N(Cc3ccccn3)C2)c1,4.535252425,train
C[C@H]1OCCO[C@H]1C(=O)N(Cc1ccc2c(c1)OCO2)C1CCCC1,4.695278873,val
COc1ccc(C2CCN(C(=O)c3ccc(C)c(NC(=O)c4ccccc4)c3)CC2)cc1,5.141846337,train
O=C(Nc1cccc(F)c1F)C(=O)N1CC(O)(c2ccccc2F)C1,4.681629485,train
C=CCC1(NC(=O)c2nn[nH]c2-c2ccccc2)CCOCC1,3.847761602,train
Cc1nccc(NC2CCN(c3ccc(F)c(Cl)c3)C2)n1,5.261825863,train
O=C(NC[C@]1(c2ccccc2)C[C@H](O)C1)Nc1nnc(C2CC2)s1,4.612095185,train
CCn1ccnc(N2CCN(C(=O)c3ccc(O)cc3)CC2)c1=O,4.33818311,train
O=C(NCCc1cccc(Cl)c1)N1CCCC2(CCC2)C1,5.121296952,train
CN(CC1CC1)S(=O)(=O)Nc1ccc(F)cc1OCC(F)F,4.640909807,train
Cn1cc(C(=O)NC(CO)c2ccccc2C(F)(F)F)n(C)c1=O,3.566885088,train
COC(=O)CC1CN(C(=O)C2CCCNC2=O)c2ccccc21,3.575564215,train
Cc1c(Cl)cccc1N1CCN(Cc2nnn(C)n2)CC1,4.601438325,train
Cc1c(C(=O)NCc2coc3ccccc23)cnn1C(C)C,4.58225231,train
O=C(Nc1ccn(-c2ncccc2Cl)n1)c1cccc(F)c1Br,4.544626595,train
Cn1ccnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1=O,5.363691945,val
CCCN1C(=O)CCc2cc(NS(=O)(=O)c3cccc(C(=O)O)c3)ccc21,4.154273697,train
OC1(CNCc2cn(Cc3ccccc3)nc2-c2cccnc2)CCCCC1,4.364331173,val
COC(=O)CC1CN(C(=O)c2cc(C(F)(F)F)ccn2)c2ccccc21,5.167514233,train
Cc1cc(CNc2ccc(Cl)c(C#N)n2)nc(N2CCCC2)n1,5.487727403,train
O=C(Cc1ccc2[nH]ncc2c1)NCC[C@H]1CCCC[C@H]1O,4.7849691,train
CC(C(=O)NCC1CC(=O)N(Cc2ccccc2)C1)c1cn(C)c2ccccc12,4.808916437,train
N#Cc1ccc(CC(=O)N2CCC(OCC3CC3)CC2)cc1,4.754699247,train
CCNC(=O)c1cccc(NC(=O)CN2CCN(c3cnn(C)c3)CC2)c1,4.138669045,train
Cc1cccc(NC(=O)N2CCN(C(=O)c3cnc4snc(C)c4c3)CC2)c1,4.345180737,train
O=C(NCc1ccccc1-c1ccncc1)C(O)c1cccc(C(F)(F)F)c1,6.375863372,val
COc1ccc2c(c1)CCN2C(=O)CC(C)c1cnn(C)c1,4.625382248,train
COCc1nc(C(=O)N2CCN(C(=O)c3ccc(C)c(F)c3)CC2)cs1,4.241167078,train
CCc1c[nH]c2ncnc(N3CCC4(CC3)OCCc3ccccc34)c12,5.48302117,train
c1ccc2c(c1)oc1c(N3CC(c4ncc(C5CC5)cn4)C3)ncnc12,4.54587754,val
Cc1ccc(CNC(=O)COc2ccc(S(=O)(=O)NC(=O)Cc3ccc(C)cc3)cc2)cc1,5.67219835,val
Cc1ccc(-c2cncc(C(=O)NCc3cscn3)c2)cc1,4.962655853,train
COc1cccn2ncc(C(=O)NC(C)c3noc(C(F)F)n3)c12,4.028416113,train
O=C(C(O)c1cccc(C(F)(F)F)c1)N1CCc2c(nc[nH]c2=O)C1,3.237929513,train
COc1ccc(S(=O)(=O)N2CCC(O)(Cc3ccccc3F)CC2)cc1Cl,5.673513663,val
O=C(NC(CO)Cc1c[nH]c2ccccc12)c1ccc(NCC2CC2)nc1,5.011049775,train
CC1(C)CC(NC(=O)CCn2cnc3ccccc3c2=O)c2ccc(F)cc2O1,4.541609525,train
CC(C)(C)c1nc(-c2nc3cccc(F)c3c(=O)[nH]2)co1,4.815765433,train
COCc1nc(OC)cc(N2CCN(C(=O)c3ccccc3)CC2)n1,4.269849583,train
CC(=O)N1CCCC(C(=O)Nc2cc(C(F)(F)F)n(C)n2)C1,3.701444767,train
CC(C)CCOc1ccc(S(=O)(=O)N2CC(=O)Nc3ccccc32)cc1,5.617345842,train
CN1C(=O)c2ccccc2C1CNC(=O)C1CCc2cccc(O)c21,3.8263668,train
O=S(=O)(c1ccc(CNC2CCC23CCC3)cc1)N1CCOCC1,4.129469647,train
Cn1c(C(=O)NC2(c3nnc[nH]3)CCC2)cc2cc(C(F)(F)F)ccc21,5.108237555,train
O=C(Nc1ccc2[nH]nnc2c1)c1csc2ccccc12,5.501646812,train
Cc1cc(NS(=O)(=O)CCc2cccc(F)c2)cnc1C,4.73150078,train
Cc1cc(NS(=O)(=O)c2cc(F)ccc2OC(C)C)cnc1C,4.388285253,train
O=C(NC(c1cc(F)ccc1F)C(F)F)c1nc2cnccc2s1,4.857979653,train
Cc1ccc2[nH]c(C(=O)N3CCNC(=O)C3c3ccccc3F)cc2c1,4.47853127,train
O=C(NCc1ccc(C2CCCCC2)cc1)NCc1cnccn1,4.795764457,train
CC1(C)CC(Nc2ncnc3c2oc2ccccc23)CCS1(=O)=O,3.951336042,train
O=C1CCCN1c1ccc(S(=O)(=O)Nc2cccc(O)c2)cc1,4.75475225,train
OCC(Nc1ncnc2c1oc1ccccc12)c1c(F)cccc1F,5.269704675,train
Cc1ccc(F)c2[nH]c(C(=O)NC(CC3CC3)C(=O)O)cc12,4.471402375,train
CN(c1ccccc1)c1ccc(C(=O)N2CCC(NC(=O)c3ccsc3)CC2)cn1,5.30427447,train
Cc1ccn2ncc(C(=O)N[C@H]3C[C@H](c4ccccc4Cl)C3)c2c1,5.509897038,train
Cc1noc2ncnc(N3CCc4c(cnn4-c4ccccc4)C3)c12,5.67364764,train
Cc1ccc2c(c1)CN(C(=O)Nc1cc(C)n(C(C)C)n1)CCO2,4.119751338,train
Cn1nccc1C1CCN(C(=O)c2c[nH]c3cc(F)ccc23)CC1,5.187326452,val
CC(NS(=O)(=O)c1cccc(-c2ccccc2)c1)C(=O)O,4.455477128,train
CC(C)(CNC(=O)N1CCOCC1)c1ccc2c(c1)OCCO2,4.698640435,train
O=C(c1cncc(O)c1)N1CC(Cc2ccc(Br)cc2)C1,5.46761329,train
NC(=O)CC1(O)CCCN(c2ccc3cc(Cl)cnc3n2)C1,3.438530075,train
O=C(Nc1nnc(C2CC2)s1)[C@H]1CC[C@H](Nc2ncccn2)CC1,3.40581907,train
CNC(=O)c1ccc(CN(C)C(=O)NCc2ccccc2-n2ccnc2)cc1,4.982172585,val
O=C(Nc1cccc(Cn2nc3ccccn3c2=O)c1)N1CC=C(c2c[nH]c3ncccc23)CC1,5.46376313,val
CCC1(Cn2cc(C(=O)Nc3c[nH]c4ccccc34)nn2)COC1,4.121854577,train
Cc1ccc2c(C(=O)N3Cc4cn[nH]c4CC(C)(C)C3)cnn2c1C,4.088091227,train
CCc1cc(NC(=O)c2oc3ccccc3c2CS(C)(=O)=O)n(C)n1,4.191658603,train
CO[C@@H]1CCOC[C@H]1NC(=O)Cc1ccn(-c2ccc(F)cc2)n1,3.303955812,train
O=C(c1cncc(-c2ccc3c(c2)CCO3)c1)N1CCCCCO1,4.873151117,train
Cc1cc(C(=O)N2CCC(O)(c3ccc(F)cc3)C2)c2n[nH]cc2c1,4.476346005,train
