canonical_smiles,CYP2D6_pIC50_direct_inhibition,chemprop_split
CCOc1cncc(CNc2ccc(C(F)(F)F)cc2)c1,4.65242682,train
O=C(CN1CCOCC1=O)NCc1ccc(-n2ccnc2)c(F)c1,4.706699085,train
O=C(NCc1ccc(-n2ccnc2)cc1)c1cccc(NC(=O)c2ccc(F)cc2)c1,6.62229506,train
COc1ccccc1C(CNC1CCc2cn[nH]c2C1)N1CCCCC1,5.686585445,train
Cc1ccoc1C(=O)NCc1ccc(-n2ccnc2)nc1,5.852477645,train
O=C(c1cccc2cnccc12)N1CCN(c2nc(-c3cccs3)cs2)CC1,5.994918962,train
CC(C)(C)n1nnnc1CNC1(c2ccc(Cl)cc2)CCCCC1,4.211133418,train
CC(C)Oc1ccc(C(=O)Nc2cccc(-c3nnc[nH]3)c2)cn1,2.321939205,train
CS(=O)(=O)c1ccc(NC(=O)NC2CCN(c3ccccn3)C2)cc1,4.427315033,train
Cc1csc(C(C)N2CCN(CC(O)c3ccc(F)cc3Cl)CC2)n1,5.602696508,train
Cc1nn(C)cc1C(C)NC(=O)NCc1ccc(-n2ccnc2)c(F)c1,4.891956715,train
CCc1nc2sc(C)cn2c1C(=O)NCC1CCc2cn[nH]c2C1,4.394962288,train
Cc1cccn2c(=O)cc(CNC(C)c3ccc(OCc4cccnc4)cc3)nc12,5.279725628,val
O=C1NCCC1CCn1cc(-c2ccc3cnccc3c2)nn1,4.850859632,train
CC1(O)CCCN(CCCOc2ccc3ccccc3c2)C1,4.397598207,train
CCc1ccc(N2CC(C(=O)NCc3cccnc3-n3ccnc3)CC2=O)cc1,4.804007323,train
O=C(NCc1cccc(-n2ccnc2)c1)NCC(CO)Cc1ccccc1Cl,6.788253808,train
CC(C)(CNC(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1ccncc1,5.015409928,val
Cc1ccc2c(c1)C(=O)N(CC(=O)NC1(C)CC=CCC1)C2=O,2.867100462,train
Cn1nc(CC(=O)NCc2ccnc(-n3ccnc3)c2)c2ccccc2c1=O,3.457433948,val
CC1(CCCO)CCCN1Cc1coc(-c2ccc(F)c(F)c2)n1,4.577813117,train
CCC1(C(=O)NCc2ccc3occc3c2)CCN(C(=O)c2ccccc2)CC1,4.484070133,train
Cc1cc(C)c(C(=O)NCc2ccc(-n3ccnc3)c(F)c2)o1,6.626563685,train
CC(C)CC1COCCN1C(=O)Nc1cn(C)nc1C(F)(F)F,4.086618592,train
c1ccc(CCN2CCN(c3nc4cccnc4s3)CC2)cc1,4.517697545,train
COc1ccc(F)cc1C(=O)NCc1ccc(-n2ccnc2)nc1,5.83714999,train
Cc1ccc(C(=O)NCCc2ccn(-c3ccccc3)n2)cc1Cl,2.08517502,train
COc1cccc(C(=O)NCC(=O)NC2CC(C)(C)Oc3ccccc32)c1,4.546951897,train
O=C(NCc1cc[nH]c1)c1cccc(Cn2cc(-c3cccc4cnccc34)nn2)c1,2.657685158,val
NS(=O)(=O)N1CCC(C(=O)NCc2ccc(-n3ccnc3)c(F)c2)CC1,5.124925992,train
c1cn2cncc2cc1-c1noc(-c2ccc(CN3CCCCC3)o2)n1,4.829552772,val
COc1ccccc1NCC(=O)N1CCN(C)c2ccccc2C1,4.32772043,val
O=C(NCC1CCN(Cc2cccs2)CC1)c1ccnc(-n2cncn2)c1,5.842200027,val
c1cc(-c2cc(C3CCN(c4cnccn4)CC3)n[nH]2)ccn1,4.485690115,val
CCn1nc2c(cc1=O)CN(CC(=O)Nc1cc(Cl)ccc1OC)CC2,5.291339775,train
O=C(NC1CCN(C2CCCC2)CC1)c1ccc(S(=O)(=O)C(F)F)cc1,5.35394303,val
COc1cc(C)nc(N2CCCC(Nc3ccccc3)C2)n1,2.58325352,train
O=C1COc2cc(NC(=O)NCc3ccc(-n4ccnc4)c(F)c3)ccc2N1,5.614492347,train
NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C1CCN(c2ccccc2F)C1,5.290599582,train
Cc1cnc(OC2CCN(c3nc(C)nc4[nH]ccc34)CC2)nc1,4.335170543,train
Cn1ccnc(N2CCN(c3ncc(Cl)cc3Cl)CC2)c1=O,5.811462022,train
Cc1ccc(CC(C)C(=O)NC2CCN(C(=O)c3ccncc3)CC2)cc1,4.980678678,train
O=C(Nc1ccc2c[nH]nc2c1)c1csc(-c2ccccn2)n1,6.605198795,train
O=C(Nc1cnccc1CO)c1cc2c(s1)CCCCC2,2.043040692,train
Cc1cc(NC2CCN(c3ncccc3F)C2)nc(C)n1,4.372450732,train
O=C(c1cc2c(F)cccc2[nH]1)N1CCN(C2CCOCC2)CC1,5.837251747,train
O=C(NC1CCOc2ccc(F)cc21)c1ccc(N2CCCC2)nn1,4.975338762,train
CCN(C)C(C(=O)NC1CCCN(c2ncccn2)C1)c1ccccc1,4.32872505,train
Cn1cc(-c2ccccc2CNC(=O)N[C@H]2c3ccccc3C[C@H]2O)cn1,4.483622207,train
Cc1cc(NC(=O)C2CCN(C)C2=O)ccc1Oc1ccncc1,4.902863218,train
O=C(NCc1ccc(-n2ccnc2)c(F)c1)N1CCC(O)(C(F)(F)F)C1,6.555268827,train
NC(=O)c1cnc(N2CC(Cc3ccc(F)c(F)c3)C2)c(Cl)c1,4.64620933,train
O=C(Cc1ccc(-n2ccnc2)cc1)N[C@@H]1CC(Cn2ccnc2)C[C@H]1O,4.357701845,train
Cc1ccc(-c2nnc(SCCN3CCC(F)(F)CC3)o2)cc1,2.086863875,train
CCCOCC(=O)NC[C@H]1CCCC[C@H]1N1CCOCC1,5.81857972,val
O=C(NCc1ccc(-n2ccnc2)nc1)Nc1cc(F)cc(Cl)c1,6.908166937,train
CN(C)CCn1nccc1NC(=O)c1ccc(C(C)(F)F)cc1,5.10595923,train
O=C(Nc1cn(Cc2ccccc2)nn1)c1ccc(Cn2ccnc2)cc1,3.72579882,train
CC1Oc2ccccc2N(CC(=O)NCc2ccc(-n3ccnc3)nc2)C1=O,5.634777255,train
Cc1cn(-c2ccccc2Cl)nc1C(=O)NCc1nccs1,3.88550366,train
Cc1nc(C)c(C(=O)NC(C)(c2ccc(Br)cc2)C(C)C)o1,4.396432178,train
CC(C)c1ccc2ncnc(N3CC(n4cccn4)C3)c2c1,5.400657775,train
c1csc(CN2CCN(c3ncnc4[nH]ccc34)CC2)c1,4.601958462,train
O=C(Cc1cn2c(n1)CCCC2)N1CCc2ccc(F)cc21,4.49104167,train
CCOc1ccc(NC(=O)NC2CCc3nnc(C)n3C2)cc1OC,4.220513683,train
CC(C)(C)OC(=O)N1C[C@@H]2CCCN(C(=O)Nc3ccncc3)[C@@H]2C1,4.43895606,val
CCc1cc(Nc2nc(C)nc3c2cnn3C)ccc1C,4.165824145,train
Fc1ccc(CC2CCN(c3nccn4cnnc34)CC2)cc1F,4.141625582,train
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(-n2ccnc2)c(F)c1,5.39853003,train
CCNC(=O)c1ccc(N2CCC(NC(=O)c3ccc(C)s3)CC2)nc1,4.621851128,train
COCC1(C)CCN(CC(=O)Nc2nc3c(s2)CCCC3)CC1,5.552312315,train
O=C(NCCNC(=O)c1cccc(-c2cccs2)n1)NC1CCCCC1,4.360058657,train
c1ccc(-n2nnc3c2CCN(CCc2ccc4c(c2)CCO4)C3)cc1,5.597076215,train
CCc1cc(NC(=O)c2cnn(-c3cccnc3)c2)ccc1F,5.274863845,train
Cc1nc2c(c(NCc3cc(Br)cnc3N)n1)CCCC2,5.045499138,train
O=C(NC(c1cccc(Cl)c1)C1CCCCC1)c1ccc(=O)[nH]n1,4.965271618,train
OC1(c2ccc(-c3cc4c(cc3Cl)NCC4)cc2)CCC1,4.223151438,train
CC1CCNC(C(=O)NC(C)c2noc(-c3ccc(Cl)cc3)n2)C1,4.53185207,train
CNCc1ccccc1CNC(=O)c1cccc(-c2ccncc2)n1,5.74590107,train
C[C@H](c1cccc(F)c1)n1cc(-c2ccc3cn[nH]c3c2)nn1,5.983926412,train
Cn1nnnc1C1CCN(C(=O)c2cc(F)cc3ccoc23)CC1,3.531004917,train
COc1cccc2c(C(=O)N[C@H]3c4ccccc4CC[C@H]3O)cnn12,5.416734522,val
Cc1cc(CNCc2csc(-c3ccc(C(F)(F)F)cc3)n2)n(C)n1,4.254193955,train
Cn1cc(C(=O)N[C@H]2c3ccccc3CC[C@H]2O)c2cc(F)ccc21,5.583530928,train
Cc1cccc(S(=O)(=O)NCC(O)c2cccc3ccccc23)c1,4.6669882,train
CC(C)(C)OC(=O)NC1c2ccccc2CC12CCNCC2,5.731684008,val
CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)Nc2c[nH]c(C(N)=O)c2)c1,2.894404565,train
CCn1c(=O)[nH]c2cc(C(=O)NC[C@H]3CCO[C@@H]3c3ccccc3)ccc2c1=O,4.575077637,train
O=S(=O)(c1ccc(-c2cccc3c2OCO3)cc1)N1CCNCC1,4.139846377,train
CS(=O)(=O)[C@@H]1CCCC[C@H]1NC(=O)c1cc2cc(Cl)sc2[nH]1,4.921869408,train
CN(c1ccccc1)C1CCN(c2ncc3c(n2)CCCC3)CC1,4.29559413,train
COc1ccccc1N1CCC(NC(=O)C2CC2(Cl)Cl)C1,4.726028418,train
O=C(Nc1cccc(-c2cn[nH]c2)c1)C1CC(=O)N(CC(F)(F)F)C1,4.628811675,train
O=C(NCC1CCCN1CCCO)c1cccc2ccsc12,4.824752185,train
CC1(C)CN(c2ncnc3cc(Br)sc23)C1c1ccncc1,4.443785453,val
Cc1ccc(NC(=O)CN(C)C(=O)c2cccc(-n3ccnc3)c2)cc1,4.584075165,train
COC(=O)c1cc(CNC2CCC(C)(C)c3ccccc32)[nH]c1C,6.337925372,train
Cc1cccc(COc2ccc(C(C)NCC3=Nc4ccccc4S(=O)(=O)N3)cc2)c1,4.57418723,train
COCc1nc2n(n1)CCCC2NC(=O)C(C)NC(=O)Nc1ccccc1,4.41334503,train
COc1cnc2ncnc(N(CC(C)C)CC3CCN(C)CC3)c2c1,4.5401842,train
O=c1[nH]c2ccccc2n1C1=CCN(CCc2ccsc2)CC1,6.967115308,val
COc1ccc(C2(NC(=O)C3Cc4ccccc43)CC2)cc1,4.52039321,val
FC1(F)CC1n1nccc1-c1cn(Cc2n[nH]c3ccccc23)nn1,4.358981167,val
O=C(c1cnc2ccoc2c1)N(Cc1ccccn1)Cc1ccccn1,4.20435625,train
NC(=O)C(c1ccccc1)N1CCN(C(=O)NCc2ccc3occc3c2)CC1,4.5844445,train
COc1ccc(C2=NOC(CNC(C)C(C)OC)C2)cc1F,5.21643483,train
CC(NCC1(CO)CCOCC1)C1=Cc2ccccc2OC1,4.66315949,train
CC(Sc1nc2ccccc2s1)C(=O)NCC(=O)OCc1ccccc1,4.348523065,train
O=C(c1cnc[nH]1)N1C[C@H]2COC[C@@]2(c2ccccc2)C1,4.346829182,train
CC(C)(CC(=O)OCC1=Nc2ccccc2S(=O)(=O)N1)Cc1ccc(Cl)cc1,4.71568365,val
CC(NC(=O)NCc1cn(-c2ccccc2)nn1)c1ccc(C#N)cc1,4.48363485,train
CC(C)N(CCO)CC1CCN(C(=O)OC2CCCC2)CC1,4.374424728,train
C=C(C)Cn1c(-c2cnccn2)nnc1N1CCC(C)(COC)CC1,4.303242915,train
Cc1cccc(NCC2CCCN2C(=O)c2nnn(-c3ccc(OC(F)F)cc3)c2C)n1,5.071021307,train
CN(CCCNC(=O)c1nc2cnccc2s1)c1ccccn1,4.772501642,val
Cc1ccc(S(=O)(=O)N2[C@H]3CC[C@@H]2CN(C)CC3)cc1F,5.30587627,train
O=C(NCc1cc2c(cc1OC(F)F)OCO2)NCC1CCCCC(F)(F)C1,4.844977808,train
O=S(=O)(Nc1cnc(C2CC2)nc1)c1cccc2c1COC2,4.463267783,train
CC(C)CCC(C)N1CCCC(n2c(=O)[nH]c3cccnc32)C1,5.563581747,train
C[C@H](O)c1cccc(-c2cc(F)cc(Cn3ccnc3)c2)c1,5.349687265,train
Cc1onc(-c2ccccn2)c1C(=O)NCc1nc2c([nH]1)CCCC2,5.09378824,train
Cc1[nH]c2ccccc2c1SCCNC(=O)Nc1ccnn1C,4.706182072,val
CC(=O)NCCc1cc(-c2csc(Nc3ccc(F)cc3)n2)ccc1F,4.760042698,train
CC1(Cc2cccc(Br)c2)CCCN1c1ccnc(C#N)n1,4.52971254,train
O=C(c1cnc(F)c(Cl)c1)N1CCN(c2ccc(F)cn2)CC1,4.31534708,train
CCN(CC(=O)Nc1cccc(OC)c1)CC(C)CN1CCOCC1,5.05628105,train
O=C(c1cccnc1N1CCC(c2nc3ccccc3[nH]2)CC1)N1CCc2ccccc21,4.34825532,train
Cc1[nH]nc(C(=O)N2CCC(Oc3cnccn3)CC2)c1C,5.56791799,train
O=C(Cc1cncs1)N1CCC2(CC1)CNCc1ccccc1O2,6.234004677,train
CN1CCC2(CC1)CCN(c1ncnn3cc(Br)cc13)CC2CO,5.19713493,val
COc1ccc2nc(C(=O)NCc3ccc(-n4ccnc4)c(F)c3)ccc2c1,5.110498853,train
O=C(Cc1cccc(OCc2ccccc2)c1)N1CCCC(C2(O)CC2)C1,4.936492515,train
CN1CCCCC1C(=O)Nc1ccc(-c2csc(N)n2)cc1,5.310218017,train
O=C(c1ccc2noc(-c3ccc(F)cc3)c2c1)N1CCOC(c2ccc(F)cc2)C1,4.699461678,train
COC(=O)c1c(CNC(=O)c2cnnn2-c2ccccc2)nn2c1CCCC2,5.05527136,train
CC(C)c1ncsc1C(=O)N1CCC(CCCn2ccnc2)CC1,6.388281633,train
O=C(Cc1ccc(F)cc1F)NCc1ccccc1-c1cccnc1,4.929379415,train
CC1(C)CCC(NC(=O)CCc2cncs2)C(c2ccccc2)C1,5.45955592,train
CC(C)(C(=O)N1CCC(C(=O)Nc2ccc3c(c2)OCO3)CC1)c1cccc2ccccc12,4.342548352,train
O=C(Nc1ccc(Cn2ccnc2)cc1)c1ccnc2[nH]ccc12,5.146796595,train
Cc1cccc2c1CCN(CC(C)(O)c1ccc(S(C)(=O)=O)cc1)C2,5.534866573,train
O=c1[nH]c2c(c(=O)[nH]1)CN(CC1CCC(c3ccccc3)O1)C2,4.483276883,val
O=C(CCn1cnc2sccc2c1=O)N1CC(c2ccccc2)C2CCCCC21,4.311468568,train
O=C(Nc1n[nH]c2c(Cl)cccc12)c1csc(CC2CCNC2)n1,4.856693532,train
Cn1cc(CNCc2ccc(-n3ccnc3)nc2)c(C(C)(C)C)n1,6.110516643,train
O=C(Cc1c[nH]c2ccc(F)cc12)NCC1NCCc2sccc21,5.742236473,train
Cc1ccccc1CC(CO)CNC(CC(C)C)c1ccccn1,6.142876515,train
Cc1ccc2c(CCC(=O)Nc3cccc(C(=O)Nc4ccncc4)c3)c[nH]c2c1,5.740053708,train
Cc1nn(-c2ccccc2)cc1CNC(=O)c1cc(-c2ccncc2)nc2ccccc12,4.990114325,train
Cc1cc(C(=O)Nc2ccccc2NCC(F)(F)F)c2c(c1)C(C)CCN2,5.437815505,val
COc1cc2ccccc2cc1C(=O)Nc1ccc(OCCn2ccnc2)cc1,6.225275585,train
Cc1noc2ncnc(NCC3CCOc4ccccc43)c12,5.268248465,train
Cc1nccn1-c1nccc(NCCN2CCCCC2)n1,4.444178672,train
O=C(Nc1ccc(S(=O)(=O)Nc2cccc(-c3nc(C4CC4)n[nH]3)c2)cc1)c1ccc(F)cc1,4.723302005,train
COc1ccc2cnn(CC(=O)NCC34CCC3CCN4)c(=O)c2c1,5.184815087,train
CN(C)CCn1c(=O)oc2ccc(NCc3cc(O)c4ccsc4c3)cc21,5.34678263,train
c1cc(CNc2cccc3ccccc23)cc(OCCn2ccnc2)c1,6.507839188,train
C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)c2ccc(F)c3occc23)N1C,4.282688477,train
Cn1cc(CNCCc2c(C(F)(F)F)[nH]c3ccccc23)cc1C#N,5.451932175,train
N#Cc1cc(S(=O)(=O)NCC(F)(F)F)ccc1N1CCC2(CCC2)C1,4.69579451,train
COc1ccc2c(c1)[C@H](NS(=O)(=O)c1cc(F)ccc1OC(F)F)CCC2,4.479273525,train
Cc1ccc(C2(CNC(=O)[C@@H]3NC[C@@H](O)[C@H]3O)CCCC2)c(C)c1,4.737936128,train
CC1(C)CC(C)(C(=O)NCc2ccccc2N2CCCC2)CN1,4.308425095,train
Cc1cc(-c2nc3ccc(S(C)(=O)=O)cc3[nH]2)cc(C)c1O,4.134224525,train
COc1ccc(C2CCN(C(=O)c3cnc4sccn4c3=O)CC2)cn1,4.410097462,train
Cc1c[nH]c(-c2ccccc2NC(=O)c2c[nH]c(C(F)(F)F)c2)n1,4.666809113,train
c1ccc(CC2CN(c3nnc(-c4ccccn4)s3)CCN2)cc1,5.587125647,train
Cn1cc(CNCCc2cccc(Br)c2)n2ncc(C#N)c12,6.2182041,val
CN(C(=O)c1cccc(OC(F)F)c1)c1nc2ccccc2s1,4.395510632,train
COc1ccc(CCN=C2NCCCCN2)c(Cl)c1OC,4.611720638,train
COc1ccc(OC(F)(F)F)c(C(=O)Nc2cc3c(cc2C)OCO3)c1,4.967951262,train
CN1CCCc2cc(CC(=O)Nc3ccccc3NS(=O)(=O)c3cccs3)ccc21,4.578043118,train
CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1,4.539483525,train
CC(C)(CNC(=O)CCCOc1cccc(Cl)c1Cl)c1cccnc1,4.60632349,train
CCOc1cc(Cl)ccc1CNC(=O)NCC1CCCCN(C)C1,5.441293242,train
O=C(N[C@@H]1CC(Cn2ccnc2)C[C@H]1O)C1CC2(C1)CC(F)(F)C2,5.303545723,train
O[C@@H](COc1ccc(OCc2cccnc2)cc1)c1ccc(Cl)cc1,5.204663555,train
Cc1ccc(-c2cccc(NC(=O)c3cnc(N4CCNCC4)o3)n2)cc1,4.25698696,train
O=C(Nc1cccc(Cn2cccnc2=O)c1)NC1CC(c2ccc(OC(F)(F)F)cc2)C1,4.257638745,train
Cc1noc2nc(NCc3cc(N(C)C)ccn3)cc(C(F)(F)F)c12,4.512414655,train
CC(C(=O)NCc1ccc2ccoc2c1)c1ccc(Br)cc1,6.861031468,val
COC1(CNc2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,4.379809602,val
Cc1csc(-c2ccc(C(=O)NCC(C)c3ncc[nH]3)cc2)n1,4.945611148,train
N#Cc1ccccc1OCCN1CCN(CC2CCOCC2)CC1,5.876646283,train
Cn1ccc(CN(CC2C(F)(F)C23CCC3)c2ncc(F)cn2)n1,4.29467453,train
N#CC1CC2(C1)CC(C(=O)N1CCc3sccc3C1c1ccccc1)C2,4.359444397,val
O=C1NC(Cc2nccs2)C(=O)NC1Cc1cc(Cl)cc(Cl)c1,4.277831247,train
N#Cc1cc(C(F)(F)F)cc(N2CCCN(C3CC3)CC2)n1,4.823458625,train
CCc1nccc(N(Cc2cn(C(C)C)nn2)CC2C=CCC2)n1,5.294942247,train
N#Cc1cnc2cnccc2c1N1C2CCC1CC(O)(c1ccc(Cl)cc1)C2,4.431889395,train
COc1cccc(CNC(=O)CN2CC3CC3(c3ccc(C)cc3)C2)c1,4.849254652,train
Cc1sc(-c2ccc3c(c2)OCO3)nc1-c1cn(CC2CCCN2)nn1,5.183713617,train
c1ccc(Oc2ccnc(NC3CCOC(c4ccccc4)C3)n2)cc1,4.302920408,train
Cn1c(Cc2ccsc2)nnc1N1CCCc2ccccc2CC1,4.548565443,train
CSc1ccc2ncnc(N3CCC(O)(Cc4ccccc4F)CC3)c2c1,4.540271162,train
C1=C(c2c[nH]c3ncccc23)CCN(Cc2cn(Cc3ccccc3)nc2-c2cccnc2)C1,5.381651935,train
O=C(NCc1ccc(-c2ccncc2)cc1)c1ccc2n1CCNC21CCC1,5.763478648,train
CC(C)Oc1ccc2c(NCc3ccc4[nH]c(=O)[nH]c4c3)ccnc2c1,5.162601472,train
Fc1ccc(-c2noc(-c3cn(C[C@@H]4CCCN4)nn3)n2)c(Cl)c1,4.504367615,train
Cc1ccc(-n2cnc(=O)n2CCC2CCNC2)cc1Cl,4.86034967,train
O=C(c1ccc(-c2ccncc2)[nH]c1=O)N1CCNCC1c1cccc(Cl)c1,4.43014278,train
CC(C)(NCCc1nc2cc(Br)ccc2o1)c1ccncc1,4.872831338,train
Cc1cc(-n2cc(-c3cc4c(s3)CCNC4)nn2)ccc1F,6.384082805,train
O=C(c1ccc(-c2c[nH]cn2)cc1)N1CCNC(Cc2ccccc2)C1,6.631293675,train
Fc1cc(-c2noc(-c3cc(CC4CCCCN4)on3)n2)cc(F)c1F,4.658237105,train
O=C(Nc1ncc(C2CC2)s1)c1cccn1C1CCCC1,5.495574588,val
CC(O)CC1CCN(Cc2ccc(-c3nn[nH]n3)s2)CC1,5.038156475,train
Cc1ccc(NS(=O)(=O)c2ccc(C)c(NS(=O)(=O)CCOC(C)C)c2)c(C)c1,3.993069087,train
Cc1nn(-c2cnn(C)c2)nc1C(=O)N(C)C1CCN(c2ccncc2)C1,5.956214795,train
Cn1ccnc1Cn1cc(-c2ccc3cnccc3c2)nn1,5.431971727,train
O=C(NCC1CCN(c2ccc(F)cc2)C1)c1ccsc1,4.51855207,train
CC1(C)Cc2nnc(CCn3ccnc3)n2CC1c1ccccc1,4.563563465,train
CNC(=O)C(C)(C)CNC(=O)NCc1cccc(Oc2ccccc2F)c1,3.772304263,train
OC(c1ccccc1)C1CCCN1Cc1coc(-c2ccccc2C(F)(F)F)n1,7.186430107,train
CCOC1(c2nnc(Nc3ccc(OC(C)C)cc3)[nH]2)CCOC1,4.62792246,train
Fc1cccc(OC2CCN(c3ccn4nccc4n3)CC2)c1,5.031414103,train
c1cc(OC2CCC2)cc(CNc2nnc(-c3ccon3)s2)n1,5.201118532,train
COC(=O)c1ccc(-c2cn(CC(N)C(C)C)nn2)cc1,4.33515324,train
O=C(Nc1c[nH]nc1-c1nccs1)[C@H]1C[C@](O)(c2cccc(Cl)c2)C1,4.713948522,train
O=C(NCc1ccncc1)Nc1cccc(CNC(=O)c2ccc(-n3cnc4ccccc43)cc2)c1,4.794812773,train
CN1C(=O)CCc2cc(NCc3ccc(OC(F)F)cc3)ccc21,3.63543555,train
NC(=O)C1(c2ccccc2)CCN(Cc2coc(-c3ccc(Cl)cc3)n2)C1,4.900788015,train
O=S(=O)(Nc1ccc2occc2c1)c1cccc2cccnc12,4.451750093,train
O=C(NCCc1c[nH]c2c(Cl)cccc12)C(F)(F)c1cccnc1,4.654289807,train
O=C(NCC1CCOc2ccccc21)N1CCC(C2CCNC2)CC1,4.734502727,train
Cc1nn(-c2ccccc2)cc1CNC(C)c1c[nH]cn1,5.29091942,train
O[C@@H](CNc1nc(C(F)(F)F)nc2[nH]cnc12)c1ccc(Cl)cc1,4.201527367,val
COc1cccc2c(N3CCC(Oc4cnccn4)CC3)cc(C)nc12,6.7905094,train
O=C1CCC(CN2CC=C(c3ccc4c(c3)OCCO4)CC2)CCN1,5.072653325,train
CC1CCC(Oc2nccc(N3CCNC(C)(C)C3)n2)CC1,4.76647041,train
CN1CCN(CCNc2ccc(-n3ccnc3)nn2)C(c2ccccc2)C1,6.230587455,train
O=c1c2ccccc2nc(NCC2CCCCO2)n1CCO,5.025922762,train
FC(F)(F)c1ccc(CCn2nnnc2N2CCOCC2)cc1,4.637379845,val
OCCC(Cc1ccccc1)Nc1nccn2ncc(Br)c12,5.078974155,train
CC(=O)NCCc1ccc(S(=O)(=O)Nc2ccc(-c3cccc(O)c3)cc2)cc1,4.729473042,train
Cc1ccc(-c2nc(CCNC(=O)c3c(C(F)(F)F)n[nH]c3C)co2)cc1,4.509410328,train
Cc1c(C(F)(F)F)n[nH]c1CN1C[C@H]2CCCC[C@@]2(CO)C1,5.323194287,val
Cn1ccnc1C(Nc1nccn2ncc(Br)c12)c1ccccc1,4.700553132,train
COC1(c2ccccc2)CN(C(=O)Cc2cnc3c(C)cccn23)C1,4.425515273,train
c1ccc(-c2cc(CNc3ccccc3-n3cccn3)n[nH]2)cc1,4.466487648,train
COc1ccc(C(=O)NCC(=O)Nc2ccccc2-c2nc(C)c[nH]2)cc1OC,4.86974198,train
CC(C)c1ccc(C(CCO)Nc2ccn3ncc(Br)c3n2)cc1,5.273783733,val
CNS(=O)(=O)c1cccc(C(C)NC(=O)c2ccc3noc(-c4ccc(F)cc4)c3c2)c1,4.62879528,val
O=C(Nc1ccc(F)cc1)NC1CCN(c2cc(C(F)(F)F)nc(-c3ccncc3)n2)CC1,3.8702725,train
O=C(NCC1CCN1C1CCCC1)c1c[nH]nc1OCC(F)(F)F,4.34777003,train
COc1ccccc1-c1cccc(NC(=O)NC2CCc3ccc(O)cc32)c1,5.26651585,train
O=C(NCC1CCc2ccccc21)c1ccnc(-n2ccnc2)c1,6.715962757,train
CCC(c1ccncc1)N(CC)C(=O)CCCN1C(=O)c2ccccc2C1=O,4.545668955,train
Cc1ccccc1C(=O)NCC(=O)N1CCC(c2ccccc2)CC1,4.695429247,train
O=C(NCCc1cnn(-c2ccccc2)n1)C1(c2ccc(Cl)cc2)CC1,4.546142192,train
O=C(c1c[nH]c2cc(Cl)ccc12)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,4.56985311,train
O=C(NCCC1CCC(F)(F)CC1)c1cccc(-c2cnco2)c1,6.410414102,train
CN(CC(=O)NCCc1cn(C)c2ccccc12)[C@@H]1CCC[C@H]1O,5.058286792,train
CC[C@H](C)[C@H](NCc1ccc(Br)c2cccnc12)C(=O)O,4.823165943,train
CC(CNc1nccc(C(F)(F)F)n1)CN1CCOCC1,4.583397205,train
CCc1ccc(-c2noc(C(C)NS(=O)(=O)Cc3ccccc3)n2)cc1,4.928469325,train
CCN1CCN(C2CCN(C(=O)CCc3ccncc3)C2)CC1,4.66240703,train
COC(=O)c1ccc(NC(=O)N[C@@H]2C[C@@H](C)Oc3ccccc32)cc1OC,5.130687135,train
Cc1cc(Nc2ncnc3onc(C)c23)ccc1Oc1cccnc1,4.86856131,train
C=C[C@@H]1OCC[C@H]1NC(=O)c1cnn(CC(C)C)c1C(F)F,4.750360095,train
Cc1c(CC(=O)N2CCOCC2CC2CC2)nnn1-c1ccccc1,4.499803,train
CC1(Cc2ccc(F)cc2)CCCN1C(=O)COc1cccnc1,5.125374545,val
COc1csc(C(=O)NC2CCN(CCc3ccccc3)CC2)c1,6.105134497,val
O=C(NCc1csc2ccccc12)c1cc(C2CC2)[nH]n1,4.837867078,train
CC(C(=O)Nc1ccc(Cc2ccncc2)cc1)n1cccn1,5.374398307,train
Clc1cccc(-c2nc(CN3CCC(c4ncco4)CC3)co2)c1,6.040400095,val
Cc1ccc(C#N)c(N2CCCC(c3ccncc3)C2)n1,5.387947622,train
Cn1nc(C(F)(F)F)cc1CNC(=O)CCc1ccccc1O,4.797526185,train
CN1CCOC(CN(CC2CC2)S(=O)(=O)c2ccc3c(c2)CCCO3)C1,5.296282905,train
c1cn2cncc2cc1-c1noc(C2CC23CCOC3)n1,4.53940235,train
CC(C(=O)NCc1ccc(-n2ccnc2)nc1)C(C)(C)C,5.225659653,train
CO[C@H]1C[C@@H](CN2CCCC2)N(c2ncnc3ccccc23)C1,4.47348305,val
Cc1cc(C(F)(F)F)nc(N2CCC(c3ccncc3)CC2)n1,6.033006278,train
O=C1NCC2(CCN(CC(O)c3ccccc3C(F)(F)F)CC2)Oc2ccccc21,6.69563749,train
Cc1c(C(=O)N2CCN(C(=O)Cc3cccc(Cl)c3)C(C)C2)[nH]c(=O)c2ccccc12,4.335994807,train
O=C(Nc1ccc(F)cc1)C1CCc2ccccc2N1C(=O)C1CCN(c2ncccn2)CC1,5.399259727,train
Cc1ccc(C(C)(C)CNC(=O)c2ccn(C)c2-c2ccccc2)nc1,5.40185169,train
