inchikey,isoform,max_response,n_replicates_eff
AUTGSYVNUTZONK-UHFFFAOYSA-N,CYP2C9,1.933,1
AUTGSYVNUTZONK-UHFFFAOYSA-N,CYP2D6,-13.29,1
AUTGSYVNUTZONK-UHFFFAOYSA-N,CYP3A4,-71.2802,1
AUTHVWTYZHDMLG-UHFFFAOYSA-N,CYP1A2,7.684,1
AUTHVWTYZHDMLG-UHFFFAOYSA-N,CYP2C9,4.43,1
AUTHVWTYZHDMLG-UHFFFAOYSA-N,CYP2D6,-71.37,1
AUTHVWTYZHDMLG-UHFFFAOYSA-N,CYP3A4,-49.7115,1
AUVPCABMYCTSLL-TUDCREIJSA-N,CYP1A2,-28.11,1
AUVPCABMYCTSLL-TUDCREIJSA-N,CYP2C9,-15.6,1
AUVPCABMYCTSLL-TUDCREIJSA-N,CYP2D6,2.995,1
AUVPCABMYCTSLL-TUDCREIJSA-N,CYP3A4,-77.9383,1
AUVVAXYIELKVAI-KWACHACRSA-N,CYP1A2,-3.721,1
AUVVAXYIELKVAI-KWACHACRSA-N,CYP2C9,17.79,1
AUVVAXYIELKVAI-KWACHACRSA-N,CYP2D6,1.629,1
AUVVAXYIELKVAI-KWACHACRSA-N,CYP3A4,11.6738,1
AUVVAXYIELKVAI-UQRMEHQUSA-N,CYP1A2,-2.314,1
AUVVAXYIELKVAI-UQRMEHQUSA-N,CYP2C9,8.904,1
AUVVAXYIELKVAI-UQRMEHQUSA-N,CYP2D6,3.478,1
AUVVAXYIELKVAI-UQRMEHQUSA-N,CYP3A4,-41.036,1
AUXCHYJDVJZEPG-SFHVURJKSA-N,CYP1A2,-84.66,1
AUXCHYJDVJZEPG-SFHVURJKSA-N,CYP2C9,-55.34,1
AUXCHYJDVJZEPG-SFHVURJKSA-N,CYP2D6,-15.27,1
AUXCHYJDVJZEPG-SFHVURJKSA-N,CYP3A4,-42.8199,1
AUYNAQBXXDSBJP-UHFFFAOYSA-N,CYP1A2,-115.962,1
AUYNAQBXXDSBJP-UHFFFAOYSA-N,CYP2C9,-115.876,1
AUYNAQBXXDSBJP-UHFFFAOYSA-N,CYP2D6,-50.2813,1
AUYNAQBXXDSBJP-UHFFFAOYSA-N,CYP3A4,4.4413,1
AUYYCJSJGJYCDS-GFCCVEGCSA-N,CYP1A2,-16.74,1
AUYYCJSJGJYCDS-GFCCVEGCSA-N,CYP2C9,-24.15,1
AUYYCJSJGJYCDS-GFCCVEGCSA-N,CYP2D6,-21.96,1
AUYYCJSJGJYCDS-GFCCVEGCSA-N,CYP3A4,-6.4651,1
AUZONCFQVSMFAP-UHFFFAOYSA-N,CYP1A2,-92.57499999999999,2
AUZONCFQVSMFAP-UHFFFAOYSA-N,CYP2C9,-91.455,2
AUZONCFQVSMFAP-UHFFFAOYSA-N,CYP2D6,-8.891,2
AUZONCFQVSMFAP-UHFFFAOYSA-N,CYP3A4,-71.65965,2
AVASVPPTKGGPIP-UHFFFAOYSA-N,CYP1A2,-32.786,1
AVASVPPTKGGPIP-UHFFFAOYSA-N,CYP2C9,-24.5265,1
AVASVPPTKGGPIP-UHFFFAOYSA-N,CYP2D6,-8.4811,1
AVASVPPTKGGPIP-UHFFFAOYSA-N,CYP3A4,-12.8487,1
AVBSIKMUAFYZAV-UHFFFAOYSA-N,CYP1A2,-87.14,1
AVBSIKMUAFYZAV-UHFFFAOYSA-N,CYP2C9,-14.66,1
AVBSIKMUAFYZAV-UHFFFAOYSA-N,CYP2D6,3.732,1
AVBSIKMUAFYZAV-UHFFFAOYSA-N,CYP3A4,-6.3089,1
AVEYIPXODFBJMV-UHFFFAOYSA-N,CYP1A2,-94.1435,1
AVEYIPXODFBJMV-UHFFFAOYSA-N,CYP2C9,-91.7447,1
AVEYIPXODFBJMV-UHFFFAOYSA-N,CYP2D6,-45.6724,1
AVEYIPXODFBJMV-UHFFFAOYSA-N,CYP3A4,-81.6084,1
AVFKCIZWDXPKRK-UHFFFAOYSA-N,CYP1A2,-64.0,1
AVFKCIZWDXPKRK-UHFFFAOYSA-N,CYP2C9,-12.45,1
AVFKCIZWDXPKRK-UHFFFAOYSA-N,CYP2D6,-52.38,1
AVFKCIZWDXPKRK-UHFFFAOYSA-N,CYP3A4,-40.4798,1
AVFLNALVPBLGEV-UHFFFAOYSA-N,CYP1A2,-5.237,1
AVFLNALVPBLGEV-UHFFFAOYSA-N,CYP2C9,0.1471,1
AVFLNALVPBLGEV-UHFFFAOYSA-N,CYP2D6,12.34,1
AVFLNALVPBLGEV-UHFFFAOYSA-N,CYP3A4,-9.0377,1
AVFNITLJPKUTBZ-UHFFFAOYSA-N,CYP1A2,-1.9846,1
AVFNITLJPKUTBZ-UHFFFAOYSA-N,CYP2C9,-42.7777,1
AVFNITLJPKUTBZ-UHFFFAOYSA-N,CYP2D6,6.7615,1
AVFNITLJPKUTBZ-UHFFFAOYSA-N,CYP3A4,-2.1838,1
AVGWYMLCNKIXFE-UHFFFAOYSA-N,CYP1A2,-114.1,1
AVGWYMLCNKIXFE-UHFFFAOYSA-N,CYP2C9,-16.68,1
AVGWYMLCNKIXFE-UHFFFAOYSA-N,CYP2D6,-63.69,1
AVGWYMLCNKIXFE-UHFFFAOYSA-N,CYP3A4,-67.5073,1
AVGYWQBCYZHHPN-DUZCCNLSSA-N,CYP1A2,0.1353,1
AVGYWQBCYZHHPN-DUZCCNLSSA-N,CYP2C9,3.699,1
AVGYWQBCYZHHPN-DUZCCNLSSA-N,CYP2D6,3.753,1
AVGYWQBCYZHHPN-DUZCCNLSSA-N,CYP3A4,3.8032,1
AVIREOXHSCCICX-UHFFFAOYSA-N,CYP1A2,-75.6352,1
AVIREOXHSCCICX-UHFFFAOYSA-N,CYP2C9,27.7177,1
AVIREOXHSCCICX-UHFFFAOYSA-N,CYP2D6,1.0615,1
AVIREOXHSCCICX-UHFFFAOYSA-N,CYP3A4,-52.3836,1
AVLHVBIGPHXKLW-UHFFFAOYSA-N,CYP1A2,0.0427,1
AVLHVBIGPHXKLW-UHFFFAOYSA-N,CYP2C9,-58.6738,1
AVLHVBIGPHXKLW-UHFFFAOYSA-N,CYP2D6,6.1485,1
AVLHVBIGPHXKLW-UHFFFAOYSA-N,CYP3A4,207.937,1
AVLILEZRXWCJFP-BZZOAKBMSA-N,CYP1A2,-15.1124,1
AVLILEZRXWCJFP-BZZOAKBMSA-N,CYP2C9,-36.8362,1
AVLILEZRXWCJFP-BZZOAKBMSA-N,CYP2D6,17.7886,1
AVLILEZRXWCJFP-BZZOAKBMSA-N,CYP3A4,-48.3731,1
AVLLTWMRMQIJAO-UHFFFAOYSA-N,CYP1A2,-109.237,1
AVLLTWMRMQIJAO-UHFFFAOYSA-N,CYP2C9,-73.489,1
AVLLTWMRMQIJAO-UHFFFAOYSA-N,CYP2D6,-25.8557,1
AVLLTWMRMQIJAO-UHFFFAOYSA-N,CYP3A4,-53.584,1
AVLRLJQSDAFPBD-UHFFFAOYSA-N,CYP1A2,-92.19,1
AVLRLJQSDAFPBD-UHFFFAOYSA-N,CYP2C9,-17.9,1
AVLRLJQSDAFPBD-UHFFFAOYSA-N,CYP2D6,-77.47,1
AVLRLJQSDAFPBD-UHFFFAOYSA-N,CYP3A4,-82.49,1
AVOHNZXRDPSFMI-UHFFFAOYSA-N,CYP1A2,-64.4097,1
AVOHNZXRDPSFMI-UHFFFAOYSA-N,CYP2C9,19.791,1
AVOHNZXRDPSFMI-UHFFFAOYSA-N,CYP2D6,-8.2928,1
AVOHNZXRDPSFMI-UHFFFAOYSA-N,CYP3A4,-19.3134,1
AVOLMBLBETYQHX-UHFFFAOYSA-N,CYP1A2,-13.88,1
AVOLMBLBETYQHX-UHFFFAOYSA-N,CYP2C9,-85.08,1
AVOLMBLBETYQHX-UHFFFAOYSA-N,CYP2D6,1.735,1
AVOLMBLBETYQHX-UHFFFAOYSA-N,CYP3A4,-0.1708,1
AVPVNBULTJUSJF-SOFGYWHQSA-N,CYP1A2,-23.6222,1
AVPVNBULTJUSJF-SOFGYWHQSA-N,CYP2C9,-7.098,1
AVPVNBULTJUSJF-SOFGYWHQSA-N,CYP2D6,55.8102,1
AVPVNBULTJUSJF-SOFGYWHQSA-N,CYP3A4,18.0256,1
AVSMVCCWSJPHSJ-UHFFFAOYSA-N,CYP1A2,-92.77,1
AVSMVCCWSJPHSJ-UHFFFAOYSA-N,CYP2C9,3.14,1
AVSMVCCWSJPHSJ-UHFFFAOYSA-N,CYP2D6,-5.646,1
AVSMVCCWSJPHSJ-UHFFFAOYSA-N,CYP3A4,-60.6462,1
AVWKSLNDISOODS-UHFFFAOYSA-N,CYP1A2,-76.9,1
AVWKSLNDISOODS-UHFFFAOYSA-N,CYP2C9,-64.7,1
AVWKSLNDISOODS-UHFFFAOYSA-N,CYP2D6,-99.93,1
AVWKSLNDISOODS-UHFFFAOYSA-N,CYP3A4,-73.3853,1
AVXQPEKZIGPIJW-UHFFFAOYSA-N,CYP1A2,-88.54,1
AVXQPEKZIGPIJW-UHFFFAOYSA-N,CYP2C9,-0.1295,1
AVXQPEKZIGPIJW-UHFFFAOYSA-N,CYP2D6,-89.36,1
AVXQPEKZIGPIJW-UHFFFAOYSA-N,CYP3A4,-86.4682,1
AVXURJPOCDRRFD-UHFFFAOYSA-N,CYP1A2,-18.68,1
AVXURJPOCDRRFD-UHFFFAOYSA-N,CYP2C9,9.244,1
AVXURJPOCDRRFD-UHFFFAOYSA-N,CYP2D6,1.308,1
AVXURJPOCDRRFD-UHFFFAOYSA-N,CYP3A4,4.3282,1
AWBLKDRONVPNIB-UHFFFAOYSA-N,CYP1A2,-55.6411,1
AWBLKDRONVPNIB-UHFFFAOYSA-N,CYP2C9,-76.5301,1
AWBLKDRONVPNIB-UHFFFAOYSA-N,CYP2D6,11.1741,1
AWBLKDRONVPNIB-UHFFFAOYSA-N,CYP3A4,-92.8264,1
AWCZGANCVVJOCQ-UHFFFAOYSA-N,CYP1A2,-34.0422,1
AWCZGANCVVJOCQ-UHFFFAOYSA-N,CYP2C9,-50.282,1
AWCZGANCVVJOCQ-UHFFFAOYSA-N,CYP2D6,-6.4748,1
AWCZGANCVVJOCQ-UHFFFAOYSA-N,CYP3A4,-67.3191,1
AWDHKTRQPYBPOL-UHFFFAOYSA-N,CYP1A2,-75.4467,1
AWDHKTRQPYBPOL-UHFFFAOYSA-N,CYP2C9,242.638,1
AWDHKTRQPYBPOL-UHFFFAOYSA-N,CYP2D6,-28.9649,1
AWDHKTRQPYBPOL-UHFFFAOYSA-N,CYP3A4,-42.077,1
AWFDOAUBMAHQFU-GSVOUGTGSA-N,CYP1A2,-2.543,1
AWFDOAUBMAHQFU-GSVOUGTGSA-N,CYP2C9,10.49,1
AWFDOAUBMAHQFU-GSVOUGTGSA-N,CYP2D6,3.136,1
AWFDOAUBMAHQFU-GSVOUGTGSA-N,CYP3A4,2.7267,1
AWGHDSKTBREAQP-GOSISDBHSA-N,CYP1A2,-22.49,1
AWGHDSKTBREAQP-GOSISDBHSA-N,CYP2C9,-9.208,1
AWGHDSKTBREAQP-GOSISDBHSA-N,CYP2D6,2.797,1
AWGHDSKTBREAQP-GOSISDBHSA-N,CYP3A4,-3.6458,1
AWIISZGNLGRGGZ-FMIVXFBMSA-N,CYP1A2,-19.6916,1
AWIISZGNLGRGGZ-FMIVXFBMSA-N,CYP2C9,6.5495,1
AWIISZGNLGRGGZ-FMIVXFBMSA-N,CYP2D6,8.1626,1
AWIISZGNLGRGGZ-FMIVXFBMSA-N,CYP3A4,-44.1045,1
AWIIVIBFURZMOP-UHFFFAOYSA-N,CYP1A2,-25.52,1
AWIIVIBFURZMOP-UHFFFAOYSA-N,CYP2C9,-54.77,1
AWIIVIBFURZMOP-UHFFFAOYSA-N,CYP2D6,-82.67,1
AWIIVIBFURZMOP-UHFFFAOYSA-N,CYP3A4,-112.138,1
AWLUJLUJALFPRB-FSJBWODESA-N,CYP1A2,-46.1974,1
AWLUJLUJALFPRB-FSJBWODESA-N,CYP2C9,-49.4724,1
AWLUJLUJALFPRB-FSJBWODESA-N,CYP2D6,-6.9947,1
AWLUJLUJALFPRB-FSJBWODESA-N,CYP3A4,-71.3084,1
AWMBIPXPBWQLRP-UHFFFAOYSA-N,CYP1A2,-69.71,1
AWMBIPXPBWQLRP-UHFFFAOYSA-N,CYP2C9,-71.86,1
AWMBIPXPBWQLRP-UHFFFAOYSA-N,CYP2D6,-12.24,1
AWMBIPXPBWQLRP-UHFFFAOYSA-N,CYP3A4,-98.1862,1
AWNZDMHAIOBFRI-UHFFFAOYSA-N,CYP1A2,-14.63,1
AWNZDMHAIOBFRI-UHFFFAOYSA-N,CYP2C9,0.801,1
AWNZDMHAIOBFRI-UHFFFAOYSA-N,CYP2D6,2.097,1
AWNZDMHAIOBFRI-UHFFFAOYSA-N,CYP3A4,-15.1933,1
AWOXIWVMUWTHGT-UHFFFAOYSA-N,CYP1A2,-4.7318,1
AWOXIWVMUWTHGT-UHFFFAOYSA-N,CYP2C9,-97.5603,1
AWOXIWVMUWTHGT-UHFFFAOYSA-N,CYP2D6,-27.2167,1
AWOXIWVMUWTHGT-UHFFFAOYSA-N,CYP3A4,-2.4088,1
AWQLQYCNPCNDQG-VGOFMYFVSA-N,CYP1A2,-31.528,1
AWQLQYCNPCNDQG-VGOFMYFVSA-N,CYP2C9,-2.7141,1
AWQLQYCNPCNDQG-VGOFMYFVSA-N,CYP2D6,8.0985,1
AWQLQYCNPCNDQG-VGOFMYFVSA-N,CYP3A4,-26.1414,1
AWRHCOIFMVOJSH-UHFFFAOYSA-N,CYP1A2,-39.5123,1
AWRHCOIFMVOJSH-UHFFFAOYSA-N,CYP2C9,-123.847,1
AWRHCOIFMVOJSH-UHFFFAOYSA-N,CYP2D6,-14.8964,1
AWRHCOIFMVOJSH-UHFFFAOYSA-N,CYP3A4,-89.7284,1
AWSFSJFODHIOFI-UHFFFAOYSA-N,CYP1A2,-39.04,1
AWSFSJFODHIOFI-UHFFFAOYSA-N,CYP2C9,-74.74,1
AWSFSJFODHIOFI-UHFFFAOYSA-N,CYP2D6,-5.997,1
AWSFSJFODHIOFI-UHFFFAOYSA-N,CYP3A4,-86.6283,1
AWTHYBUVAZBHSN-UHFFFAOYSA-N,CYP1A2,-4.9084,1
AWTHYBUVAZBHSN-UHFFFAOYSA-N,CYP2C9,-18.2417,1
AWTHYBUVAZBHSN-UHFFFAOYSA-N,CYP2D6,-39.3866,1
AWTHYBUVAZBHSN-UHFFFAOYSA-N,CYP3A4,-41.114,1
AWTJVFKJCGRYMN-UHFFFAOYSA-N,CYP1A2,-101.2,1
AWTJVFKJCGRYMN-UHFFFAOYSA-N,CYP2C9,-57.08,1
AWTJVFKJCGRYMN-UHFFFAOYSA-N,CYP2D6,1.933,1
AWTJVFKJCGRYMN-UHFFFAOYSA-N,CYP3A4,7.3238,1
AWUAWNZHYQDLCW-UHFFFAOYSA-N,CYP1A2,-36.8671,1
AWUAWNZHYQDLCW-UHFFFAOYSA-N,CYP2C9,-83.2085,1
AWUAWNZHYQDLCW-UHFFFAOYSA-N,CYP2D6,-16.3192,1
AWUAWNZHYQDLCW-UHFFFAOYSA-N,CYP3A4,-55.0914,1
AWVNSGZSIMHULB-UHFFFAOYSA-N,CYP1A2,-105.98,1
AWVNSGZSIMHULB-UHFFFAOYSA-N,CYP2C9,-22.8922,1
AWVNSGZSIMHULB-UHFFFAOYSA-N,CYP2D6,1.1349,1
AWVNSGZSIMHULB-UHFFFAOYSA-N,CYP3A4,-34.7502,1
AWXNEWQVXFZKLM-UHFFFAOYSA-N,CYP1A2,-32.635,1
AWXNEWQVXFZKLM-UHFFFAOYSA-N,CYP2C9,-15.3263,1
AWXNEWQVXFZKLM-UHFFFAOYSA-N,CYP2D6,-6.3308,1
AWXNEWQVXFZKLM-UHFFFAOYSA-N,CYP3A4,-59.7053,1
AWYRDIXOAGCTEJ-UHFFFAOYSA-N,CYP1A2,-72.0129,1
AWYRDIXOAGCTEJ-UHFFFAOYSA-N,CYP2C9,-80.3033,1
AWYRDIXOAGCTEJ-UHFFFAOYSA-N,CYP2D6,7.0437,1
AWYRDIXOAGCTEJ-UHFFFAOYSA-N,CYP3A4,-49.7373,1
AWYUBIADNFJRGU-LHOAUUCHSA-N,CYP1A2,-7.725,1
AWYUBIADNFJRGU-LHOAUUCHSA-N,CYP2C9,-52.66,1
AWYUBIADNFJRGU-LHOAUUCHSA-N,CYP2D6,-28.54,1
AWYUBIADNFJRGU-LHOAUUCHSA-N,CYP3A4,-87.3773,1
AWZUOQMWEOISPA-VZCXRCSSSA-N,CYP1A2,5.5853,1
AWZUOQMWEOISPA-VZCXRCSSSA-N,CYP2C9,-90.913,1
AWZUOQMWEOISPA-VZCXRCSSSA-N,CYP2D6,-4.1769,1
AWZUOQMWEOISPA-VZCXRCSSSA-N,CYP3A4,-64.2095,1
AXBFHAZNEQXXPB-UHFFFAOYSA-N,CYP1A2,-11.1342,1
AXBFHAZNEQXXPB-UHFFFAOYSA-N,CYP2C9,-1.5017,1
AXBFHAZNEQXXPB-UHFFFAOYSA-N,CYP2D6,13.1794,1
AXBFHAZNEQXXPB-UHFFFAOYSA-N,CYP3A4,7.6435,1
AXBSHMQSHQREHQ-UHFFFAOYSA-N,CYP1A2,-83.5266,1
AXBSHMQSHQREHQ-UHFFFAOYSA-N,CYP2C9,-33.3313,1
AXBSHMQSHQREHQ-UHFFFAOYSA-N,CYP2D6,-84.0164,1
AXBSHMQSHQREHQ-UHFFFAOYSA-N,CYP3A4,-105.944,1
AXGGQQVOCUWNNF-BYPYZUCNSA-N,CYP1A2,-19.51,1
AXGGQQVOCUWNNF-BYPYZUCNSA-N,CYP2C9,11.74,1
AXGGQQVOCUWNNF-BYPYZUCNSA-N,CYP2D6,7.624,1
AXGGQQVOCUWNNF-BYPYZUCNSA-N,CYP3A4,-3.8946,1
AXGQZXVLYUIGCJ-UHFFFAOYSA-N,CYP1A2,-87.8,1
AXGQZXVLYUIGCJ-UHFFFAOYSA-N,CYP2C9,-14.35,1
AXGQZXVLYUIGCJ-UHFFFAOYSA-N,CYP2D6,-84.98,1
AXGQZXVLYUIGCJ-UHFFFAOYSA-N,CYP3A4,-72.2937,1
AXHORYJGDBVDII-UHFFFAOYSA-N,CYP1A2,-101.929,1
AXHORYJGDBVDII-UHFFFAOYSA-N,CYP2C9,-82.3506,1
AXHORYJGDBVDII-UHFFFAOYSA-N,CYP2D6,-20.8771,1
AXHORYJGDBVDII-UHFFFAOYSA-N,CYP3A4,-16.6985,1
AXIPXQWHTQSKNC-UHFFFAOYSA-N,CYP1A2,-23.9291,1
AXIPXQWHTQSKNC-UHFFFAOYSA-N,CYP2C9,-105.148,1
AXIPXQWHTQSKNC-UHFFFAOYSA-N,CYP2D6,-56.3815,1
AXIPXQWHTQSKNC-UHFFFAOYSA-N,CYP3A4,-96.0346,1
AXKOGAYNBYGISH-UHFFFAOYSA-N,CYP1A2,-10.92,1
AXKOGAYNBYGISH-UHFFFAOYSA-N,CYP2C9,-16.75,1
AXKOGAYNBYGISH-UHFFFAOYSA-N,CYP2D6,-11.42,1
AXKOGAYNBYGISH-UHFFFAOYSA-N,CYP3A4,-42.6058,1
AXKSETRDCLGEDQ-UHFFFAOYSA-N,CYP1A2,-23.06,1
AXKSETRDCLGEDQ-UHFFFAOYSA-N,CYP2C9,-7.82,1
AXKSETRDCLGEDQ-UHFFFAOYSA-N,CYP2D6,-21.18,1
AXKSETRDCLGEDQ-UHFFFAOYSA-N,CYP3A4,5.7045,1
AXLALRSOFYMELF-UHFFFAOYSA-N,CYP1A2,-46.196,1
AXLALRSOFYMELF-UHFFFAOYSA-N,CYP2C9,-76.372,1
AXLALRSOFYMELF-UHFFFAOYSA-N,CYP2D6,-28.8753,1
AXLALRSOFYMELF-UHFFFAOYSA-N,CYP3A4,-59.8083,1
AXLBVVLIPLJARG-QWHCGFSZSA-N,CYP1A2,-79.73,1
AXLBVVLIPLJARG-QWHCGFSZSA-N,CYP2C9,8.039,1
AXLBVVLIPLJARG-QWHCGFSZSA-N,CYP2D6,-11.31,1
AXLBVVLIPLJARG-QWHCGFSZSA-N,CYP3A4,-63.386,1
AXMCECNEBNXCQG-UHFFFAOYSA-N,CYP1A2,-29.64,1
AXMCECNEBNXCQG-UHFFFAOYSA-N,CYP2C9,10.27,1
AXMCECNEBNXCQG-UHFFFAOYSA-N,CYP2D6,-13.14,1
AXMCECNEBNXCQG-UHFFFAOYSA-N,CYP3A4,-8.2547,1
AXMUEPLMQDFCMR-UHFFFAOYSA-N,CYP1A2,-14.92,1
AXMUEPLMQDFCMR-UHFFFAOYSA-N,CYP2C9,3.511,1
AXMUEPLMQDFCMR-UHFFFAOYSA-N,CYP2D6,13.05,1
AXMUEPLMQDFCMR-UHFFFAOYSA-N,CYP3A4,8.5803,1
AXNGJCOYCMDPQG-FQEVSTJZSA-N,CYP1A2,-55.28,1
AXNGJCOYCMDPQG-FQEVSTJZSA-N,CYP2C9,-14.06,1
AXNGJCOYCMDPQG-FQEVSTJZSA-N,CYP2D6,-59.99,1
AXNGJCOYCMDPQG-FQEVSTJZSA-N,CYP3A4,67.1792,1
AXOIZCJOOAYSMI-UHFFFAOYSA-N,CYP1A2,-4.511,1
AXOIZCJOOAYSMI-UHFFFAOYSA-N,CYP2C9,-6.198,1
AXOIZCJOOAYSMI-UHFFFAOYSA-N,CYP2D6,1.157,1
AXOIZCJOOAYSMI-UHFFFAOYSA-N,CYP3A4,-13.1739,1
AXRSOGFYDSXLQX-UHFFFAOYSA-N,CYP1A2,7.027,1
AXRSOGFYDSXLQX-UHFFFAOYSA-N,CYP2C9,-12.92,1
AXRSOGFYDSXLQX-UHFFFAOYSA-N,CYP2D6,10.69,1
AXRSOGFYDSXLQX-UHFFFAOYSA-N,CYP3A4,-1.2027,1
AXSNMJUFUKXYPP-UHFFFAOYSA-N,CYP1A2,-93.43,1
AXSNMJUFUKXYPP-UHFFFAOYSA-N,CYP2C9,16.88,1
AXSNMJUFUKXYPP-UHFFFAOYSA-N,CYP2D6,-33.08,1
AXSNMJUFUKXYPP-UHFFFAOYSA-N,CYP3A4,-46.033,1
AXTIMGDLGCBLQL-UHFFFAOYSA-N,CYP1A2,-79.8847,1
AXTIMGDLGCBLQL-UHFFFAOYSA-N,CYP2C9,-56.2039,1
AXTIMGDLGCBLQL-UHFFFAOYSA-N,CYP2D6,-9.6588,1
AXTIMGDLGCBLQL-UHFFFAOYSA-N,CYP3A4,-52.6154,1
AXTKNDJFNLDOJE-UHFFFAOYSA-N,CYP1A2,-35.9255,1
AXTKNDJFNLDOJE-UHFFFAOYSA-N,CYP2C9,-102.711,1
AXTKNDJFNLDOJE-UHFFFAOYSA-N,CYP2D6,-13.6181,1
AXTKNDJFNLDOJE-UHFFFAOYSA-N,CYP3A4,-66.1219,1
AXTWTHAKJDGTSI-UHFFFAOYSA-N,CYP1A2,-87.4032,1
AXTWTHAKJDGTSI-UHFFFAOYSA-N,CYP2C9,-40.5703,1
AXTWTHAKJDGTSI-UHFFFAOYSA-N,CYP2D6,-2.1392,1
AXTWTHAKJDGTSI-UHFFFAOYSA-N,CYP3A4,-10.1806,1
AXVMPJZAGPZGCJ-UHFFFAOYSA-N,CYP1A2,-99.19,1
AXVMPJZAGPZGCJ-UHFFFAOYSA-N,CYP2C9,-91.38,1
AXVMPJZAGPZGCJ-UHFFFAOYSA-N,CYP2D6,-22.49,1
AXVMPJZAGPZGCJ-UHFFFAOYSA-N,CYP3A4,-7.4998,1
AXWVLTPKVNUVNM-FQEVSTJZSA-N,CYP1A2,-87.87,1
AXWVLTPKVNUVNM-FQEVSTJZSA-N,CYP2C9,-31.73,1
AXWVLTPKVNUVNM-FQEVSTJZSA-N,CYP2D6,-10.25,1
AXWVLTPKVNUVNM-FQEVSTJZSA-N,CYP3A4,-87.3045,1
AXXYLTBQIQBTES-BYPYZUCNSA-N,CYP1A2,-31.78,1
AXXYLTBQIQBTES-BYPYZUCNSA-N,CYP2C9,23.38,1
AXXYLTBQIQBTES-BYPYZUCNSA-N,CYP2D6,13.79,1
AXXYLTBQIQBTES-BYPYZUCNSA-N,CYP3A4,-21.7888,1
AXZJJVZRNPAVBD-FMIVXFBMSA-N,CYP1A2,-79.9665,1
AXZJJVZRNPAVBD-FMIVXFBMSA-N,CYP2C9,-51.755,1
AXZJJVZRNPAVBD-FMIVXFBMSA-N,CYP2D6,-25.5478,1
AXZJJVZRNPAVBD-FMIVXFBMSA-N,CYP3A4,-57.7115,1
AYACUCITSRXJPL-UHFFFAOYSA-N,CYP1A2,-31.5267,1
AYACUCITSRXJPL-UHFFFAOYSA-N,CYP2C9,-66.1751,1
AYACUCITSRXJPL-UHFFFAOYSA-N,CYP2D6,-98.3399,1
AYACUCITSRXJPL-UHFFFAOYSA-N,CYP3A4,-86.2822,1
AYAVXPINCQECJI-UHFFFAOYSA-O,CYP1A2,-93.98,1
AYAVXPINCQECJI-UHFFFAOYSA-O,CYP2C9,3.853,1
AYAVXPINCQECJI-UHFFFAOYSA-O,CYP2D6,-41.13,1
AYAVXPINCQECJI-UHFFFAOYSA-O,CYP3A4,-16.8901,1
AYBUIDFLNONILH-UHFFFAOYSA-N,CYP1A2,-94.6253,1
AYBUIDFLNONILH-UHFFFAOYSA-N,CYP2C9,-59.9286,1
AYBUIDFLNONILH-UHFFFAOYSA-N,CYP2D6,-47.7573,1
AYBUIDFLNONILH-UHFFFAOYSA-N,CYP3A4,-83.0986,1
AYCMKVARWQQHFW-LXTWSBLBSA-N,CYP1A2,-7.884,1
AYCMKVARWQQHFW-LXTWSBLBSA-N,CYP2C9,11.46,1
AYCMKVARWQQHFW-LXTWSBLBSA-N,CYP2D6,3.515,1
AYCMKVARWQQHFW-LXTWSBLBSA-N,CYP3A4,-2.9785,1
AYCPBZQNSMAHNW-UHFFFAOYSA-N,CYP1A2,-77.2973,1
AYCPBZQNSMAHNW-UHFFFAOYSA-N,CYP2C9,-60.3576,1
AYCPBZQNSMAHNW-UHFFFAOYSA-N,CYP2D6,-27.3329,1
AYCPBZQNSMAHNW-UHFFFAOYSA-N,CYP3A4,-68.0373,1
AYDZBUWYWCGNIT-UHFFFAOYSA-N,CYP1A2,-117.2,1
AYDZBUWYWCGNIT-UHFFFAOYSA-N,CYP2C9,-90.39,1
AYDZBUWYWCGNIT-UHFFFAOYSA-N,CYP2D6,-4.806,1
AYDZBUWYWCGNIT-UHFFFAOYSA-N,CYP3A4,-64.6491,1
AYGHTCXPRYESOL-UHFFFAOYSA-N,CYP1A2,-101.7,1
AYGHTCXPRYESOL-UHFFFAOYSA-N,CYP2C9,-59.81,1
AYGHTCXPRYESOL-UHFFFAOYSA-N,CYP2D6,-83.67,1
AYGHTCXPRYESOL-UHFFFAOYSA-N,CYP3A4,-80.1126,1
AYHGIEHEFRUORL-UHFFFAOYSA-N,CYP1A2,12.8649,1
AYHGIEHEFRUORL-UHFFFAOYSA-N,CYP2C9,-73.3187,1
AYHGIEHEFRUORL-UHFFFAOYSA-N,CYP2D6,-0.979,1
AYHGIEHEFRUORL-UHFFFAOYSA-N,CYP3A4,-0.7913,1
AYHZSOKNJRWFHZ-UHFFFAOYSA-N,CYP1A2,-93.4812,1
AYHZSOKNJRWFHZ-UHFFFAOYSA-N,CYP2C9,-24.6864,1
AYHZSOKNJRWFHZ-UHFFFAOYSA-N,CYP2D6,-46.6219,1
AYHZSOKNJRWFHZ-UHFFFAOYSA-N,CYP3A4,-20.0595,1
AYIRNRDRBQJXIF-UWVGGRQHSA-N,CYP1A2,-5.839,1
AYIRNRDRBQJXIF-UWVGGRQHSA-N,CYP2C9,13.86,1
AYIRNRDRBQJXIF-UWVGGRQHSA-N,CYP2D6,1.079,1
