inchikey,Molecule_Name,CYP2D6_pIC50_direct_inhibition,density,weight_unclipped,weight,repeat,fold
PUSXQGIJOIJEEE-UHFFFAOYSA-N,OCNT-2308523,4.37545704,0.6700198572690027,0.2777725090532436,0.2777725090532436,1,3
QCPPGXUAWUBFAE-UHFFFAOYSA-N,OCNT-2308537,4.533113725,0.7955908162851666,0.23393067524097444,0.23393067524097444,1,3
AAUDAIVFRROHGC-UHFFFAOYSA-N,OCNT-2308543,4.797625327,0.6340016746533798,0.29355300515705807,0.29355300515705807,1,3
GNFJDSSWFMORPO-VXGBXAGGSA-N,OCNT-2308546,4.679070262,0.7339112740880732,0.2535907315231848,0.2535907315231848,1,3
JBLWNFFRBGGQRJ-UHFFFAOYSA-N,OCNT-2308571,4.360274913,0.6475337812947985,0.2874183590807543,0.2874183590807543,1,3
FJUHYDGFHVCIQR-UHFFFAOYSA-N,OCNT-2308588,5.612441365,0.26130303047882336,0.7122500513218889,0.7122500513218889,1,3
JLAOTGNFFLOXRH-UHFFFAOYSA-N,OCNT-2308603,6.912598577,0.02993731942109746,6.216758897189346,5.0,1,3
RALAWWZGDHUZBU-UHFFFAOYSA-N,OCNT-2308609,4.795514462,0.6357425002353081,0.2927491819411488,0.2927491819411488,1,3
AVCXISNYMQIPJV-UHFFFAOYSA-N,OCNT-2308610,5.157251315,0.44274915872583337,0.4203578780470482,0.4203578780470482,1,3
KPRTVCJELJEXDA-UHFFFAOYSA-N,OCNT-2308630,3.826484278,0.059693299939448385,3.1178222188737466,3.1178222188737466,1,3
MPCZYGOSXOARMM-UWEBFBLFSA-N,OCNT-2308638,4.740541735,0.6825505947547144,0.27267296856724565,0.27267296856724565,1,3
AAYXDSMALIOPQB-UHFFFAOYSA-N,OCNT-2308640,5.671216787,0.23930275232665268,0.7777306991231728,0.7777306991231728,1,3
PTLQVNHZLMHXGQ-UHFFFAOYSA-N,OCNT-2308641,4.55688638,0.7953278232805634,0.2340080296718765,0.2340080296718765,1,3
KGJRVDOHNIXDMY-UHFFFAOYSA-N,OCNT-2308660,4.824518455,0.6124188058775318,0.30389840266649965,0.30389840266649965,1,3
AZASSXZRDAGZPS-UHFFFAOYSA-N,OCNT-2308661,4.33835974,0.6129105404298809,0.30365458675024865,0.30365458675024865,1,3
YRULVSZKPXWCAI-UHFFFAOYSA-N,OCNT-2308666,4.223028345,0.41225685543619117,0.45144936806978947,0.45144936806978947,1,3
XCLONNWVKWTSBY-UHFFFAOYSA-N,OCNT-2308676,4.945531675,0.5327511819322037,0.3493433767600561,0.3493433767600561,1,3
JZKCGQFNKIROBD-UHFFFAOYSA-N,OCNT-2308682,2.714225955,0.022156668879373044,8.399868133714394,5.0,1,3
GFMCPOUBFSTUTJ-UHFFFAOYSA-N,OCNT-2308683,4.45826283,0.763284810076357,0.24383178390578583,0.24383178390578583,1,3
DHQWOWWYSIXUOX-UHFFFAOYSA-N,OCNT-2308684,4.678832895,0.7340968041474459,0.25352664092476496,0.25352664092476496,1,3
WHDFCOKAEBTKOH-UHFFFAOYSA-N,OCNT-2308710,4.343477857,0.6211995764498519,0.29960274270105136,0.29960274270105136,1,3
CCDBOIJOTSQWKK-UHFFFAOYSA-N,OCNT-2308724,4.683762397,0.7302140554374091,0.2548747117139816,0.2548747117139816,1,3
JVBOUMBYROEYMI-UHFFFAOYSA-N,OCNT-2308766,4.82836169,0.6094345175380491,0.30538653704905605,0.30538653704905605,1,3
FYTHBWWFVYEGBA-UHFFFAOYSA-N,OCNT-2308782,5.8092887,0.1885134900167437,0.9872667301028512,0.9872667301028512,1,3
FGQIIXMRZKWIQS-UHFFFAOYSA-N,OCNT-2308794,5.387554947,0.3475495858889744,0.5355008448450903,0.5355008448450903,1,3
WPBCUTZPCFFBTO-UHFFFAOYSA-N,OCNT-2308798,4.282659655,0.5173163344811944,0.3597665189825408,0.3597665189825408,1,3
VCLGJYGBQRUEQK-UHFFFAOYSA-N,OCNT-2308800,4.808035037,0.6255104528068417,0.29753794846107706,0.29753794846107706,1,3
JGLRPGXNNHQDGO-UHFFFAOYSA-N,OCNT-2308810,3.131869342,0.015081341774051717,12.340619267002154,5.0,1,3
IDEYJIBZURGBOJ-UHFFFAOYSA-N,OCNT-2308837,5.777608648,0.19973136064616662,0.9318170980611054,0.9318170980611054,1,3
ANWFMPNNWUQEGN-UHFFFAOYSA-N,OCNT-2308851,4.957006015,0.526697813252185,0.3533584005597444,0.3533584005597444,1,3
SXDCQGPXENGXSP-UHFFFAOYSA-N,OCNT-2308854,4.815805045,0.6192820984066254,0.3005304001972034,0.3005304001972034,1,3
RPDJRGYDAQZMIA-UHFFFAOYSA-N,OCNT-2308858,4.672973843,0.7386273955514715,0.2519715596659557,0.2519715596659557,1,3
HMLCRQUVBWFOAN-UHFFFAOYSA-N,OCNT-2308864,4.387594248,0.686966655135505,0.27092013197117404,0.27092013197117404,1,3
PFOQBJFOBMXIFQ-OLZOCXBDSA-N,OCNT-2308872,4.703796022,0.7138841486973025,0.2607049017809495,0.2607049017809495,1,3
RDYYEQXKMUGSDS-UHFFFAOYSA-N,OCNT-2308899,4.397846657,0.7004978154234118,0.26568690547109286,0.26568690547109286,1,3
FKSCUJKHJVNOBE-UHFFFAOYSA-N,OCNT-2308903,6.056284738,0.12173468276521053,1.5288420082226117,1.5288420082226117,1,3
RUEWPOBXCDTHHB-UHFFFAOYSA-N,OCNT-2308915,5.561224163,0.2802922878048446,0.6639964956819987,0.6639964956819987,1,3
PLJXPASPUUPXHL-UHFFFAOYSA-N,OCNT-2308945,2.70724508,0.02232785865286821,8.335465561772498,5.0,1,3
CKNWPWVGNNGZLM-UHFFFAOYSA-N,OCNT-2308954,4.59730531,0.7846737567917746,0.23718532097983117,0.23718532097983117,1,3
BMOCPDTYCNVLRX-UHFFFAOYSA-N,OCNT-2308968,5.032580607,0.4916620155340616,0.3785386932259635,0.3785386932259635,1,3
ZEJFPISQRZKEQM-UHFFFAOYSA-N,OCNT-2308971,3.763564688,0.04692268217313319,3.966378055337829,3.966378055337829,1,3
SMUXAFUMKFMQDV-UHFFFAOYSA-N,OCNT-2308998,3.938411765,0.09783612325067834,1.9022942721497977,1.9022942721497977,1,3
RRLUAXBCRMRKGJ-UHFFFAOYSA-N,OCNT-2309000,4.671842395,0.7394910210064305,0.25167729097753117,0.25167729097753117,1,3
AAFSKRHBWOQJCV-CVEARBPZSA-N,OCNT-2309014,5.679755865,0.23609000222762463,0.788314181511453,0.788314181511453,1,3
AKDZNYOMXNSCJO-UHFFFAOYSA-N,OCNT-2309057,4.60538449,0.7811807563296188,0.23824588017702872,0.23824588017702872,1,3
CVLFFLFEHVFVJO-UHFFFAOYSA-N,OCNT-2309084,1.963048488,0.007750830446917954,24.012020149803842,5.0,1,3
WGPFWALIPIVDOI-UHFFFAOYSA-N,OCNT-2309101,4.351744877,0.6343361338005982,0.29339822682655375,0.29339822682655375,1,3
QYZMJZMDKMMMCM-ZYMOGRSISA-N,OCNT-2309109,6.39092459,0.06609490528147241,2.8158463360606083,2.8158463360606083,1,3
CXORMVTZPGEGDP-UHFFFAOYSA-N,OCNT-2309135,4.30954278,0.5644198142456919,0.3297423162187074,0.3297423162187074,1,3
HOLZORPNZUZFLM-UHFFFAOYSA-N,OCNT-2309149,5.258979828,0.4017996554346381,0.46319874681769757,0.46319874681769757,1,3
ZSEFGWSPICCRSH-UHFFFAOYSA-N,OCNT-2309157,4.500912945,0.7880275385537294,0.2361758793489391,0.2361758793489391,1,3
KACFGRDACMIPRI-UHFFFAOYSA-N,OCNT-2309162,5.30771717,0.3812123149851312,0.488213757932679,0.488213757932679,1,3
BWWQNTFNKYNBID-UHFFFAOYSA-N,OCNT-2309179,5.208824898,0.42239655250663843,0.4406122534965104,0.4406122534965104,1,3
VCYSTMFUUIMIKZ-UHFFFAOYSA-N,OCNT-2309181,5.497688715,0.3040067165941681,0.612200608441022,0.612200608441022,1,3
KNWNCBRHKNPFKT-UHFFFAOYSA-N,OCNT-2309187,4.574240568,0.7922308419302534,0.23492281165884238,0.23492281165884238,1,3
UPAWLAQNHCADFI-UHFFFAOYSA-N,OCNT-2309193,4.146567835,0.2903296668229107,0.6410405760656505,0.6410405760656505,1,3
FCZNJMSICLCNRK-UHFFFAOYSA-N,OCNT-2309207,5.594462638,0.26798125458006933,0.6945004312363157,0.6945004312363157,1,3
HZJAEDMXWJCPPZ-UHFFFAOYSA-N,OCNT-2309246,4.421305337,0.7284911485010953,0.25547749928333857,0.25547749928333857,1,3
OLFYPYMJSGSGAL-UHFFFAOYSA-N,OCNT-2309252,4.53308634,0.7955883330838954,0.23393140538862234,0.23393140538862234,1,3
FBQVIMAFKOGNEP-UHFFFAOYSA-N,OCNT-2309256,6.03976059,0.12509115168193333,1.4878198367086184,1.4878198367086184,1,3
BRWOHQLXDDQIIN-UHFFFAOYSA-N,OCNT-2309265,4.820187105,0.6158139249572002,0.3022229432081162,0.3022229432081162,1,3
RIIRUDJUXUOQHO-UHFFFAOYSA-N,OCNT-2309277,5.322218073,0.3750455857790619,0.4962412675315306,0.4962412675315306,1,3
UJKUYOWKJWNSKP-UHFFFAOYSA-N,OCNT-2309284,5.05666323,0.48177576290423574,0.38630647533446255,0.38630647533446255,1,3
ZZGFTJPZORQHHM-UHFFFAOYSA-N,OCNT-2309291,4.4642586,0.7677811201833806,0.24240384658671327,0.24240384658671327,1,3
ZJVULRBHOWBNCB-UHFFFAOYSA-N,OCNT-2309292,5.004099337,0.5040195656275177,0.3692576827595796,0.3692576827595796,1,3
SMRUWTFDCWAZON-UHFFFAOYSA-N,OCNT-2309342,4.887505255,0.5671993369177695,0.3281264359025318,0.3281264359025318,1,3
XYQUEYBQTCSVQX-UHFFFAOYSA-N,OCNT-2309351,5.412311752,0.3374069122418152,0.5515983523648804,0.5515983523648804,1,3
UNXHWBNUCBKFTR-UHFFFAOYSA-N,OCNT-2309368,5.279088677,0.39335029456666204,0.47314848734037496,0.47314848734037496,1,3
ZPRUSZIYKMPBOQ-UHFFFAOYSA-N,OCNT-2309371,4.49137587,0.7839628958456135,0.2374003895533322,0.2374003895533322,1,3
APLZTWIKOAAHGG-OAHLLOKOSA-N,OCNT-2309372,5.00270215,0.5046485890258084,0.3687974184736875,0.3687974184736875,1,3
BDHDGFPUBOQSQB-UHFFFAOYSA-N,OCNT-2309377,4.15024103,0.2956392903962295,0.6295276132602999,0.6295276132602999,1,3
PRZNERQKPPAXRZ-MOPGFXCFSA-N,OCNT-2309379,4.354577762,0.6387610622133626,0.2913657514191754,0.2913657514191754,1,3
GJLFZZVHBYMJBF-UHFFFAOYSA-N,OCNT-2309390,4.479350962,0.7776309934138506,0.23933343506803714,0.23933343506803714,1,3
ZYJGGUBSMFRWAS-IRQCGSAXSA-N,OCNT-2309398,4.5833125,0.7897050098865492,0.23567420054210428,0.23567420054210428,1,3
MZOUBTFGGXQHPW-UHFFFAOYSA-N,OCNT-2309402,4.361858233,0.6499408337555403,0.2863539066990043,0.2863539066990043,1,3
HAKCDVKQMMAHCO-UHFFFAOYSA-N,OCNT-2309435,4.78945537,0.6407720958811763,0.29045131344736264,0.29045131344736264,1,3
MBZAIEOXKLAHSN-INIZCTEOSA-N,OCNT-2309439,4.284685697,0.5209017333998736,0.35729022373253677,0.35729022373253677,1,3
QOMNZKKELSCABI-UHFFFAOYSA-N,OCNT-2309445,4.303172358,0.5533741222623847,0.3363241781314464,0.3363241781314464,1,3
BMKQCIAAGVYKPA-UHFFFAOYSA-N,OCNT-2309461,4.396423975,0.698665099303926,0.2663838469311405,0.2663838469311405,1,3
NHLYQLGKEWBBCF-UHFFFAOYSA-N,OCNT-2309465,2.394134305,0.018265205082027513,10.189488485526915,5.0,1,3
JZQDBNRJLWKWSB-UHFFFAOYSA-N,OCNT-2309466,4.458210463,0.7632440906866285,0.2438447924328851,0.2438447924328851,1,3
RLHVXEPQNQUDCI-UHFFFAOYSA-N,OCNT-2309483,4.437077415,0.7447974079995483,0.2498841898080557,0.2498841898080557,1,3
GCTJEOJLGZLREK-UHFFFAOYSA-N,OCNT-2309487,4.77270833,0.6548920854207605,0.28418895419927326,0.28418895419927326,1,3
NHKYFFIMWRXZCG-UHFFFAOYSA-N,OCNT-2309491,4.341911315,0.6186746376126677,0.3008254833061808,0.3008254833061808,1,3
FKXADKCFWZZCLK-UHFFFAOYSA-N,OCNT-2309502,3.393216993,0.017524369430737912,10.620245002519914,5.0,1,3
BAVBWDPYCHMZSH-UHFFFAOYSA-N,OCNT-2309511,4.911090125,0.5523850969531643,0.3369263542692703,0.3369263542692703,1,3
PQDNSHRLKSHCPF-IUODEOHRSA-N,OCNT-2309520,5.013470625,0.4998593225297158,0.3723309508907737,0.3723309508907737,1,3
HIVZUFUERULVAL-UHFFFAOYSA-N,OCNT-2309527,4.418213612,0.7250508770746557,0.2566897065486119,0.2566897065486119,1,3
GKWFLKZYXIKUQH-UHFFFAOYSA-N,OCNT-2309546,4.434372137,0.7421511650499342,0.2507751865572896,0.2507751865572896,1,3
LXSXXEMTYWLERB-UHFFFAOYSA-N,OCNT-2309549,4.462573875,0.766551011716681,0.24279283964717388,0.24279283964717388,1,3
GUMSGYXZMJPIFJ-YPMHNXCESA-N,OCNT-2309554,5.617211242,0.25952740977074423,0.717123085509587,0.717123085509587,1,3
QMJAELYZTXCCRL-UHFFFAOYSA-N,OCNT-2309565,4.969772243,0.520223727361687,0.35775587901954997,0.35775587901954997,1,3
WUJHRFRBGPBFFB-UHFFFAOYSA-N,OCNT-2309567,5.088273115,0.4693105893863706,0.3965670093071034,0.3965670093071034,1,3
VJOLPRXCRRLZKY-UHFFFAOYSA-N,OCNT-2309576,4.935606362,0.5381772544859743,0.34582118682601704,0.34582118682601704,1,3
BRKCTOJAKSAOFN-UHFFFAOYSA-N,OCNT-2309577,4.34909046,0.6301536973230767,0.29534556039220977,0.29534556039220977,1,3
CBRQOHPCDLQLPJ-UHFFFAOYSA-N,OCNT-2309578,3.852292495,0.06628927548854667,2.8075898476407892,2.8075898476407892,1,3
XAKQUAVVZRFGRT-UHFFFAOYSA-N,OCNT-2309581,4.640990073,0.7613371492141393,0.24445555699103222,0.24445555699103222,1,3
XUWIQIYEULASKP-UHFFFAOYSA-N,OCNT-2309582,5.067188322,0.4775743848384579,0.3897049397489374,0.3897049397489374,1,3
ICQPYVZPTBHWKX-UHFFFAOYSA-N,OCNT-2309593,5.51965537,0.2957444267017283,0.629303817977982,0.629303817977982,1,3
ZECSDSYFPHZCCH-UHFFFAOYSA-N,OCNT-2309595,4.681517073,0.7319902399145832,0.2542562546883477,0.2542562546883477,1,3
PZBMCIRQTJSXEM-UHFFFAOYSA-N,OCNT-2309599,4.136853678,0.27659954437187856,0.6728611838162842,0.6728611838162842,1,3
IFNGIJKNTWRPTP-UHFFFAOYSA-N,OCNT-2309602,4.276122025,0.5057261879747897,0.36801158669359774,0.36801158669359774,1,3
NKOPTHMKGIKTFB-UHFFFAOYSA-N,OCNT-2309634,4.98585667,0.5124273801834327,0.36319897036431675,0.36319897036431675,1,3
QVQOHIBPHPVPPB-UHFFFAOYSA-N,OCNT-2309641,4.624523775,0.7713486448635669,0.24128271710651153,0.24128271710651153,1,3
BYZMEVYWUJTTRC-UHFFFAOYSA-N,OCNT-2309646,4.56322221,0.7944698523859622,0.2342607416885232,0.2342607416885232,1,3
RXWSOBRRXFTSLA-UHFFFAOYSA-N,OCNT-2309655,4.595812623,0.7852732953375688,0.2370042353077877,0.2370042353077877,1,3
RSUDJUKPYSQPJM-UHFFFAOYSA-N,OCNT-2309661,3.403934743,0.01761156464926644,10.567663951246892,5.0,1,3
LEPILDQORMQWAC-UHFFFAOYSA-N,OCNT-2309670,5.028736595,0.4932827902562489,0.3772949321269157,0.3772949321269157,1,3
MCMWQUUFOTYOLS-UHFFFAOYSA-N,OCNT-2309676,4.456160227,0.7616302384788883,0.244361486015587,0.244361486015587,1,3
YSSUBBRJQCDCQC-UHFFFAOYSA-N,OCNT-2309692,3.26384948,0.016932322507843493,10.991587053866628,5.0,1,3
DONMNQYGZGXTJP-UHFFFAOYSA-N,OCNT-2309697,4.890540237,0.5652280403229851,0.32927081388736035,0.32927081388736035,1,3
CVLWFKRNRIYXAE-UHFFFAOYSA-N,OCNT-2309699,4.526403688,0.7947849761494028,0.23416785980378385,0.23416785980378385,1,3
HVVUYBCZZBMJOT-OAHLLOKOSA-N,OCNT-2309702,4.638122052,0.763173998581871,0.24386718784306358,0.24386718784306358,1,3
LWSCUHAHWXGQOH-UHFFFAOYSA-N,OCNT-2309728,4.978560573,0.5159164571922201,0.3607427021847552,0.3607427021847552,1,3
BPSIMDRRYLTHLE-UHFFFAOYSA-N,OCNT-2309730,4.851135392,0.5923273696453961,0.314206478388,0.314206478388,1,3
IWGOKMFJOUAZQS-UHFFFAOYSA-N,OCNT-2309752,5.17905231,0.4342407430374193,0.4285942759937415,0.4285942759937415,1,3
PZMBVFVMDYSNFQ-UHFFFAOYSA-N,OCNT-2309755,4.395583258,0.6975751561932417,0.2668000647912268,0.2668000647912268,1,3
NKHFHTCTOGEFMC-UHFFFAOYSA-N,OCNT-2309757,5.23549608,0.41153989623646703,0.45223585506803005,0.45223585506803005,1,3
FGDFAEAOTKYXNH-UHFFFAOYSA-N,OCNT-2309758,4.817660003,0.6178099767207066,0.30124650601627173,0.30124650601627173,1,3
JEIGWQHMZMNNGN-UHFFFAOYSA-N,OCNT-2309776,7.08157569,0.02170172724516374,8.57595779205006,5.0,1,3
YRTLYQAIURDYMT-UHFFFAOYSA-N,OCNT-2309787,5.005770848,0.5032701014834875,0.3698075771250907,0.3698075771250907,1,3
LTKHJAAHPNJLHY-UHFFFAOYSA-N,OCNT-2309801,4.673633565,0.73812210139396,0.25214405112328747,0.25214405112328747,1,3
CLSZSOXETXFYPQ-UHFFFAOYSA-N,OCNT-2309804,4.77042854,0.6568348731803685,0.2833483794305177,0.2833483794305177,1,3
UAPMKFKSRAQMIU-UHFFFAOYSA-N,OCNT-2309817,4.965197052,0.5225135091597046,0.35618810539159124,0.35618810539159124,1,3
FKWGYVQNEUUREI-UHFFFAOYSA-N,OCNT-2309819,5.471543947,0.3139890399847684,0.5927375582222085,0.5927375582222085,1,3
XLZQKDNFGFOCIC-UHFFFAOYSA-N,OCNT-2309836,4.636173695,0.7644003211157693,0.2434759532772619,0.2434759532772619,1,3
GGSBXNSPXLOOHI-UHFFFAOYSA-N,OCNT-2309844,5.284160867,0.3912069161465333,0.4757408143556316,0.4757408143556316,1,3
FGUQAYRHKXYOTM-UHFFFAOYSA-N,OCNT-2309846,5.762859247,0.20508629061062653,0.907486776980419,0.907486776980419,1,3
GQSXIGPOISNNMZ-UHFFFAOYSA-N,OCNT-2309864,4.437198148,0.7449140270129536,0.2498450695248764,0.2498450695248764,1,3
FWIIXEUDIUGFOZ-UHFFFAOYSA-N,OCNT-2309867,4.750066065,0.6743272793937066,0.27599817263279475,0.27599817263279475,1,3
FXPCYBRAZNMLOB-UHFFFAOYSA-N,OCNT-2309880,4.329587508,0.5984522087073735,0.31099074272129756,0.31099074272129756,1,3
OOQDJWRFWDBFGF-UHFFFAOYSA-N,OCNT-2309885,4.642903758,0.7600910252043435,0.244856327331417,0.244856327331417,1,3
OURCMYKQWKGRFD-UHFFFAOYSA-N,OCNT-2309893,4.750333077,0.6740968504346693,0.2760925180841568,0.2760925180841568,1,3
QGVJVDSSUBWUGO-UHFFFAOYSA-N,OCNT-2309900,5.4999317,0.30315848244453886,0.6139135391111986,0.6139135391111986,1,3
DZNPQDPYYZENCJ-UHFFFAOYSA-N,OCNT-2309901,4.399624023,0.702766585332314,0.2648291776438127,0.2648291776438127,1,3
CSPFCNYGDOGHCC-UHFFFAOYSA-N,OCNT-2309936,4.480524932,0.7783085163859954,0.2391250936496317,0.2391250936496317,1,3
JOYGWYISRWPUIM-UHFFFAOYSA-N,OCNT-2309940,4.478287435,0.7770061317137867,0.2395259049740196,0.2395259049740196,1,3
AAJANOIUSFNLGX-UHFFFAOYSA-N,OCNT-2309942,5.80017892,0.1916943143690172,0.9708848041827356,0.9708848041827356,1,3
HFMYCXSQSVPMLT-UHFFFAOYSA-N,OCNT-2309963,4.91648705,0.5491556791815791,0.33890771583474505,0.33890771583474505,1,3
WYZFXWKRUGQONW-UHFFFAOYSA-N,OCNT-2309973,6.112826623,0.11093994264179344,1.6776022452980275,1.6776022452980275,1,3
WBWNBROSFREOPO-WFASDCNBSA-N,OCNT-2309977,4.780683557,0.648131767613542,0.28715317805573093,0.28715317805573093,1,3
ZPRQFKSHIREKOP-UHFFFAOYSA-N,OCNT-2309987,6.246195765,0.0877132057384328,2.1218366755869114,2.1218366755869114,1,3
OCQARKZPXFUWDY-VTVVEXCCSA-N,OCNT-2309990,5.231734955,0.41308481164362437,0.45054451682350916,0.45054451682350916,1,3
VTXQAUDKIYUBRI-UHFFFAOYSA-N,OCNT-2310018,3.165873505,0.015675383774756545,11.87295313106282,5.0,1,3
YDDBBPMIFIWYPM-UHFFFAOYSA-N,OCNT-2310024,4.575766957,0.7918480573024325,0.23503637491153737,0.23503637491153737,1,3
SGCPYVGCKOGTOH-UHFFFAOYSA-N,OCNT-2310035,5.727459315,0.21817821452611724,0.8530324499783098,0.8530324499783098,1,3
OQNCBOFIXGDOFI-UHFFFAOYSA-N,OCNT-2310041,4.71020044,0.7085164140588837,0.26268000737332176,0.26268000737332176,1,3
PITGDDHCRBKQAQ-AWEZNQCLSA-N,OCNT-2310050,5.234369557,0.412003088732442,0.4517274310775139,0.4517274310775139,1,3
QVXOTODHQDGDHT-QGZVFWFLSA-N,OCNT-2310061,4.454191563,0.7600446413999243,0.24487127035894338,0.24487127035894338,1,3
PSFPWBSLDGMLAJ-UHFFFAOYSA-N,OCNT-2310066,5.80726313,0.18921733529112897,0.9835943233359365,0.9835943233359365,1,3
MLQRNUKEFWJQOH-UHFFFAOYSA-N,OCNT-2310067,6.041477758,0.12473713122125851,1.4920424659997988,1.4920424659997988,1,3
VLFMKXYXFNVVAG-UHFFFAOYSA-N,OCNT-2310076,5.355084695,0.3611175457828203,0.5153809307871109,0.5153809307871109,1,3
RRLNFLKKTZKLGB-UHFFFAOYSA-N,OCNT-2310088,4.64539815,0.7584427938050796,0.24538844378148086,0.24538844378148086,1,3
VZNLEGJZPWCFOH-UHFFFAOYSA-N,OCNT-2310095,5.200771175,0.4256287051323901,0.43726631833070867,0.43726631833070867,1,3
GJSIXZKKNDJEAL-UHFFFAOYSA-N,OCNT-2310123,4.767935308,0.6589641431983569,0.28243281336338893,0.28243281336338893,1,3
NXEKYIWIFDTJEQ-UHFFFAOYSA-N,OCNT-2310153,4.78452492,0.6448981648044981,0.28859300123070986,0.28859300123070986,1,3
GOFAIWOMBJIHPT-UHFFFAOYSA-N,OCNT-2310167,4.75309599,0.6717133939938418,0.27707218366232744,0.27707218366232744,1,3
MQSRMNFIJLKRSM-UHFFFAOYSA-N,OCNT-2310178,4.82825322,0.6095183746686641,0.30534452217339414,0.30534452217339414,1,3
ZRRPLSAYPNSFPN-UHFFFAOYSA-N,OCNT-2310180,5.36237939,0.35804780754019294,0.5197995713134336,0.5197995713134336,1,3
WYHQUPSNOXIMFX-UHFFFAOYSA-N,OCNT-2310188,2.35053275,0.01675256648084738,11.109527431625692,5.0,1,3
CWJYTKCXWQQNRC-UHFFFAOYSA-N,OCNT-2310193,4.493461017,0.7849237984914457,0.23710976431954287,0.23710976431954287,1,3
RMNZTHHCDTUWDA-UHFFFAOYSA-N,OCNT-2310197,4.303319457,0.5536301835690085,0.336168623736008,0.336168623736008,1,3
QWRGZZMJFDQUSJ-UHFFFAOYSA-N,OCNT-2310201,5.075189547,0.47441775636567096,0.3922979154381715,0.3922979154381715,1,3
YFWYLSQWPNJHAE-UHFFFAOYSA-N,OCNT-2310250,4.515868185,0.7927091846565856,0.23478105271321442,0.23478105271321442,1,3
HTHQNIFHKWWWJY-UHFFFAOYSA-N,OCNT-2310252,3.21653553,0.0164470124883533,11.315921174188942,5.0,1,3
UXPCXNWXWKQOER-UHFFFAOYSA-N,OCNT-2310262,4.488517362,0.7825797978599938,0.2378199608244977,0.2378199608244977,1,3
WCATUHMRMHHKBE-UHFFFAOYSA-N,OCNT-2310292,5.395895972,0.3441104011941795,0.5408528664731773,0.5408528664731773,1,3
IJNUWPZEBUHKFT-UHFFFAOYSA-N,OCNT-2310303,5.481127608,0.310308172280974,0.5997685961702215,0.5997685961702215,1,3
HVARVXFCDPEOMH-UHFFFAOYSA-N,OCNT-2310310,5.851700248,0.17428119714307488,1.0678897088153396,1.0678897088153396,1,3
YCKIUQTYJLWMQM-UHFFFAOYSA-N,OCNT-2310311,5.449095072,0.32272322116855895,0.5766957090822412,0.5766957090822412,1,3
YQQFMMGTYBYGGL-UHFFFAOYSA-N,OCNT-2310312,5.550957415,0.2840959799954957,0.6551064076023104,0.6551064076023104,1,3
QTPBGMVTBOLBLI-NKUTVCTDSA-N,OCNT-2310336,5.0412681,0.48804553331798256,0.3813437152140606,0.3813437152140606,1,3
UIUOCURODLIUQA-HOCLYGCPSA-N,OCNT-2310337,5.558205412,0.281410279860597,0.6613585579080565,0.6613585579080565,1,3
UWEBGWUZVATUQB-CYBMUJFWSA-N,OCNT-2310340,4.4006855,0.7041103972213535,0.26432374469056175,0.26432374469056175,1,3
FTPBHHGBIJXPBQ-UHFFFAOYSA-N,OCNT-2310342,4.643247685,0.759865365841812,0.24492904300608942,0.24492904300608942,1,3
UZKDRZIBIHEIJW-UHFFFAOYSA-N,OCNT-2310355,4.59424021,0.7858890049405115,0.23681855287337306,0.23681855287337306,1,3
SNGCTVYQWYRISZ-UHFFFAOYSA-N,OCNT-2310374,4.832850535,0.6059834090328459,0.3071257300033098,0.3071257300033098,1,3
BJEJLVYFCONOIU-UHFFFAOYSA-N,OCNT-2310378,5.334976388,0.3696253051237792,0.5035182772640037,0.5035182772640037,1,3
WWFMGTFCRSAGKT-UHFFFAOYSA-N,OCNT-2310397,4.497099885,0.7865038191307162,0.23663343055957267,0.23663343055957267,1,3
UKDDZRBOIOQMJY-UHFFFAOYSA-N,OCNT-2310401,5.908671838,0.1569298299420001,1.1859637962896716,1.1859637962896716,1,3
BKZFFKDNDJNAOH-UHFFFAOYSA-N,OCNT-2310417,4.807962778,0.6255688306398551,0.2975101823387582,0.2975101823387582,1,3
MUOUIEPROLPZDM-UHFFFAOYSA-N,OCNT-2310418,4.6058799,0.7809532639664183,0.2383152814085813,0.2383152814085813,1,3
TUTNRJIYQDWINN-UHFFFAOYSA-N,OCNT-2310433,6.077275615,0.11761719394803836,1.5823630085183735,1.5823630085183735,1,3
XHIPTQDGABJQTL-UHFFFAOYSA-N,OCNT-2310436,4.65242682,0.7536586851082824,0.2469461316462732,0.2469461316462732,1,3
RFHWZVNSOBPKEO-UHFFFAOYSA-N,OCNT-2310437,4.706699085,0.711458184342531,0.26159386590105344,0.26159386590105344,1,3
QYQRNOKPPBKPEE-UHFFFAOYSA-N,OCNT-2310440,6.62229506,0.04602887328525623,4.043398927358102,4.043398927358102,1,3
VTMZRYUXSIFDIG-UHFFFAOYSA-N,OCNT-2310442,5.686585445,0.2335197064954429,0.7969909677526038,0.7969909677526038,1,3
XVCFYPXRSADGLR-UHFFFAOYSA-N,OCNT-2310447,5.852477645,0.17403010108132366,1.0694304934187049,1.0694304934187049,1,3
IYYSRPHITYNJJB-UHFFFAOYSA-N,OCNT-2310450,5.994918962,0.134833540873285,1.3803175060426098,1.3803175060426098,1,3
XJMQMZVTGVHTOH-UHFFFAOYSA-N,OCNT-2310453,4.211133418,0.39195707242874395,0.47483030658399866,0.47483030658399866,1,3
